year,lgid,tmid,hw,hl,ht,hotl,rw,rl,rt,rotl,sepw,sepl,sept,sepol,octw,octl,octt,octol,novw,novl,novt,novol,decw,decl,dect,decol,janw,janl,jant,janol,febw,febl,febt,febol,marw,marl,mart,marol,aprw,aprl,aprt,aprol
2003,NHL,PHO,11,19,7.0,4,11,17,11.0,2,,,,,3,4,3,0,4,5,3,1,5,3,5,1,6,6,2.0,0,2,8,2.0,2,1,10,3,2,1,0,0,0
2006,NHL,AND,26,6,,9,22,14,,5,,,,,9,0,,3,10,2,,3,9,5,,0,4,5,,2,5,5,,2,10,3,,2,1,0,,2
1979,NHL,DET,14,21,5.0,,12,22,6.0,,,,,,2,5,2,,4,5,2,,5,7,3,,8,6,0.0,,3,7,2.0,,4,10,2,,0,3,0,
2001,NHL,PIT,16,20,4.0,1,12,21,4.0,4,,,,,4,6,1,1,6,4,2,1,4,7,2,0,8,6,0.0,1,1,4,1.0,1,5,7,1,1,0,7,1,0
2000,NHL,TOR,19,11,7.0,4,18,18,4.0,1,,,,,6,5,0,0,7,2,3,2,7,5,1,1,5,5,3.0,1,4,5,3.0,0,6,6,1,1,2,1,0,0
1975,WHA,CAC,25,13,2.0,,16,22,2.0,,,,,,3,5,0,,9,4,1,,7,5,1,,6,7,0.0,,6,6,2.0,,9,7,0,,1,1,0,
1995,NHL,COL,24,10,7.0,,23,15,3.0,,,,,,7,3,1,,8,2,3,,7,6,1,,4,4,4.0,,9,3,1.0,,8,5,0,,4,2,0,
1993,NHL,WAS,17,16,9.0,,22,19,1.0,,,,,,6,7,0,,4,6,1,,7,4,2,,5,7,1.0,,9,2,2.0,,4,6,4,,4,3,0,
2011,NHL,PHI,22,13,,6,25,13,,3,,,,,6,4,,1,7,3,,2,9,3,,1,7,4,,2,5,7,,1,11,3,,2,2,2,,0
1982,NHL,LAK,20,13,7.0,,7,28,5.0,,,,,,5,4,3,,6,5,0,,3,9,2,,2,9,2.0,,7,3,3.0,,3,11,1,,1,0,1,
2007,NHL,FLO,18,15,,8,20,20,,1,,,,,5,7,,0,7,6,,1,6,5,,2,4,7,,2,6,6,,3,8,3,,1,2,1,,0
1924,WCHL,CAT,9,5,0.0,,8,6,0.0,,,,,,,,,,,,,,5,3,0,,6,5,0.0,,5,3,0.0,,1,0,0,,,,,
1957,NHL,MTL,23,8,4.0,,20,9,6.0,,,,,,6,2,2,,7,2,1,,8,4,2,,11,3,0.0,,6,2,4.0,,5,4,1,,,,,
2008,NHL,TBL,12,18,,11,12,22,,7,,,,,3,3,,3,3,7,,4,4,6,,3,7,7,,0,3,7,,2,4,6,,5,0,4,,1
1955,NHL,NYR,20,7,8.0,,12,21,2.0,,,,,,5,4,0,,6,2,5,,6,5,1,,7,5,1.0,,5,8,2.0,,3,4,1,,,,,
1973,WHA,HOU,28,9,2.0,,20,16,3.0,,,,,,4,3,1,,7,4,1,,8,5,2,,9,4,0.0,,11,2,1.0,,7,7,0,,2,0,0,
1984,NHL,TOR,10,28,2.0,,10,24,6.0,,,,,,3,6,1,,1,9,3,,2,11,1,,5,6,1.0,,5,8,1.0,,4,9,1,,0,3,0,
1987,NHL,TOR,14,20,6.0,,7,29,4.0,,,,,,6,4,0,,4,7,2,,4,8,2,,1,9,5.0,,4,8,1.0,,1,12,0,,1,1,0,
1977,NHL,STL,12,20,8.0,,8,27,5.0,,,,,,0,8,1,,5,7,2,,3,9,1,,3,7,2.0,,3,7,3.0,,4,7,4,,2,2,0,
1939,NHL,DET,11,10,3.0,,5,16,3.0,,,,,,,,,,4,5,1,,1,7,2,,4,4,2.0,,5,6,1.0,,2,4,0,,,,,
1928,NHL,MTL,12,4,6.0,,10,3,9.0,,,,,,,,,,2,2,2,,5,3,1,,5,1,7.0,,5,1,4.0,,5,0,1,,,,,
1938,NHL,NYR,13,8,3.0,,13,8,3.0,,,,,,,,,,5,2,0,,7,3,1,,5,3,2.0,,6,3,2.0,,3,5,1,,,,,
1993,NHL,HAR,14,22,6.0,,13,26,3.0,,,,,,3,8,1,,4,7,1,,6,6,1,,4,8,2.0,,4,6,2.0,,4,10,1,,2,3,1,
1989,NHL,CHI,25,13,2.0,,16,20,4.0,,,,,,9,5,1,,5,6,1,,8,4,1,,6,4,1.0,,7,6,0.0,,5,8,2,,1,0,0,
1988,NHL,CAL,32,4,4.0,,22,13,5.0,,,,,,6,3,3,,10,1,1,,8,4,2,,10,3,2.0,,10,3,0.0,,9,3,1,,1,0,0,
1978,NHL,NYI,31,3,6.0,,20,12,8.0,,,,,,5,2,2,,9,1,2,,10,1,3,,8,4,2.0,,7,3,1.0,,8,3,4,,4,1,0,
1968,NHL,PHI,14,16,8.0,,6,19,13.0,,,,,,1,5,2,,5,8,0,,3,6,5,,3,6,5.0,,1,8,4.0,,7,2,5,,,,,
1912,PCHA,NWR,3,2,0.0,,1,7,0.0,,,,,,,,,,,,,,0,2,0,,1,4,0.0,,3,2,0.0,,0,1,0,,,,,
2006,NHL,WAS,17,17,,7,11,23,,7,,,,,4,3,,4,6,6,,2,6,7,,1,5,7,,0,3,6,,4,2,10,,3,2,1,,0
1930,NHL,NYA,12,6,4.0,,6,10,6.0,,,,,,,,,,1,3,4,,5,2,2,,4,4,1.0,,4,6,2.0,,4,1,1,,,,,
2011,NHL,CAL,23,12,,6,14,17,,10,,,,,4,4,,1,6,8,,0,8,4,,4,5,6,,1,5,2,,5,7,5,,5,2,0,,0
1987,NHL,EDM,28,8,4.0,,16,17,7.0,,,,,,6,5,0,,8,3,2,,9,4,1,,6,5,4.0,,6,4,1.0,,8,4,2,,1,0,1,
1934,NHL,MTL,11,11,2.0,,8,12,4.0,,,,,,,,,,1,4,0,,4,4,3,,5,6,1.0,,6,3,1.0,,3,6,1,,,,,
1972,WHA,NRA,23,15,1.0,,10,28,1.0,,,,,,5,5,0,,8,6,0,,8,8,0,,3,8,1.0,,5,6,0.0,,4,10,1,,,,,
1954,NHL,MTL,26,5,4.0,,15,13,7.0,,,,,,7,3,1,,8,4,2,,7,2,3,,7,4,2.0,,7,2,1.0,,5,3,2,,,,,
2008,NHL,COL,18,21,,2,14,24,,3,,,,,5,5,,0,6,7,,0,8,5,,1,4,9,,0,5,8,,0,3,9,,1,1,2,,3
2005,NHL,CHI,16,19,,6,10,24,,7,,,,,3,8,,0,7,6,,0,3,6,,4,4,8,,2,1,3,,2,5,7,,3,3,5,,2
2006,NHL,NYR,21,15,,5,21,15,,5,,,,,5,6,,0,8,3,,3,6,8,,1,6,5,,0,5,5,,2,10,2,,3,2,1,,1
1914,NHA,TBS,6,5,0.0,,2,7,0.0,,,,,,,,,,,,,,1,1,0,,6,3,0.0,,1,7,0.0,,0,1,0,,,,,
1971,NHL,BOS,28,4,7.0,,26,9,4.0,,,,,,6,3,1,,9,2,1,,9,1,3,,10,1,3.0,,12,1,1.0,,7,4,2,,1,1,0,
2002,NHL,CAR,12,17,9.0,3,10,26,2.0,3,,,,,5,4,1,1,6,3,3,2,4,8,1,0,2,10,1.0,2,1,6,3.0,1,4,9,2,0,0,3,0,0
2007,NHL,NJD,25,14,,2,21,15,,5,,,,,4,6,,1,9,4,,1,8,4,,1,7,5,,0,9,3,,3,6,6,,1,3,1,,0
1974,WHA,CLC,23,15,1.0,,12,25,2.0,,,,,,2,2,1,,7,4,0,,4,11,0,,8,8,1.0,,5,8,0.0,,8,5,1,,1,2,0,
1928,NHL,DTC,11,6,5.0,,8,10,4.0,,,,,,,,,,2,1,2,,5,5,2,,5,4,1.0,,5,3,3.0,,2,3,1,,,,,
1970,NHL,LAK,17,14,8.0,,8,26,5.0,,,,,,4,4,0,,4,7,1,,2,7,4,,4,5,6.0,,4,9,0.0,,5,8,2,,2,0,0,
2001,NHL,CHI,28,7,5.0,1,13,20,8.0,0,,,,,7,3,3,0,5,5,4,0,11,4,1,0,7,5,1.0,0,3,3,0.0,0,6,3,3,1,2,4,1,0
1938,NHL,BOS,20,2,2.0,,16,8,0.0,,,,,,,,,,5,1,1,,8,4,0,,8,2,1.0,,9,3,0.0,,6,0,0,,,,,
1986,NHL,EDM,29,6,5.0,,21,18,1.0,,,,,,8,4,0,,6,6,1,,10,2,1,,10,2,2.0,,4,6,1.0,,11,4,0,,1,0,1,
2002,NHL,STL,23,11,4.0,3,18,13,7.0,3,,,,,6,1,1,0,7,6,1,1,7,4,3,1,8,4,1.0,2,4,3,2.0,2,9,4,2,0,0,2,1,0
2003,NHL,DET,30,7,4.0,0,18,14,7.0,2,,,,,5,5,0,0,9,4,2,0,9,3,2,1,6,3,4.0,1,8,2,1.0,0,10,3,2,0,1,1,0,0
1933,NHL,NYA,7,12,5.0,,8,11,5.0,,,,,,,,,,1,3,3,,2,8,1,,6,4,3.0,,4,3,3.0,,2,5,0,,,,,
1968,NHL,TOR,20,8,10.0,,15,18,5.0,,,,,,4,2,1,,5,4,4,,8,4,1,,5,5,4.0,,5,6,2.0,,8,5,3,,,,,
1981,NHL,HAR,13,17,10.0,,8,24,8.0,,,,,,1,4,5,,3,7,3,,6,7,1,,4,6,3.0,,3,8,2.0,,4,8,3,,0,1,1,
1994,NHL,WAS,15,6,3.0,,7,12,5.0,,,,,,,,,,,,,,,,,,1,3,1.0,,2,7,4.0,,11,2,2,,7,6,1,
2003,NHL,STL,23,11,7.0,0,16,19,4.0,2,,,,,6,2,0,1,7,4,1,0,8,3,3,0,4,9,3.0,0,4,7,1.0,1,9,3,3,0,1,2,0,0
1989,NHL,TOR,24,14,2.0,,14,24,2.0,,,,,,6,7,0,,6,7,0,,7,7,1,,8,2,1.0,,6,6,1.0,,5,9,1,,,,,
1971,NHL,PHI,19,13,7.0,,7,25,7.0,,,,,,5,4,1,,2,7,3,,4,7,1,,3,8,3.0,,5,6,3.0,,7,5,2,,0,1,1,
1974,NHL,MTL,27,8,5.0,,20,6,14.0,,,,,,4,3,4,,8,3,3,,8,0,4,,8,3,2.0,,8,1,3.0,,8,4,3,,3,0,0,
1973,NHL,NYI,13,17,9.0,,6,24,9.0,,,,,,1,4,4,,3,5,3,,3,8,4,,6,5,1.0,,2,7,3.0,,2,11,3,,2,1,0,
1999,NHL,MTL,18,17,5.0,1,17,17,4.0,3,,,,,3,8,1,0,6,5,0,1,3,7,3,0,5,3,3.0,1,8,4,0.0,1,8,5,2,0,2,2,0,1
1991,NHL,CHI,23,9,8.0,,13,20,7.0,,,,,,6,5,3,,4,6,2,,5,5,4,,9,3,1.0,,3,5,3.0,,9,3,2,,0,2,0,
1980,NHL,BOS,26,10,4.0,,11,20,9.0,,,,,,2,7,1,,5,3,5,,6,6,1,,9,4,1.0,,6,4,2.0,,8,4,3,,1,2,0,
1965,NHL,NYR,12,16,7.0,,6,25,4.0,,,,,,1,2,0,,4,6,4,,2,9,3,,4,7,1.0,,3,9,1.0,,4,7,1,,0,1,1,
1995,NHL,BOS,22,14,5.0,,18,17,6.0,,,,,,3,5,2,,5,5,2,,7,4,1,,6,6,1.0,,6,6,2.0,,9,4,1,,4,1,2,
