qualifyid,raceid,driverid,constructorid,number,position,q1,q2,q3
3539,345,10,166,24,22,1:42.140,,
6426,932,3,131,6,2,1:15.893,1:14.673,1:14.702
6343,927,18,1,22,17,1:41.636,,
2276,243,85,30,17,23,1:28.094,,
3426,341,18,1,1,5,1:21.915,1:21.168,1:20.991
5804,897,4,6,3,11,1:41.397,1:41.093,
4880,856,16,10,14,10,1:38.789,1:38.219,
2579,256,87,1,7,10,,,
22,18,19,8,19,22,1:29.059,,
6923,959,3,131,6,1,1:15.485,1:14.839,1:14.363
3603,348,30,131,3,14,1:21.840,1:21.630,
181,26,7,5,14,13,1:20.584,1:20.531,
1832,208,30,6,5,2,1:16.594,,
3268,15,1,1,1,3,1:30.917,1:30.627,1:32.395
3721,353,155,15,23,12,1:38.429,1:37.643,
44,19,19,8,19,22,1:37.481,,
4103,91,22,6,2,3,1:33.756,,
1387,89,23,7,17,9,1:35.723,,
5628,888,3,131,9,11,1:31.322,1:30.326,
5023,862,154,208,10,10,1:36.343,1:35.903,
5486,882,1,131,10,1,1:35.793,1:35.078,1:34.484
935,61,17,3,9,17,1:16.985,,
174,26,4,4,5,6,1:20.998,1:19.992,1:22.029
3841,111,50,18,19,20,,,
526,43,9,2,10,4,1:15.778,1:15.066,1:15.493
1444,125,14,1,3,6,1:36.477,,
3237,13,154,4,8,12,1:23.975,1:23.728,
591,46,2,2,9,3,1:20.751,1:20.322,1:20.259
2638,258,91,15,29,19,1:13.855,,
1883,210,56,6,6,9,1:24.862,,
1087,68,3,3,10,15,1:47.535,1:47.419,
577,45,3,3,16,11,1:32.117,1:31.978,
4007,120,8,1,6,7,1:22.742,,
5366,876,10,206,24,21,1:29.613,,
939,61,11,8,22,21,1:19.088,,
1020,65,32,9,15,14,1:22.027,1:21.207,
2708,262,79,25,3,9,1:27.827,,
4076,123,21,17,11,16,1:34.912,,
283,31,1,1,22,15,1:35.394,1:39.265,
5935,853,811,4,9,10,1:24.914,1:24.157,
4295,100,32,19,15,15,1:21.559,,
3799,108,42,19,15,18,1:31.723,,
6593,941,817,9,3,10,1:39.574,1:39.005,1:39.728
485,41,3,3,16,7,1:17.016,1:16.190,1:16.919
5682,891,821,15,12,21,2:04.324,,
6508,937,815,10,11,5,1:49.006,1:48.792,1:48.599
6790,952,831,15,12,20,1:25.579,,
733,52,20,5,19,13,1:13.853,1:13.058,
4203,96,15,4,7,3,1:29.135,,
4370,105,14,1,5,10,1:35.029,,
4601,843,2,4,9,16,1:35.910,1:36.611,
3711,353,17,9,6,2,1:37.373,1:36.039,1:35.659
2493,252,97,29,9,20,1:25.179,,
4433,71,4,4,5,13,1:47.708,1:29.758,
2952,271,44,27,26,19,1:40.042,,
795,55,35,2,17,9,1:28.460,1:26.714,1:29.239
2142,229,49,15,15,9,1:21.929,,
1615,176,22,24,16,3,1:17.305,,
7132,968,835,4,30,15,1:41.775,1:41.820,
2338,246,84,27,25,9,1:19.384,,
5239,871,807,10,12,12,1:49.362,1:48.855,
5470,881,8,208,7,7,1:36.959,1:36.640,1:52.970
6060,908,3,131,6,1,1:40.380,1:35.179,1:35.766
6765,951,825,4,20,17,1:38.914,,
7409,982,832,5,55,10,1:42.176,1:41.826,1:42.056
2462,251,44,27,26,13,1:27.384,,
2220,241,88,27,25,19,1:58.882,,
5042,863,3,131,8,5,1:34.588,1:33.219,1:32.821
6125,910,813,208,13,22,,,
2780,265,71,3,0,3,1:44.026,,
5508,883,3,131,9,1,1:33.364,1:32.867,1:32.330
3551,346,30,131,3,10,1:32.058,1:31.022,1:31.430
6249,916,818,5,25,15,1:39.250,,
1395,89,11,16,4,17,1:37.083,,
3063,4,21,10,21,18,1:33.910,,
5521,883,807,15,11,14,1:34.409,1:33.976,
5502,882,822,3,17,17,1:37.769,,
4768,850,153,5,19,17,1:33.658,1:33.698,
5883,901,20,9,1,2,1:57.654,1:59.399,1:59.486
2175,230,73,29,16,20,1:25.621,,
3002,1,12,4,8,17,1:26.598,,
1665,191,71,17,9,10,1:32.399,,
4429,71,31,1,10,9,1:45.325,1:29.320,
6392,930,826,9,26,8,1:27.833,1:26.889,1:26.629
6769,951,837,209,88,21,1:39.463,,
4091,90,13,15,12,11,1:27.065,,
1732,199,25,22,6,11,1:25.760,,
6081,908,155,207,10,22,1:49.625,,
2083,226,79,25,18,13,1:32.407,,
2563,255,69,18,24,18,1:43.542,,
3206,12,21,10,21,1,1:45.102,1:44.667,1:46.308
153,25,15,7,11,5,1:15.521,1:15.362,1:16.920
6880,957,1,131,44,1,1:30.739,1:29.243,1:29.287
4443,72,21,4,6,3,1:32.765,1:35.683,
3573,347,22,3,9,8,1:16.398,1:14.698,1:15.109
4062,123,31,3,3,2,1:32.412,,
1293,84,33,17,18,15,1:30.710,,
6616,942,18,1,22,14,2:00.261,2:01.193,
4253,98,32,19,15,13,1:12.170,,
6635,943,813,208,13,13,1:21.520,1:21.261,
4821,852,24,164,23,22,2:11.616,,
458,40,1,1,2,2,1:15.685,1:15.479,1:15.905
6082,909,3,131,6,1,1:17.631,1:17.109,1:16.540
4957,859,155,15,16,16,1:14.571,1:14.129,
856,58,13,6,6,4,1:16.359,1:15.245,1:15.442
3169,10,1,1,1,4,1:20.842,1:20.465,1:21.839
558,44,22,11,8,14,1:21.169,1:20.364,
1239,82,8,1,9,1,1:14.320,,
