constructorresultsid,raceid,constructorid,points,status
2376,240,31,0.0,
14091,352,4,0.0,
1082,122,3,3.0,
1578,168,1,10.0,
4712,396,22,3.0,
1793,187,20,0.0,
1649,174,21,0.0,
526,67,6,10.0,
10527,719,92,0.0,
12980,565,67,0.0,
4389,376,6,0.0,
6448,511,45,0.0,
14731,893,131,22.0,
11889,637,200,6.0,
10568,723,170,0.0,
5643,461,6,9.0,
5145,427,25,0.0,
13652,542,1,0.0,
10372,734,100,0.0,
5289,437,27,2.0,
3575,323,46,0.0,
13329,556,32,9.0,
12898,560,25,6.0,
12189,607,34,0.0,
3754,332,47,0.0,
5645,461,34,4.0,
14946,912,6,2.0,
1584,168,19,0.0,
13020,568,25,6.0,
12490,600,1,0.0,
1411,152,19,0.0,
3874,6,6,11.0,
10215,741,66,1.0,
2060,211,1,0.0,
1398,151,20,0.0,
3919,10,2,0.0,
9606,766,66,2.0,
4526,384,39,0.0,
10614,727,34,6.0,
4253,369,37,0.0,
15028,927,9,3.0,
3227,303,33,0.0,
737,87,3,0.0,
4415,378,37,0.0,
1031,117,19,3.0,
11571,664,196,3.0,
2310,234,15,0.0,
2352,238,29,0.0,
14665,886,5,8.0,
15511,976,3,15.0,
4246,369,3,2.0,
551,69,1,4.0,
2029,209,3,10.0,
864,100,4,0.0,
5285,436,54,0.0,
14722,892,208,4.0,
8310,17,3,0.0,
4781,400,27,0.0,
5987,482,54,0.0,
4925,411,25,0.0,
15493,974,210,5.0,
12340,619,66,0.0,
3504,319,36,0.0,
1381,150,1,3.0,
5339,440,45,0.0,
9906,758,170,6.0,
14524,874,9,27.0,
14142,842,4,15.0,
5431,446,45,0.0,
11369,677,195,0.0,
149,32,5,4.0,
4387,376,39,0.0,
14394,863,10,8.0,
445,59,5,0.0,
6185,494,55,0.0,
1468,158,3,4.0,
3135,297,25,0.0,
1943,201,6,2.0,
12470,599,26,0.0,
807,94,18,0.0,
2017,207,26,0.0,
3146,298,22,7.0,
1565,166,21,0.0,
10556,722,176,1.0,
3558,322,34,0.0,
3764,333,33,0.0,
10975,708,11,9.0,
11193,682,191,0.0,
13428,529,21,0.0,
13001,566,56,0.0,
14496,871,207,0.0,
12157,630,1,10.0,
3726,331,32,0.0,
2342,237,25,0.0,
5296,437,3,0.0,
15471,972,9,10.0,
13795,520,57,0.0,
13243,550,68,0.0,
1009,115,3,14.0,
4365,375,44,0.0,
9889,756,167,0.0,
3852,3,3,0.0,
3408,314,6,2.0,
10389,736,66,6.0,
3425,315,22,7.0,
9656,773,105,0.0,
2593,258,32,0.0,
2642,261,33,0.0,
15365,962,1,6.0,
5933,479,21,1.0,
13545,535,60,0.0,
687,82,17,0.0,
6151,492,32,0.0,
3950,13,3,0.0,
13268,552,34,2.0,
