resultid,raceid,driverid,constructorid,number,grid,position,positiontext,positionorder,points,laps,time,milliseconds,fastestlap,rank,fastestlaptime,fastestlapspeed,statusid
6143,293,57,32,11,0,,F,27,0.0,0,,,,,,,81
12929,532,172,27,26,14,5.0,5,5,2.0,69,,,,,,,3
578,45,19,8,23,15,12.0,12,12,0.0,59,,,46.0,13.0,1:35.282,194.504,11
11219,472,119,34,2,2,1.0,1,1,9.0,76,1:54:11.259,6851259.0,,,,,1
12228,506,173,32,12,11,16.0,16,16,0.0,43,,,,,,,67
20586,347,67,5,16,16,,R,24,0.0,1,,,,,,,4
15122,612,232,6,4,10,7.0,7,7,0.0,54,+1:29.19,6185710.0,,,,,1
9740,416,179,49,29,24,,R,26,0.0,1,,,,,,,5
7180,325,147,18,24,0,,F,29,0.0,0,,,,,,,81
14102,573,172,27,26,9,,R,21,0.0,43,,,,,,,51
483,41,8,6,6,4,5.0,5,5,4.0,70,+13.007,6264299.0,21.0,5.0,1:16.861,204.259,1
18564,768,527,114,88,18,,R,22,0.0,68,,,,,,,7
20903,846,16,10,14,14,7.0,7,7,6.0,77,,,77.0,13.0,1:18.872,152.449,11
8728,379,78,45,21,26,19.0,19,19,0.0,60,,,,,,,60
12258,507,202,27,25,13,,R,20,0.0,25,,,,,,,64
11379,477,181,54,9,18,11.0,11,11,0.0,52,,,,,,,12
15197,615,250,63,24,11,4.0,4,4,3.0,14,+53.8,6176800.0,,,,,1
8878,384,95,3,5,6,,R,14,0.0,54,,,,,,,20
20716,353,807,3,10,11,10.0,10,10,1.0,55,+1:20.851,10181661.0,43.0,10.0,1:51.982,180.511,1
3778,196,44,20,11,18,,R,14,0.0,49,,,,,,,36
7958,358,145,22,19,15,8.0,8,8,0.0,74,,,,,,,13
8399,369,160,45,18,25,,R,22,0.0,17,,,,,,,6
1370,82,39,17,19,19,16.0,16,16,0.0,64,,,7.0,18.0,1:18.212,210.535,13
733,52,24,5,18,14,13.0,13,13,0.0,69,,,56.0,11.0,1:13.643,210.643,12
9053,390,102,32,12,3,,R,15,0.0,17,,,,,,,3
10638,451,181,34,2,19,10.0,10,10,0.0,69,,,,,,,11
11461,480,173,32,11,15,6.0,6,6,1.0,79,,,,,,,11
1728,100,32,19,15,13,14.0,14,14,0.0,59,,,10.0,15.0,1:20.956,228.613,11
13880,565,199,204,7,20,,R,20,0.0,0,,,,,,,3
16524,674,306,82,12,12,,R,16,0.0,8,,,,,,,3
20880,845,2,4,9,24,8.0,8,8,4.0,65,,,61.0,3.0,1:26.958,192.713,11
17011,699,293,180,32,0,,F,28,0.0,0,,,,,,,97
10504,446,140,25,3,26,,D,10,0.0,42,,,,,,,2
14687,595,278,78,30,20,,W,27,0.0,0,,,,,,,54
8744,380,105,6,27,4,4.0,4,4,3.0,44,+1:40.912,5675100.0,,,,,1
