raceid,driverid,stop,lap,time,duration,milliseconds
910,818,2,34,15:03:00,23.123,23123
882,817,3,38,16:10:28,20.362,20362
881,822,3,40,17:16:24,22.937,22937
900,817,2,36,18:08:06,22.427,22427
900,818,1,12,17:28:02,23.124,23124
906,822,1,14,14:26:56,23.448,23448
867,811,2,24,14:47:48,14.659,14659
900,818,2,33,18:03:39,22.978,22978
857,30,2,50,16:19:55,21.482,21482
883,819,1,11,15:23:21,22.912,22912
970,822,3,6,14:18:06,17.323,17323
886,4,1,16,14:24:36,20.512,20512
970,807,5,33,15:05:10,40.144,40144
965,815,1,10,14:21:31,23.350,23350
981,154,1,3,14:08:10,33.433,33433
847,18,2,13,13:25:10,14.501,14501
875,10,1,14,15:29:19,22.334,22334
897,20,2,37,18:09:50,21.298,21298
976,4,1,12,17:26:36,21.217,21217
929,20,2,32,18:57:31,24.449,24449
961,822,2,30,14:47:55,23.899,23899
954,831,1,9,14:15:49,23.987,23987
899,807,1,20,14:30:06,23.887,23887
877,811,1,32,18:06:19,22.587,22587
859,811,2,18,14:27:37,14.029,14029
869,154,2,24,14:37:20,20.388,20388
960,821,3,22,15:07:18,23.561,23561
918,829,2,37,18:13:03,23.545,23545
897,815,1,6,17:14:42,21.503,21503
900,820,1,24,17:49:56,24.209,24209
864,3,1,9,14:17:10,20.502,20502
937,18,2,20,14:47:33,24.151,24151
869,39,2,46,15:08:59,19.382,19382
936,828,2,33,14:56:29,22.199,22199
959,826,3,49,15:11:20,19.264,19264
850,10,1,22,14:41:05,22.252,22252
937,1,2,30,15:05:42,22.955,22955
846,1,2,43,15:03:45,19.347,19347
843,155,1,14,15:28:17,21.855,21855
977,807,1,14,14:19:44,21.977,21977
843,808,2,37,16:08:34,22.005,22005
969,839,1,15,16:29:32,22.154,22154
859,814,1,17,14:25:58,20.745,20745
863,10,2,23,15:43:55,29.648,29648
909,822,2,40,14:59:58,20.206,20206
982,4,2,2,20:10:05,29.306,29306
892,154,1,20,14:33:49,27.040,27040
910,807,1,8,14:17:33,24.040,24040
905,828,1,25,14:40:02,28.091,28091
931,817,2,65,15:31:26,24.244,24244
936,826,2,33,14:56:04,21.574,21574
954,836,2,38,14:54:55,24.516,24516
963,807,3,40,16:14:32,25.192,25192
890,823,3,44,15:10:43,22.384,22384
970,8,3,6,14:18:03,17.435,17435
861,3,1,5,16:14:31,25.600,25600
948,817,2,18,16:37:02,18:09.822,1089822
878,30,1,14,13:28:39,22.263,22263
895,819,2,17,15:33:03,24.380,24380
886,824,1,41,14:59:38,21.378,21378
951,825,1,16,15:34:05,30.585,30585
937,829,1,16,14:39:34,23.826,23826
887,20,1,13,13:24:55,24.159,24159
901,4,3,42,17:20:04,24.641,24641
904,813,1,15,14:27:21,27.851,27851
858,17,1,17,17:34:01,25.182,25182
914,155,4,38,16:42:35,25.576,25576
891,818,1,10,14:23:44,24.070,24070
864,10,1,14,14:25:27,21.082,21082
875,814,1,15,15:30:41,20.805,20805
930,20,2,40,15:05:38,21.836,21836
940,8,2,28,14:50:45,22.584,22584
978,807,1,24,13:46:27,30.841,30841
848,814,3,44,15:22:18,21.069,21069
956,830,2,28,14:38:17,17.165,17165
929,20,1,13,18:25:38,24.509,24509
902,826,1,10,18:21:32,26.064,26064
846,3,1,15,14:23:33,25.189,25189
843,18,3,37,16:08:00,21.237,21237
903,18,2,28,15:53:59,22.548,22548
966,826,1,13,13:23:20,22.665,22665
944,831,2,39,14:54:38,24.491,24491
890,4,1,12,14:21:21,21.599,21599
976,839,1,12,17:25:45,20.493,20493
869,815,2,40,14:58:14,18.199,18199
897,822,1,24,17:47:40,23.361,23361
954,837,1,15,14:24:03,29.732,29732
938,18,1,25,14:41:32,24.310,24310
972,8,1,29,15:56:49,30.152,30152
950,828,2,28,14:55:48,23.563,23563
910,13,2,23,14:44:30,22.111,22111
882,820,1,7,15:16:42,21.063,21063
843,18,2,24,15:45:35,20.758,20758
927,154,3,34,16:07:29,26.014,26014
857,5,2,41,16:07:49,22.001,22001
948,4,1,12,16:26:14,21.796,21796
959,8,3,47,15:07:26,19.525,19525
908,807,1,29,14:53:24,29.579,29579
934,4,2,17,13:34:06,28.703,28703
844,5,2,31,15:53:27,21.633,21633
