constructorresultsid,raceid,constructorid,points,status
881,102,16,7.0,
12555,604,37,0.0,
12448,597,64,0.0,
5536,453,54,0.0,
3796,335,18,0.0,
2566,256,18,1.0,
704,84,15,0.0,
680,82,16,6.0,
2249,229,27,10.0,
14818,900,207,0.0,
13337,556,64,0.0,
13658,542,27,0.0,
5952,480,54,0.0,
5096,423,50,0.0,
4901,409,49,0.0,
3780,334,21,0.0,
2584,257,1,0.0,
12973,565,6,9.0,
14432,866,131,8.0,
6426,510,34,1.0,
15372,962,209,0.0,
1119,125,1,0.0,
14558,876,206,0.0,
2187,223,20,0.0,
13029,568,37,0.0,
3652,327,34,0.0,
14452,868,6,30.0,
12471,599,63,0.0,
13010,567,58,0.0,
14038,348,131,0.0,
9883,764,124,0.0,
13149,544,1,6.0,
1521,162,21,0.0,
4447,380,1,15.0,
13525,534,25,0.0,
413,56,13,0.0,
13577,537,58,0.0,
14606,880,207,0.0,
13537,535,25,0.0,
12899,560,58,4.0,
71,24,1,0.0,
4600,388,34,0.0,
14252,851,5,5.0,
11283,669,187,2.0,
11299,670,194,0.0,
10532,720,34,4.0,
12648,581,64,0.0,
1171,130,19,0.0,
638,78,1,10.0,
3973,16,9,15.0,
3136,297,35,0.0,
5188,430,3,1.0,
4257,369,45,0.0,
12833,585,3,0.0,
6406,508,57,0.0,
5240,433,25,0.0,
5819,472,21,0.0,
3362,311,36,0.0,
3039,291,35,0.0,
4089,361,42,0.0,
4747,398,37,0.0,
344,50,12,1.0,
12927,562,27,3.0,
12644,581,75,0.0,
3417,314,34,0.0,
14123,355,3,0.0,
15360,961,4,0.0,
769,91,3,8.0,
10947,704,11,1.0,
14909,909,3,18.0,
14,19,1,10.0,
1101,124,19,3.0,
14173,844,205,0.0,
11579,665,66,4.0,
4776,400,37,0.0,
131,30,7,0.0,
5813,472,6,6.0,
