driverstandingsid,raceid,driverid,points,position,positiontext,wins
11411,142,60,0.0,17,17,0
44511,822,715,0.0,72,72,0
68280,974,18,0.0,22,22,0
18477,364,95,25.0,3,3,1
10970,220,79,0.0,25,25,0
65842,893,3,116.0,6,6,2
20396,418,158,0.0,32,32,0
54310,631,333,3.0,17,17,0
50131,753,520,0.0,45,45,0
3139,161,63,1.0,11,11,0
48870,695,398,0.0,26,26,0
58078,552,267,0.0,33,33,0
46154,794,650,0.0,28,28,0
59319,510,152,4.0,18,18,0
66002,272,77,41.0,3,3,1
43743,827,449,0.0,51,51,0
49269,771,356,3.0,17,17,0
44062,832,764,0.0,35,35,0
16447,336,148,0.0,22,22,0
58461,559,266,0.0,61,61,0
47055,778,478,0.0,44,44,0
48677,736,469,0.0,25,25,0
46112,793,623,0.0,26,26,0
58356,558,250,6.0,15,15,0
5124,228,30,16.0,3,3,0
22567,480,136,0.0,36,36,0
20739,427,185,4.0,12,12,0
58394,558,262,0.0,31,31,0
13637,37,23,1.0,10,10,0
45362,816,708,0.0,98,98,0
64957,862,155,9.0,10,10,0
18682,368,160,0.0,38,38,0
5189,231,55,21.0,4,4,0
22453,477,90,0.0,38,38,0
43902,830,723,0.0,21,21,0
19642,393,102,27.0,1,1,2
18312,359,78,0.0,25,25,0
46888,790,456,0.0,58,58,0
68371,979,822,169.0,3,3,2
67004,917,821,0.0,20,20,0
51843,804,687,0.0,86,86,0
54096,625,338,0.0,24,24,0
10781,213,78,1.0,15,15,0
49564,774,598,0.0,81,81,0
49730,748,404,1.0,14,14,0
1467,83,27,4.0,18,18,0
65475,878,818,12.0,17,17,0
46267,795,555,3.0,9,9,0
54410,646,356,15.0,1,1,1
43366,836,518,0.0,35,35,0
47195,780,512,0.0,36,36,0
53606,669,376,4.0,8,8,0
46665,787,555,1.0,21,21,0
45033,813,701,0.0,49,49,0
11338,189,21,13.0,9,9,0
5051,224,64,0.0,10,10,0
23049,491,160,0.0,29,29,0
66203,262,105,1.0,19,19,0
64677,852,22,4.0,17,17,0
57560,538,208,0.0,38,38,0
50153,753,373,8.0,7,7,0
12894,57,31,15.0,6,6,0
18418,362,148,0.0,39,39,0
53065,664,207,0.0,25,25,0
9725,288,120,2.0,19,19,0
66995,917,18,106.0,7,7,0
48704,737,435,3.0,14,14,0
58564,515,212,0.0,23,23,0
11168,181,14,12.0,7,7,0
47091,778,498,1.0,15,15,0
67613,950,821,0.0,22,22,0
55218,618,199,12.0,7,7,0
51304,705,423,0.0,28,28,0
56842,569,258,0.0,35,35,0
10808,214,64,0.0,19,19,0
17229,309,142,0.0,36,36,0
57802,545,200,2.0,10,10,0
16304,332,150,0.0,39,39,0
48874,695,345,0.0,24,24,0
10740,211,64,0.0,21,21,0
6997,296,55,11.0,6,6,0
66206,262,106,0.0,25,25,0
54617,652,304,23.0,4,4,0
11829,128,8,4.0,8,8,0
63416,721,346,0.0,13,13,0
46672,787,806,0.0,24,24,0
22737,483,137,4.0,3,3,0
58389,558,260,0.0,48,48,0
