raceid,driverid,lap,position,time,milliseconds
32,9,47,13,1:48.634,108634
867,811,10,13,1:47.217,107217
157,37,33,12,1:41.244,101244
200,15,43,10,1:16.378,76378
7,17,55,2,1:28.085,88085
6,8,60,3,1:16.998,76998
203,64,11,8,2:13.958,133958
7,5,52,14,1:30.308,90308
347,155,55,11,1:19.335,79335
117,52,34,17,1:20.754,80754
868,39,28,21,1:46.083,106083
864,10,16,19,1:31.922,91922
151,2,16,7,1:26.533,86533
8,13,1,8,1:33.386,93386
146,55,59,9,1:14.423,74423
67,37,5,8,1:24.794,84794
900,18,8,10,1:36.079,96079
239,50,21,13,1:50.606,110606
207,15,46,10,1:38.210,98210
216,55,29,3,1:47.894,107894
128,30,7,1,1:22.756,82756
193,56,39,3,1:29.773,89773
202,71,10,5,1:22.056,82056
346,153,23,7,1:36.990,96990
227,49,18,7,1:23.382,83382
104,32,25,11,1:24.892,84892
966,825,33,18,1:25.262,85262
902,822,15,8,1:41.984,101984
17,155,39,9,1:42.117,102117
951,822,39,4,1:41.604,101604
112,31,25,5,1:22.609,82609
865,814,60,9,1:19.923,79923
956,831,62,16,1:11.422,71422
90,43,20,13,1:31.039,91039
105,13,11,17,1:57.560,117560
200,14,13,9,1:15.586,75586
39,1,21,1,1:23.088,83088
847,10,43,16,1:35.328,95328
890,20,14,4,1:28.484,88484
971,835,13,9,2:00.022,120022
974,838,15,13,1:18.116,78116
902,826,57,11,1:41.605,101605
232,44,25,10,1:20.732,80732
176,35,47,7,1:20.980,80980
974,8,18,1,1:16.894,76894
52,1,67,7,1:13.227,73227
38,5,40,9,1:36.136,96136
10,10,23,6,1:24.329,84329
354,16,2,20,1:20.968,80968
38,22,5,17,1:39.150,99150
26,8,27,4,1:43.585,103585
980,20,9,2,1:50.601,110601
188,41,43,10,1:38.387,98387
915,822,46,3,1:42.192,102192
195,65,37,7,1:26.914,86914
87,8,12,3,1:13.287,73287
76,17,44,3,1:18.444,78444
854,16,3,9,1:57.094,117094
64,11,18,15,1:19.890,79890
17,15,41,5,1:41.252,101252
195,44,50,8,1:29.263,89263
846,155,77,5,1:20.818,80818
843,3,37,1,1:41.922,101922
982,838,42,7,1:53.272,113272
18,14,11,9,1:30.477,90477
141,49,42,6,1:31.244,91244
87,33,7,17,1:16.643,76643
881,824,37,15,1:43.561,103561
117,50,54,15,1:20.008,80008
940,3,25,3,1:39.288,99288
36,15,6,9,1:30.623,90623
80,11,20,7,1:19.017,79017
