constructorstandingsid,raceid,constructorid,points,position,positiontext,wins
704,85,3,54.0,5,5,0
4829,288,26,0.0,12,12,0
20942,668,66,0.0,10,10,0
8338,310,35,5.0,7,7,0
25300,895,208,264.0,4,4,1
24224,526,4,26.0,6,6,1
19914,727,32,0.0,15,15,0
7892,335,3,54.0,4,4,2
10942,479,55,0.0,17,17,0
23666,539,21,8.0,9,9,0
22988,567,57,2.0,10,10,0
25238,890,10,59.0,5,5,0
21313,658,66,2.0,5,5,0
24506,355,164,0.0,11,11,0
22148,614,63,0.0,11,11,0
2423,224,27,0.0,6,6,0
9524,393,18,0.0,15,15,0
21627,652,32,50.0,1,1,5
5957,138,16,6.0,8,8,0
1815,74,15,7.0,7,7,0
22756,585,67,2.0,10,10,0
24119,520,32,37.0,3,3,0
10829,472,45,3.0,11,11,0
25886,49,12,0.0,10,10,0
21676,632,180,3.0,3,3,0
18879,760,101,0.0,10,10,0
23531,532,34,20.0,4,4,0
5848,128,17,0.0,11,11,0
22901,563,37,3.0,7,7,0
1467,159,21,0.0,6,6,0
5901,133,15,10.0,5,5,0
8649,7,2,8.0,8,8,0
19900,727,92,0.0,11,11,0
10286,439,54,0.0,14,14,0
8933,364,1,89.0,1,1,7
23295,552,69,0.0,18,18,0
25454,220,20,20.0,6,6,0
3348,294,18,0.0,10,10,0
7828,331,27,0.0,13,13,0
4801,286,32,12.0,6,6,0
5218,254,28,0.0,12,12,0
24008,513,27,27.0,1,1,2
26640,964,5,47.0,7,7,0
10147,432,6,77.0,2,2,2
10593,459,53,0.0,11,11,0
24226,526,60,0.0,18,18,0
9146,371,45,0.0,17,17,0
26848,980,5,40.0,6,6,0
25666,267,30,0.0,14,14,0
26168,928,209,0.0,10,10,0
23663,539,25,36.0,4,4,1
22902,563,58,4.0,4,4,0
2216,206,22,33.0,5,5,0
25837,45,7,9.0,6,6,0
22091,611,81,1.0,8,8,0
5500,180,20,2.0,7,7,0
25089,876,6,316.0,2,2,3
10677,464,54,0.0,14,14,0
13927,17,6,70.0,4,4,1
8736,14,3,30.5,6,6,0
26541,956,5,36.0,6,6,0
26746,970,3,8.0,6,6,0
25442,219,20,20.0,6,6,0
22404,602,77,0.0,13,13,0
10752,468,54,2.0,6,6,0
23508,531,56,6.0,5,5,0
24156,522,54,0.0,13,13,0
11232,493,45,0.0,16,16,0
26723,968,6,398.0,3,3,0
23569,534,34,31.0,2,2,1
9942,422,27,1.0,8,8,0
26531,955,4,6.0,9,9,0
1500,162,19,0.0,9,9,0
11474,509,51,4.0,11,11,0
19334,739,99,0.0,7,7,0
25861,47,8,4.0,7,7,0
25268,892,6,248.0,2,2,2
9272,378,44,0.0,17,17,0
21057,676,191,10.0,7,7,0
25278,893,208,206.0,4,4,1
8321,309,36,0.0,18,18,0
26153,927,9,11.0,6,6,0
