targetid,raceid,driverid,win
20306,416,102,0
43917,830,734,0
59149,505,200,0
43469,838,704,0
55380,593,238,0
57090,575,221,0
50998,718,360,0
18516,364,55,0
46096,792,649,0
51595,801,799,0
21966,464,140,0
66130,260,50,0
46149,794,648,0
53205,634,224,0
51616,802,577,0
21069,438,118,0
7164,302,128,0
18552,365,162,0
57557,538,235,0
54002,622,278,0
57712,542,202,0
61980,757,456,0
21735,458,137,0
6803,290,127,0
66294,265,22,0
17883,7,20,0
48742,690,328,1
48246,743,459,0
49610,775,543,0
21164,440,172,0
17875,7,4,0
68261,974,822,0
18140,16,67,0
56280,585,295,0
65361,873,807,0
55940,604,316,0
56155,582,238,0
20325,416,110,0
44767,809,700,0
9421,277,71,0
18261,358,163,0
294,32,6,0
50798,712,346,0
55611,598,316,0
18543,365,77,0
20134,410,166,0
44202,818,520,0
7063,299,119,0
51981,806,521,0
43757,828,640,0
18977,371,109,0
49108,768,562,0
57631,540,232,0
65811,892,815,0
22422,477,105,0
11426,143,23,0
16457,336,109,0
64291,355,4,0
51162,702,417,0
15975,324,88,0
5223,233,35,1
49739,748,501,0
49212,770,553,0
3206,164,56,0
66354,266,107,0
50136,753,525,0
58823,524,207,0
65134,868,819,0
55024,613,330,0
43666,826,734,0
52611,683,356,1
56306,586,243,0
1560,87,39,0
68046,965,832,0
65474,878,814,0
1384,80,17,0
10989,221,55,0
64389,842,18,0
48963,698,345,0
50279,755,506,0
49572,774,437,0
55997,577,200,0
12056,138,11,0
20919,433,182,0
68426,981,841,0
17191,308,100,0
47022,777,541,0
12200,113,50,0
64101,350,29,0
68088,948,20,0
9714,288,118,0
43766,828,764,0
