raceid,driverid,stop,lap,time,duration,milliseconds
877,819,1,26,17:55:56,21.941,21941
856,18,2,34,16:06:08,20.758,20758
956,822,4,51,15:07:54,21.639,21639
950,154,1,1,14:05:35,58.563,58563
957,835,3,19,13:42:54,41.486,41486
914,8,4,34,16:33:52,24.173,24173
904,826,3,53,15:26:38,22.984,22984
936,1,6,54,15:31:15,16.579,16579
883,823,5,47,16:27:16,23.375,23375
897,814,1,20,17:40:06,22.270,22270
976,154,2,14,17:31:36,21.069,21069
849,816,2,28,13:55:39,25.428,25428
856,3,1,13,15:26:43,20.091,20091
956,13,1,12,14:18:00,21.097,21097
971,154,1,12,18:23:23,25.075,25075
957,13,2,16,13:36:16,29.403,29403
906,16,2,40,15:02:56,24.068,24068
961,831,1,2,14:07:30,27.786,27786
861,808,2,13,17:26:37,29.359,29359
973,815,1,18,14:29:42,25.082,25082
954,837,2,44,15:03:24,25.069,25069
931,830,1,29,14:42:14,52.821,52821
898,13,2,38,14:13:40,24.116,24116
844,22,3,40,16:07:01,21.687,21687
862,814,2,32,15:59:44,21.006,21006
917,3,1,7,14:12:10,23.730,23730
901,826,3,34,17:06:44,25.289,25289
932,826,1,27,14:39:23,23.681,23681
914,18,2,9,15:44:19,24.532,24532
863,1,3,36,16:04:54,23.696,23696
907,826,1,10,14:15:42,21.906,21906
926,828,3,43,17:14:28,22.353,22353
893,4,1,14,20:30:36,29.436,29436
969,825,1,1,16:08:47,31.336,31336
895,820,2,29,15:53:22,24.373,24373
960,20,2,9,14:24:44,16:38.511,998511
846,16,1,34,14:49:51,25.037,25037
911,1,3,31,15:05:18,24.757,24757
974,1,1,46,15:02:38,24.155,24155
961,154,1,28,14:45:26,25.340,25340
898,154,1,29,13:57:05,23.876,23876
850,20,3,59,15:39:44,20.110,20110
854,816,2,28,21:00:59,31.592,31592
859,1,1,16,14:24:18,21.099,21099
951,836,2,39,16:14:54,57.151,57151
866,817,1,17,14:26:17,21.689,21689
934,3,1,20,13:38:22,28.393,28393
944,1,1,14,14:20:57,24.328,24328
854,5,3,47,21:40:09,31.207,31207
940,817,1,1,14:06:11,26.087,26087
845,18,1,14,14:24:51,20.015,20015
852,30,3,31,15:06:39,21.319,21319
845,155,2,25,14:42:46,21.128,21128
855,17,1,10,15:20:39,21.820,21820
862,5,2,28,15:53:24,22.606,22606
954,832,2,48,15:07:17,24.445,24445
900,154,2,28,17:56:08,22.264,22264
857,4,2,39,16:03:03,21.755,21755
958,835,2,39,15:00:49,21.665,21665
841,153,1,1,17:05:23,26.898,26898
845,1,2,23,14:38:08,20.235,20235
873,10,1,13,20:30:01,30.977,30977
937,4,2,20,14:47:07,26.103,26103
970,841,1,2,14:08:01,29.443,29443
884,819,3,41,15:07:38,21.202,21202
964,825,1,25,14:46:04,23.072,23072
854,15,3,44,21:36:23,31.168,31168
883,822,3,47,16:24:37,23.837,23837
881,821,4,51,17:35:38,22.542,22542
897,820,2,32,18:03:37,22.802,22802
866,818,1,16,14:24:55,22.278,22278
899,807,1,20,14:30:06,23.887,23887
936,1,1,19,14:34:42,23.146,23146
895,17,3,42,16:12:42,23.094,23094
881,818,2,26,16:52:14,21.638,21638
953,154,1,15,14:29:44,33.490,33490
903,828,3,42,16:20:02,23.969,23969
841,2,1,15,17:27:41,22.994,22994
846,153,1,29,14:43:07,25.907,25907
