name,country,population,area,capital,capprov
Самоа,"Пожалуйста, предоставьте текст для перевода, и я с радостью выполню вашу просьбу.",214384,,Апия,Самоа
Болу,Транслитерация,536869,11051.0,Болу,Болу
Амазонки,Ва-Ва,94590,175750.0,Пуэрто-Айос,Амазонки
Камагуй,C,723000,15990.0,Камагуй,Камагуй
Валенсия,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",3909047,23255.0,Валенсия,Валенсия
Табаско,Мексика,1748769,24661.0,Виллахермоса,Табаско
Кириккалэ,Транслитерация,349396,4365.0,Кириккалэ,Кириккалэ
Уругвай,ру,3238952,,Монτεвидео,Уругвай
Лимон,CR,237183,9189.0,Лимон,Лимон
Ваупес,КоА,26178,65268.0,Миту,Ваупес
Южный Австралия,Австралия,1474000,984377.0,Аделаида,Южный Австралия
Шолнок,Х,420900,5608.0,Шолнок,Шолнок
Тимис,Р,726000,8692.0,Тимышоара,Тимис
Западный Казахстан,КАЗ,669800,151300.0,Оральный,Западный Казахстан
Харьковская,НЕТ ПЕРЕВода,3194800,31400.0,Харьков,Харьковская
Готланд,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",57383,3140.0,Висби,Готланд
Хэйлунцзян,ТЖ,36720000,469000.0,Хабарин,Хэйлунцзян
Сегед,Х,178500,145.0,Сегед,Сегед
Ахал,TM,416400,0.0,Ашхабад,Ахал
Вали и Футуна,Вафу,15289,,Мата-Ут,Вали и Футуна
Лаппия,SF,195000,,Рованиеми,Лаппия
Уппсала,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",273918,6989.0,Уппсала,Уппсала
Тоттори,"Я не получил вашего запроса полностью. Пожалуйста, повторите ваш запрос, и я буду рад помочь вам с переводом.",614929,3494.0,Тоттори,Тоттори
Малаенге,ANG,892000,87246.0,Малаенге,Малаенге
Балике́р,Транслитерация,973314,14292.0,Балике́р,Балике́р
Марокко,МЭ,29779156,,Рабат,Марокко
Португальский,Ва-Ва,720865,15200.0,Гванаре,Португальский
Баряна,Х,417100,4487.0,Пецс,Печи
Кроснинские,ПЛ,500700,5702.0,Крошно,Кроснинские
Тамбакунда,ОК,370000,59602.0,Тамбакунда,Тамбакунда
Яманаши,"Я не получил вашего запроса полностью. Пожалуйста, повторите ваш запрос, и я буду рад помочь вам с переводом.",881996,4463.0,Кофу,Яманаши
Кыргызстан,КАЗ,606100,226000.0,Кыргызстан,Кыргызстан
Горь,Р,388000,5641.0,Тиру-Юй,Горь
Кали́сское,ПЛ,715600,6512.0,Калиш,Кали́сское
Новый Южный Уэльс,Австралия,6115100,801428.0,Сидней,Новый Южный Уэльс
Миссури,США,5402058,180514.0,Джейсон-Сити,Миссури
Сан-Томе и Принсипи,Стоп,144128,,Сан-Томе и Принсипи,Сан-Томе и Принсипи
Беркшир,"Okay, I will only provide translations without any additional text or comments. Please provide the text you would like me to translate from English to Russian.",752500,1259.0,Чтение,Беркшир
Гилан,ИР,2204047,14709.0,Расхт,Гилан
Рогаланд,"""No additional text provided.""",323365,,Ставангер,Рогаланд
Либерия,ЛБ,2109789,,Монровия,Либерия
Умм-эль-Каэль,ОАЭ,29000,750.0,,
Газиантеп,Транслитерация,1140594,7642.0,Газиантеп,Газиантеп
Луизиана,США,4351769,123677.0,Батон-Руж,Луизиана
Кирита,КИР,80919,,Тарава,Кирита
Пермский край,r,3009400,160600.0,Перм,Пермский край
Андаманские и Никобарские острова,Индия,280661,8249.0,Порт-Блэр,Андаманские и Никобарские острова
Камбоджа,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",10861218,,Пномпень,Камбоджа
Хидальго,Мексика,2112473,20987.0,Пачука-де-Сото,Хидальго
Федеральный округ,Ва-Ва,2279677,1930.0,Каракас,Федеральный округ
Дхытики Эллас,ГР,702027,11350.0,Пратри,Дхытики Эллас
Табора,Есть,1036300,76151.0,Табора,Табора
Толна,Х,251000,3702.0,Шекшард,Толна
Халланд,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",257874,5454.0,Хальмстад,Халланд
Калмар,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",241883,11170.0,Калмар,Калмар
БЛ,Ч,252331,517.0,Лиесталь,БЛ
Маврикий,Рым,2336048,,Нуакшот,Маврикий
Шетланд,"Okay, I will only provide translations without any additional text or comments. Please provide the text you would like me to translate from English to Russian.",22000,1466.0,Лервик,Шетланд
Это,КАМ,517200,109011.0,Бертуа,Это
Парагвай,"Пожалуйста, предоставьте текст для перевода.",5504146,,Асу́ньо,Парагвай
Санкт-Петербург,r,4801500,0.0,Санкт-Петербург,Санкт-Петербург
Бедфордшир,"Okay, I will only provide translations without any additional text or comments. Please provide the text you would like me to translate from English to Russian.",534300,1235.0,Бедфорд,Бедфордшир
Южуй,А,512329,53219.0,Сан-Сальвадор-де-Хухуэй,Южуй
Болгария,БГ,8612757,,София,Болгария
Гваделупа,Гвад,407768,,Гваделупа,Гваделупа
Барины,Ва-Ва,519197,35200.0,Барины,Барины
Хубэй,ТЖ,57190000,187400.0,Ухань,Хубэй
