name,code,capital,province,area,population
Соединенные Штаты Америки,США,Вашингтон,Дистрик-Колумбия,9372610.0,266476278
Казахстан,КАЗ,Алматы,Алматы [munal],2717300.0,16916463
Берберы,БЕРМ,Хамильтон,Берберы,53.3,67837
Монако,МС,Монако,Монако,1.9,31719
Тринидад и Тобаго,ТТ,Порт-о-Спен,Тринидад и Тобаго,5130.0,1272385
Люксембург,Привет! Как твои дела?,Люксембург,Люксембург,2586.0,415870
Папуа-Новая Гвинея,ПНГ,Порт-Морсби,Папуа-Новая Гвинея,461690.0,4394537
Ивуари,ЦИ,Ямусукро,Ивуари,322460.0,14762445
Острова Маршалла,МХ,Маджуро,Острова Маршалла,181.3,58363
Нигер,РН,Ниамей,Нигер,1267000.0,9113001
Бахрейн,BRN,Манама,Бахрейн,620.0,590042
Эфиопия,ЭФТ,Аддис-Абеба,Эфиопия,1127130.0,57171662
Киргизстан,KGZ,Бишкек,Киргизстан,198500.0,4529648
Камерун,КАМ,Яунде,Центр,475440.0,14261557
Чили,РХЧ,Сантьяго,Чили,756950.0,14333258
Судан,Суд,Хартум,Ал Хартум,2505810.0,31547543
Лаос,Лаос,Вьентьян,Лаос,236800.0,4975772
Сент-Китс и Невис,Н,Бассетер,Сент-Китс и Невис,269.0,41369
Гернси,GBG,Сент-Питер-Порт,Гернси,194.0,62920
Дания,ДК,Копенгаген,Дания,43070.0,5249632
Замбия,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",Лусака,Лусака,752610.0,9159072
Украина,НЕТ ПЕРЕВода,Киев,Киевская,603700.0,50864009
Свалбард,СВАХ,Лонгйёрбьён,Свалбард,62049.0,2116
Эль-Сальвадор,"Извините, я не понимаю ваш запрос. Пожалуйста, уточните ваше требование или задайте новый вопрос.",Сан-Сальвадор,Эль-Сальвадор,21040.0,5828987
Бразилия,OK,Бразилиа,Федеральный округ,8511960.0,162661214
Восточный Тимор,Тутл,Дили,Восточный Тимор,15007.0,1131612
Нидерланды,НЛ,Амстердам,Северная Голландия,37330.0,15568034
