river,country,province
Инн,Ч,ГР
Теисс,НЕТ ПЕРЕВода,Чернивецкая
Рузизи,РВА,Руанда
Иллер,А,Вороварланд
Эннс,А,Нижняя Австрия
Река Детройт,КЭН,Онтарио
Аргун,ТЖ,Хэйлунцзян
Нова,r,Лeningрадская область
Сенегал,РГ,Гвинея
Шатт-эль-Араб,Ирак,Аль-Анбар
Миссисипи,США,Миннесота
Ква,ЗРЕ,Бандунду
Рио-Маморе,Боль,Боливия
Салон,Ф,Лотарингия
Шилка,r,Чити́нская о́бласть
Шари,РКА,Центральная Африканская Республика
Ниагарский река,США,Нью-Йорк
Тэмс,"Okay, I will only provide translations without any additional text or comments. Please provide the text you would like me to translate from English to Russian.",Уиттленд
Река Юкон,КЭН,Юконский край
Эльба,ЧЗ,Вычедокские
Лех,А,Вороварланд
Лукенея,ЗРЕ,Восточная область Касай
Кура,Транслитерация,Карс
Дубликат,Ф,Франш-Конте
Да,r,Тульская область
Арканзас,США,Кораловый
Убангийский,ЗРЕ,Экватор
Хванго,ТЖ,Кэцзюэй
Ваал,RSA,Мпумаланга
Лома́ми,ЗРЕ,Шаба/Катанга
Рио Сан-Франциско,OK,Минас-Жерайс
Рио-Гранде,США,Кораловый
Иордания,РЛ,Ливан
Нил,Суд,Ал Хартум
Южная Моравия,МК,Македония
Дроу,я,Трентино-Альто-Адидже
Умеаэлв,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",Вастерботтен
Адда,я,Ломбардия
Токантинс,OK,Гоас
Вольта,БФ,Буркина-Фасо
Олт,Р,Харгита
Днестр,НЕТ ПЕРЕВода,Львовская
Река Маккензи,КЭН,Северо-Западные территории
Везер,Д,Нижняя Саксония
Куанго,ANG,Малаенге
Гаронна,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",Каталански
Карасу,Транслитерация,Эрзурум
Миссури,США,Монтана
Альцгеймер,Д,Бавария
Бани,ЦИ,Ивуари
Западная Моравия,SRB,Сербия
Дрин,АЛ,Албания
Уругвай,OK,Риу-Гранди-ду-Сул
Нарын,KGZ,Киргизстан
Гамбия,РГ,Гвинея
Рюсс,Ч,УР
Фульда,Д,Гессен
Замбеци,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",Луапула
Оунасйоки,SF,Лаппия
Атбара,ЭФТ,Эфиопия
Ясеный,r,Республика Тыва
Прирут,НЕТ ПЕРЕВода,Ивано-Франковск
Гётеальв,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",Альсборг
Лаген,"""No additional text provided.""",Опланд
Мας,Ф,Шампань-Арденн
Касай,ANG,Моксико
Индус,ТЖ,Тибет
Блу Нил,ЭФТ,Эфиопия
Гвадиан,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",Кастилья-ла-Манча
Бахр эль-Джабаль/Альберт-Нил,ВЭА,Уганда
Брахмапутра,ТЖ,Тибет
Саар,Ф,Алсация
Улуйоки,SF,Улу
Изар,А,Тироль
Одер,ЧЗ,Североморск
Ваг,А,Словакия
Некар,Д,Баден-Вюртемберг
Мюррей-Деринг,Австралия,Виктория
Кораловый,США,Кораловый
Петчора,r,Республика Коми
Тичино,Ч,Ти
Здравствуйте,МВ,Малави
Салцах,А,Зальцбург
Белый Дрин,КОС,Косово
Дунай,Д,Баден-Вюртемберг
Акагера,РВА,Руанда
Гвадекивир,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",Андалусия
Иртыш,КАЗ,Шыгыс kazakh
Днепр,r,Смоленская область
Рейн,Ч,ГР
Парана,OK,Минас-Жерайс
Рона,Ч,Вएस
Рио Сан-Хуан,НИК,Никарагуа
Огайская река,США,Пенсильвания
Лимпопо,RSA,Гутенг
Арувими,ЗРЕ,Верхняя Заир
Клараэльв,"""No additional text provided.""",Хедемарк
Сучона,r,Вологодская область
Оердалёвля,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",Даларна
Волга,r,Тверская область
Парагвай,OK,Мато-Гросо
Всё,Д,Нижняя Саксония
Западная Двина,r,Смоленская область
