corp_no,corp_name,street,city,state_prov,country,mail_code,phone_no,expr_dt,region_no,corp_code
6,Корп. Апе́кс Петро́лейм Инк., , ,,,,,2004-10-12 10:41:26,1,
11,Корп. Бостонские каменные камни Инк., , ,,,,,2004-10-12 10:41:26,5,
49,Corp. Эксперт-вишнуватели, , ,,,,,2004-10-12 10:41:26,4,
57,Корп. Фам. Квесты Инк., , ,,,,,2004-10-12 10:41:26,7,
67,"Корп. ""Гигантические Квесты"" Инк.", , ,,,,,2004-10-12 10:41:26,5,
75,Корп. Уимблд. Оперы Инк., , ,,,,,2004-10-12 10:41:26,1,
77,Корп. Хумбл Квестс Инк., , ,,,,,2004-10-12 10:41:26,8,
78,Корп. Умилительные Рестораны Инк., , ,,,,,2004-10-12 10:41:26,8,
79,"Компания ""Humble Sail MakersInc.""", , ,,,,,2004-10-12 10:41:26,8,
89,Корп. Империал Саил Мэкерс Инк., , ,,,,,2004-10-12 10:41:26,5,
94,"Корп. Просто ""Дизайн на игле"" Инк.", , ,,,,,2004-10-12 10:41:26,4,
98,"Корп. ""Just Restaurants Inc.""", , ,,,,,2004-10-12 10:41:26,1,
100,Трансит Инк., , ,,,,,2004-10-12 10:41:26,1,
134,"Компания ""Корп. Драйвен Нидлворкс Ко.""", , ,,,,,2004-10-12 10:41:26,7,
141,Корп. Эксперт Ключевые Камни Co., , ,,,,,2004-10-12 10:41:26,4,
145,Корп. Эксперт ОпераКорп., , ,,,,,2004-10-12 10:41:26,2,
155,Корп. Фем. Оперко., , ,,,,,2004-10-12 10:41:26,7,
162,Корп. «Гигант Освещения», , ,,,,,2004-10-12 10:41:26,8,
166,"Корп. ""Гигант Нефть""", , ,,,,,2004-10-12 10:41:26,7,
169,"Корп. ""Гигантские судоремонтники""", , ,,,,,2004-10-12 10:41:26,4,
183,Корп. Имперская Машинерия, , ,,,,,2004-10-12 10:41:26,7,
212,Корп. Бостон Лайтинг, , ,,,,,2004-10-12 10:41:26,1,
216,Корп. Бостон Петролеум, , ,,,,,2004-10-12 10:41:26,5,
219,Корп. Бостонских судоремонтников, , ,,,,,2004-10-12 10:41:26,4,
229,Корп. Компьютерные парусники, , ,,,,,2004-10-12 10:41:26,8,
260,Корп. Фамоз Транит Корп., , ,,,,,2004-10-12 10:41:26,7,
279,"Компания ""Умный Судостроитель""", , ,,,,,2004-10-12 10:41:26,6,
298,Корп. Просто Рестораны Корп., , ,,,,,2004-10-12 10:41:26,2,
307,Корп. Апекс Квестс Лимитед, , ,,,,,2004-10-12 10:41:26,5,
324,Корп. Компьютерное вышивокоЛтд., , ,,,,,2004-10-12 10:41:26,8,
364,"Корп. ""Гигант Нитковое Ткачество"" ООО", , ,,,,,2004-10-12 10:41:26,5,
368,"Корп. ""Гигант Ресторанс Лтд.""", , ,,,,,2004-10-12 10:41:26,1,
382,Корп. Имперциальная осветительная компания Лтд., , ,,,,,2004-10-12 10:41:26,3,
399,"Корп. ""Just Sail Makers Ltd.""", , ,,,,,2004-10-12 10:41:26,8,
437,Корп. Драйвен КвестсАГ, , ,,,,,2004-10-12 10:41:26,6,
439,"Corp. ""Причал"" судостроительные мастерские", , ,,,,,2004-10-12 10:41:26,1,
453,Corp. Фамоз Механикри Аг., , ,,,,,2004-10-12 10:41:26,8,
456,Corp. Известная нефтепромышленная компания, , ,,,,,2004-10-12 10:41:26,5,
