provider_no,provider_name,street,city,state_prov,mail_code,country,phone_no,issue_dt,expr_dt,region_no,provider_code
8,Prov. Apex Rest, , ,,,,,13.10.1999 10:41,12.10.2000 10:41,9,
24,Prov. Computer, , ,,,,,13.10.1999 10:41,12.10.2000 10:41,9,
37,Prov. Driven Qu, , ,,,,,13.10.1999 10:41,12.10.2000 10:41,7,
49,Prov. Expert Sa, , ,,,,,13.10.1999 10:41,12.10.2000 10:41,9,
70,Prov. Giant Tra, , ,,,,,13.10.1999 10:41,12.10.2000 10:41,9,
86,Prov. Imperial, , ,,,,,13.10.1999 10:41,12.10.2000 10:41,9,
93,Prov. Just Mach, , ,,,,,13.10.1999 10:41,12.10.2000 10:41,9,
122,Prov. Computer, , ,,,,,13.10.1999 10:41,12.10.2000 10:41,7,
154,Prov. Famous Ne, , ,,,,,13.10.1999 10:41,2000-10-12 10:41:20,9,
188,Prov. Imperial, , ,,,,,13.10.1999 10:41,2000-10-12 10:41:20,7,
191,Prov. Just Key, , ,,,,,13.10.1999 10:41,2000-10-12 10:41:20,7,
194,Prov. Just Need, , ,,,,,13.10.1999 10:41,2000-10-12 10:41:20,7,
202,Prov. Apex Ligh, , ,,,,,13.10.1999 10:41,2000-10-12 10:41:20,8,
216,Prov. Boston Pe, , ,,,,,13.10.1999 10:41,2000-10-12 10:41:20,9,
221,Prov. Computer, , ,,,,,13.10.1999 10:41,2000-10-12 10:41:21,8,
229,Prov. Computer, , ,,,,,13.10.1999 10:41,2000-10-12 10:41:21,6,
328,Prov. Computer, , ,,,,,13.10.1999 10:41,12.10.2000 10:41,9,
398,Prov. Just Rest, , ,,,,,13.10.1999 10:41,12.10.2000 10:41,5,
421,Prov. Computer, , ,,,,,13.10.1999 10:41,12.10.2000 10:41,8,
474,Prov. Humble Ne, , ,,,,,13.10.1999 10:41,2000-10-12 10:41:24,9,
481,Prov. Imperial, , ,,,,,13.10.1999 10:41,2000-10-12 10:41:24,9,
