season,daynum,wteam,wscore,lteam,lscore,wloc,numot,wfgm,wfga,wfgm3,wfga3,wftm,wfta,wor,wdr,wast,wto,wstl,wblk,wpf,lfgm,lfga,lfgm3,lfga3,lftm,lfta,lor,ldr,last,lto,lstl,lblk,lpf
2010,7,1143,75,1293,70,H,0,24,52,5,12,22,32,13,19,15,12,8,1,14,26,52,8,21,10,15,11,20,11,17,7,3,24
2010,7,1314,88,1198,72,H,0,34,61,4,13,16,19,12,32,23,26,10,8,19,25,68,8,23,14,17,13,16,15,20,14,2,18
2010,7,1326,100,1108,60,H,0,39,73,14,33,8,12,13,34,29,6,8,6,19,21,61,7,17,11,20,11,24,7,13,4,5,16
2010,7,1393,75,1107,43,H,0,29,60,2,17,15,31,14,32,21,21,21,6,16,15,55,5,28,8,14,12,27,10,32,12,4,27
2010,9,1143,95,1178,61,H,0,29,61,7,17,30,35,15,30,11,10,5,3,20,20,57,4,18,17,27,14,18,14,15,4,2,21
2010,9,1314,89,1300,42,H,0,35,59,5,13,14,19,13,33,29,19,10,9,11,14,55,4,9,10,18,12,12,9,21,10,3,18
2010,9,1393,100,1352,60,H,0,35,60,13,26,17,25,9,28,26,23,17,14,15,22,62,6,23,10,17,14,22,16,28,15,0,22
2010,10,1301,69,1209,53,H,0,20,49,3,16,26,35,12,27,12,9,8,4,17,22,59,3,16,6,12,14,23,13,12,5,1,23
2010,10,1326,72,1241,44,H,0,30,66,4,17,8,12,12,31,13,9,11,4,14,16,52,4,22,8,12,7,27,6,16,3,1,14
2010,11,1111,79,1423,68,H,0,22,44,2,6,33,42,9,24,11,15,9,7,24,23,58,3,16,19,25,15,16,14,15,5,5,30
2010,11,1113,87,1442,35,H,0,28,50,8,16,23,28,11,27,17,10,10,4,10,12,52,4,11,7,10,14,14,7,18,5,4,21
2010,11,1116,130,1108,68,H,0,43,78,16,30,28,37,14,31,26,9,14,10,25,19,64,6,22,24,32,14,25,5,24,3,3,30
2010,11,1120,69,1310,65,H,0,20,57,4,22,25,30,13,26,7,16,8,0,18,24,65,8,28,9,10,14,27,12,17,11,2,24
2010,11,1123,88,1434,78,H,0,26,45,4,9,32,48,11,28,14,15,4,7,18,27,63,7,22,17,24,13,16,18,9,12,2,30
2010,11,1124,86,1313,58,H,0,31,57,6,12,18,33,16,27,18,12,8,8,16,20,60,7,17,11,15,15,20,8,17,5,1,28
2010,11,1125,74,1340,67,N,0,26,56,4,16,18,26,13,27,11,18,6,0,17,24,61,10,29,9,16,13,21,13,19,6,3,22
2010,11,1129,90,1258,87,N,0,32,64,6,15,20,24,15,20,18,16,9,2,18,33,68,8,17,13,20,17,19,14,14,6,4,18
2010,11,1130,89,1171,58,H,0,30,50,6,11,23,32,12,26,19,19,5,8,19,22,57,1,10,13,19,10,12,7,17,7,1,26
2010,11,1135,68,1383,64,A,0,28,57,9,24,3,6,7,25,18,12,8,6,14,27,66,3,12,7,15,18,25,14,13,9,4,14
2010,11,1140,70,1133,60,H,0,22,55,7,19,19,27,14,30,11,11,5,3,24,18,50,6,17,18,27,10,22,12,15,5,2,22
2010,11,1150,86,1421,70,H,0,22,61,9,33,33,40,21,32,13,14,5,5,17,29,67,7,26,5,10,11,24,12,13,5,5,28
2010,11,1155,84,1342,41,H,0,30,70,14,30,10,13,19,24,21,11,19,6,11,16,45,5,15,4,7,7,22,9,27,6,3,11
2010,11,1157,70,1158,59,H,0,28,67,1,6,13,24,22,27,10,13,9,3,12,24,58,6,21,5,7,7,23,8,15,5,3,18
2010,11,1160,88,1115,72,H,0,24,43,6,15,34,40,3,22,15,20,9,3,20,29,61,3,15,11,18,14,19,10,21,7,1,28
2010,11,1161,91,1413,73,N,0,29,52,14,25,19,30,8,23,18,12,12,0,20,27,62,5,22,14,23,16,21,14,16,7,2,24
2010,11,1163,75,1456,66,H,0,29,54,5,16,12,21,10,24,16,10,12,7,10,25,60,13,34,3,7,13,21,16,15,7,1,18
2010,11,1181,96,1422,62,H,0,37,62,7,18,15,20,15,29,16,13,8,8,18,24,60,4,12,10,18,13,13,12,14,5,1,20
2010,11,1182,85,1311,62,H,0,32,58,2,12,19,27,12,27,19,16,7,2,12,24,61,7,27,7,14,13,21,16,18,6,1,24
2010,11,1193,67,1148,58,H,0,30,58,5,13,2,9,13,23,11,13,7,4,17,17,44,7,17,17,22,5,17,8,11,7,3,13
2010,11,1206,76,1251,72,H,0,25,58,8,17,18,28,14,24,16,11,6,6,17,25,58,9,19,13,19,12,26,16,15,5,3,21
2010,11,1207,74,1408,58,A,0,28,53,7,17,11,18,12,24,17,15,7,4,18,20,49,4,18,14,21,8,17,12,13,8,4,17
2010,11,1208,67,1309,59,H,0,22,49,4,16,19,28,12,29,10,17,5,6,17,21,55,4,15,13,16,6,21,10,10,7,2,25
2010,11,1217,87,1221,77,A,0,27,52,8,19,25,35,8,26,20,10,4,4,19,29,63,5,19,14,19,10,24,19,10,5,3,24
2010,11,1218,65,1381,48,H,0,24,59,3,16,14,20,20,21,17,12,6,5,13,18,46,3,9,9,13,8,18,7,18,6,4,21
2010,11,1225,94,1428,87,A,0,31,63,10,21,22,33,13,27,13,14,6,3,27,32,66,9,27,14,21,11,23,17,14,7,4,21
2010,11,1228,96,1188,69,H,0,36,65,6,18,18,26,13,28,22,9,3,6,20,20,58,7,20,22,23,11,19,10,15,2,0,21
2010,11,1231,83,1224,60,H,0,34,61,7,14,8,13,10,26,20,16,7,6,22,19,53,4,22,18,30,14,20,8,19,6,1,16
2010,11,1233,82,1131,73,H,0,26,56,12,24,18,35,12,25,16,15,10,6,24,21,55,12,28,19,28,13,28,11,22,4,2,27
2010,11,1235,88,1226,68,H,0,35,64,7,15,11,15,16,24,23,17,7,5,14,25,60,2,7,16,19,13,16,5,14,9,3,15
2010,11,1242,101,1220,65,H,0,32,63,11,27,26,40,18,31,20,12,10,9,13,26,71,5,21,8,13,17,20,14,17,7,4,26
2010,11,1243,92,1260,54,H,0,30,60,5,18,27,39,13,28,22,13,10,8,24,16,65,8,23,14,23,25,26,12,25,3,2,37
2010,11,1245,69,1359,66,H,0,26,63,3,21,14,27,19,22,10,6,10,3,19,23,43,10,23,10,19,4,27,17,14,2,3,22
2010,11,1246,75,1287,59,H,0,26,52,4,19,19,28,15,28,12,24,3,8,14,25,65,4,24,5,12,12,12,11,12,9,2,25
2010,11,1248,81,1447,72,H,0,25,65,5,18,26,31,19,28,9,8,10,4,13,25,61,14,35,8,9,9,23,12,14,2,4,21
2010,11,1259,79,1436,66,H,0,27,60,9,16,16,27,19,24,15,18,7,8,25,19,56,4,14,24,33,15,16,10,16,7,8,20
2010,11,1261,82,1419,62,H,0,31,67,5,21,15,20,16,27,19,13,11,4,16,24,60,6,16,8,13,11,22,7,19,8,2,18
2010,11,1263,76,1200,73,A,0,23,54,10,20,20,31,13,33,14,22,8,2,20,22,66,7,29,22,29,15,24,12,14,8,7,22
2010,11,1266,85,1147,62,H,0,32,63,3,16,18,26,14,29,20,14,9,5,23,18,53,7,26,19,22,6,20,15,17,7,1,24
2010,11,1268,89,1149,51,H,0,38,75,6,17,7,9,14,29,27,12,15,5,17,18,60,7,17,8,17,18,25,8,24,6,3,11
2010,11,1272,82,1238,53,H,0,22,51,8,24,30,48,15,28,14,14,11,7,12,21,57,4,12,7,13,14,19,11,20,4,4,30
2010,11,1273,89,1137,80,N,0,30,58,8,22,21,29,10,21,9,14,6,3,22,27,58,11,18,15,22,9,23,14,16,2,0,25
2010,11,1277,97,1195,58,H,0,33,71,8,26,23,37,22,32,21,13,7,3,21,21,57,4,20,12,25,10,24,12,17,8,0,29
2010,11,1278,87,1399,50,H,0,34,63,9,25,10,20,15,24,25,16,15,15,19,15,53,5,15,15,18,15,20,12,27,7,0,21
2010,11,1279,92,1114,64,H,0,35,72,9,28,13,21,13,25,19,5,14,5,23,21,50,4,9,18,31,11,28,11,22,4,2,20
2010,11,1284,99,1198,70,H,0,38,60,8,15,15,22,8,23,31,16,9,4,18,25,56,2,18,18,25,11,18,9,21,14,1,18
2010,11,1285,61,1315,37,H,0,21,48,11,24,8,13,7,26,11,12,8,3,15,14,43,6,18,3,8,7,22,6,18,6,0,16
2010,11,1288,69,1107,65,A,0,26,68,3,16,14,20,19,20,13,11,11,6,19,24,53,6,15,11,16,12,28,13,20,4,6,19
2010,11,1294,101,1270,73,N,0,34,59,11,19,22,29,7,28,21,14,12,4,18,23,58,10,25,17,23,8,21,14,19,7,2,22
2010,11,1320,71,1176,65,A,0,21,44,7,17,22,33,10,24,6,13,4,2,19,23,46,11,22,8,13,4,20,15,10,5,3,26
2010,11,1321,77,1296,55,H,0,19,48,5,21,34,48,11,27,13,9,8,2,21,20,49,2,18,13,26,10,23,15,17,6,3,33
2010,11,1332,94,1445,43,H,0,32,63,8,23,22,33,16,33,19,11,12,8,25,10,48,6,19,17,31,8,17,6,20,5,1,22
2010,11,1334,67,1337,64,A,2,28,65,2,19,9,21,14,31,12,12,5,3,28,21,55,3,12,19,33,12,30,6,16,6,0,22
2010,11,1336,70,1335,55,H,0,26,54,9,27,9,17,8,24,11,10,3,1,23,18,48,5,23,14,22,8,23,12,13,2,0,23
