orderid,customerid,employeeid,orderdate,requireddate,shippeddate,shipvia,freight,shipname,shipaddress,shipcity,shipregion,shippostalcode,shipcountry
10252,SUPRD,4,1996-07-09 00:00:00,1996-08-06 00:00:00,1996-07-11 00:00:00,2,51.3,Супрме длисе,"Бульвар Тиру, 255",Шарлеруа,,Б-6000,Бельгия
10253,HANAR,3,1996-07-10 00:00:00,1996-07-24 00:00:00,1996-07-16 00:00:00,2,58.17,Ханари Карнес,"Улица Хлеба, 67",Рио-де-Жанейро,Р,05454-876,Бразилия
10255,RICSU,9,1996-07-12 00:00:00,1996-08-09 00:00:00,1996-07-15 00:00:00,3,148.33,Ричтер Супермаркет,Старенауг 5,Женев,,1204,Швейцария
10257,HILAA,4,1996-07-16 00:00:00,13.08.1996 г.,1996-07-22 00:00:00,3,81.91,Хиларион-Абастос,Кальяра 22 кон Аве. Карлос Собеллете #8/35,Сан-Кристиабель,Чира,5022,Венесуэла
10259,CENTC,4,18.07.1996 г. 00:00:00,1996-08-15 00:00:00,1996-07-25 00:00:00,3,3.25,Монторкса-молл,Гораグラнадские горы,"Мексико, ДФ",,5022,Мексика
10260,OTTIK,4,19.07.1996 г. 00:00:00,1996-08-16 00:00:00,1996-07-29 00:00:00,1,55.09,Оттилиес Кселаден,"Мехеймерштрассе, 369",Клин,,50739,Германия
10261,QUEDE,4,19.07.1996 г. 00:00:00,1996-08-16 00:00:00,1996-07-30 00:00:00,2,3.05,Ква-дэцилия,"Улица Пекариу, 12",Рио-де-Жанейро,Р,02389-673,Бразилия
10263,ERNSH,9,1996-07-23 00:00:00,1996-08-20 00:00:00,1996-07-31 00:00:00,3,146.06,Эрнст Хендель,"Кирхгассе, 6",Граз,,8010,Австрия
10272,RATTC,6,1996-08-02 00:00:00,30.08.1996 г.,1996-08-06 00:00:00,2,98.03,Рат-Снап-Каньон Гроузи,2817 Милтон-драйв,Альбукерке,НМ,87110,США
10277,MORGK,2,1996-08-09 00:00:00,1996-09-06 00:00:00,13.08.1996 г.,3,125.77,Морганстерн Здоровье,"Улица Герстрасс, дом № 22",Лейпциг,,4179,Германия
10281,ROMEY,4,14.08.1996 г.,1996-08-28 00:00:00,1996-08-21 00:00:00,1,2.94,Ромеро и тимьян,"Гран Ва, 1",Мадрид,,28001,Испания
10283,LILAS,3,1996-08-16 00:00:00,1996-09-13 00:00:00,1996-08-23 00:00:00,3,84.81,ЛILA-Супермаркет,Распределительная компания №52 по улице Болвар в районе Льяно Ларго,Баркисимето,Лара,3508,Венесуэла
10284,LEHMS,4,19.08.1996 г.,16.09.1996 г.,1996-08-27 00:00:00,1,76.56,Лехманн рынок,"Магазиновая улица, дом 7",Франкфурт-на-Майне,,60528,Германия
10286,QUICK,8,1996-08-21 00:00:00,18.09.1996 г.,30.08.1996 г.,3,229.24,Остановить быстро,"Тауэрстрассе, 10",Кюневальд,,1307,Германия
10287,RICAR,8,1996-08-22 00:00:00,19.09.1996 г.,1996-08-28 00:00:00,3,12.76,Рикардо Адоцика́дос,"Аvenue Копакабана, 267",Рио-де-Жанейро,Р,02389-890,Бразилия
10288,REGGC,4,1996-08-23 00:00:00,1996-09-20 00:00:00,1996-09-03 00:00:00,1,7.45,Реггиани Кейсифики,Provincial Road 124,Реггио-Эмилия,,42100,Италия
10290,COMMI,8,1996-08-27 00:00:00,1996-09-24 00:00:00,1996-09-03 00:00:00,1,79.7,Комцио Минейро,"Аvenue des Lusades, 23",Сан-Паулу,Спасибо,05432-043,Бразилия
10292,TRADH,1,1996-08-28 00:00:00,1996-09-25 00:00:00,1996-09-02 00:00:00,2,1.35,Транстео Гипермеркеадос,"Авеню Инс де Кастро, 414",Сан-Паулу,Спасибо,05634-030,Бразилия
10296,LILAS,6,1996-09-03 00:00:00,1996-10-01 00:00:00,1996-09-11 00:00:00,1,0.12,ЛILA-Супермаркет,Распределительная компания №52 по улице Болвар в районе Льяно Ларго,Баркисимето,Лара,3508,Венесуэла
10298,HUNGO,6,1996-09-05 00:00:00,1996-10-03 00:00:00,1996-09-11 00:00:00,2,168.22,Голодная сова круглосуточные магазины,8 Джонуорт-стрит,Кורק,Корк,,Ирландия
10299,RICAR,4,1996-09-06 00:00:00,1996-10-04 00:00:00,1996-09-13 00:00:00,2,29.76,Рикардо Адоцика́дос,"Аvenue Копакабана, 267",Рио-де-Жанейро,Р,02389-890,Бразилия
10300,MAGAA,2,1996-09-09 00:00:00,1996-10-07 00:00:00,18.09.1996 г.,2,17.68,Магазин объединенных продуктов питания,"Людвидо Иморо, 22",Бергамо,,24100,Италия
10303,GODOS,7,1996-09-11 00:00:00,1996-10-09 00:00:00,18.09.1996 г.,2,107.83,Годоc Cocинa Тпика,"C/ Ромеро, 33",Севилья,,41101,Испания
10304,TORTU,1,1996-09-12T06:00:00,1996-10-10 00:00:00,1996-09-17 00:00:00,2,63.79,Тортуга Ресторанте,Аведа Азтек 123,"Мексико, ДФ",,5033,Мексика
10307,LONEP,2,1996-09-17 00:00:00,1996-10-15 00:00:00,1996-09-25 00:00:00,2,0.56,"Ресторан ""Одинокий Пин""",89 Чиароскоуро Роуд.,Портленд,А-р,97219,США
10310,THEBI,8,1996-09-20 00:00:00,1996-10-18 00:00:00,1996-09-27 00:00:00,2,17.52,Большой сыр,89JeffersonWayСюит2,Портленд,А-р,97201,США
10314,RATTC,1,1996-09-25 00:00:00,1996-10-23 00:00:00,1996-10-04 00:00:00,2,74.16,Рат-Снап-Каньон Гроузи,2817 Милтон-драйв,Альбукерке,НМ,87110,США
10316,RATTC,1,1996-09-27 00:00:00,1996-10-25 00:00:00,1996-10-08 00:00:00,3,150.15,Рат-Снап-Каньон Гроузи,2817 Милтон-драйв,Альбукерке,НМ,87110,США
10323,KOENE,4,1996-10-07 00:00:00,1996-11-04 00:00:00,1996-10-14 00:00:00,1,4.88,Книльце Эссен,"Мавельштрассе, 90",Бранденбург,,14776,Германия
10324,SAVEA,9,1996-10-08 00:00:00,1996-11-05 00:00:00,1996-10-10 00:00:00,1,214.27,"Рынки ""Сохрани-лото""",187Suffolk Lane.,Боис,ID,83720,США
10328,FURIB,4,1996-10-14 00:00:00,1996-11-11 00:00:00,1996-10-17 00:00:00,3,87.03,Фурия Бакалау и Фрукты Мори,Сад роз н. 32,Лисабон,,1675,Португалия
10329,SPLIR,4,1996-10-15 00:00:00,1996-11-26 00:00:00,1996-10-23 00:00:00,2,191.67,Пиво-солодовый жернов,П.О. коробка 555,Ландер,ВТ,82520,США
10330,LILAS,3,1996-10-16 00:00:00,1996-11-13 00:00:00,1996-10-28 00:00:00,1,12.75,ЛILA-Супермаркет,Распределительная компания №52 по улице Болвар в районе Льяно Ларго,Баркисимето,Лара,3508,Венесуэла
10332,MEREP,3,1996-10-17 00:00:00,1996-11-28 00:00:00,1996-10-21 00:00:00,2,52.84,Мре Паиларде,43 улица Сен-Лоран,Монреаль,Кبک,Х1Дж 1С3,Канада
10333,WARTH,5,1996-10-18 00:00:00,15.11.1996 г.,1996-10-25 00:00:00,3,0.59,Вариан Херкку,Торикатую 38,Улу,,90110,Финляндия
10334,VICTE,8,1996-10-21 00:00:00,1996-11-18 00:00:00,1996-10-28 00:00:00,2,8.56,Жирная еда в запасе,"2, улица Коммерсы",Лион,,69004,Франция
10337,FRANK,4,1996-10-24 00:00:00,1996-11-21 00:00:00,1996-10-29 00:00:00,3,108.26,Франкенверсьен,"Берлинер Плац, дом 43",Мюнхен,,80805,Германия
10339,MEREP,2,1996-10-28 00:00:00,1996-11-25 00:00:00,1996-11-04 00:00:00,2,15.66,Мре Паиларде,43 улица Сен-Лоран,Монреаль,Кبک,Х1Дж 1С3,Канада
10343,LEHMS,4,1996-10-31 00:00:00,1996-11-28 00:00:00,1996-11-06 00:00:00,1,110.37,Лехманн рынок,"Магазиновая улица, дом 7",Франкфурт-на-Майне,,60528,Германия
10345,QUICK,2,1996-11-04 00:00:00,1996-12-02 00:00:00,1996-11-11 00:00:00,2,249.06,Остановить быстро,"Тауэрстрассе, 10",Кюневальд,,1307,Германия
