coachid,award,year,lgid,note
irvindi01c,Вторая команда всех звёзд,1933,NHL,
gottsjo01c,Вторая команда всех звёзд,1945,NHL,
burnspa01c,Джек Адамс,1997,NHL,
keenami01c,Джек Адамс,1984,NHL,
hitchke01c,Джек Адамс,2011,NHL,
thomppa01c,Вторая команда всех звёзд,1941,NHL,
demerja01c,Джек Адамс,1987,NHL,
tortojo01c,Джек Адамс,2003,NHL,
bowmasc01c,Джек Адамс,1995,NHL,
patrile01c,Первая сборная звезд,1932,NHL,
bouchfr01c,Вторая команда всех звёзд,1939,NHL,
suttebr01c,Джек Адамс,1990,NHL,
sherofr01c,Джек Адамс,1973,NHL,
arboual01c,Джек Адамс,1978,NHL,
lemaija01c,Джек Адамс,2002,NHL,
krommbo01c,Смёрз,1975,WHA,
huculsa01c,Смёрз,1974,WHA,
quinnpa01c,Джек Адамс,1979,NHL,
hartce01c,Вторая команда всех звёзд,1936,NHL,
crawfma01c,Джек Адамс,1994,NHL,
bowmasc01c,Джек Адамс,1976,NHL,
patrile01c,Первая сборная звезд,1935,NHL,
irvindi01c,Первая сборная звезд,1943,NHL,
gormato01c,Вторая команда всех звёзд,1935,NHL,
tippeda01c,Джек Адамс,2009,NHL,
patrile01c,Первая сборная звезд,1933,NHL,
rossar01c,Вторая команда всех звёзд,1942,NHL,
irvindi01c,Вторая команда всех звёзд,1934,NHL,
dineebi01c,Смёрз,1977,WHA,
dineebi01c,Смёрз,1976,WHA,
murdobo01c,Джек Адамс,1989,NHL,
sathegl01c,Джек Адамс,1985,NHL,
adamsja01c,Вторая команда всех звёзд,1944,NHL,
berenre01c,Джек Адамс,1980,NHL,
patrile01c,Первая сборная звезд,1930,NHL,
patrile01c,Первая сборная звезд,1937,NHL,
duttore01c,Вторая команда всех звёзд,1938,NHL,
vigneal01c,Джек Адамс,2006,NHL,
adamsja01c,Первая сборная звезд,1942,NHL,
cherrdo01c,Джек Адамс,1975,NHL,
irvindi01c,Вторая команда всех звёзд,1940,NHL,
dayha01c,Вторая команда всех звёзд,1943,NHL,
martija02c,Джек Адамс,1998,NHL,
krommbo01c,Джек Адамс,1977,NHL,
irvindi01c,Вторая команда всех звёзд,1931,NHL,
rossar01c,Первая сборная звезд,1938,NHL,
patrile01c,Первая сборная звезд,1931,NHL,
wattto01c,Джек Адамс,1981,NHL,
weilaco01c,Первая сборная звезд,1940,NHL,
francbo01c,Джек Адамс,2001,NHL,
murrabr01c,Джек Адамс,1983,NHL,
boudrbr01c,Джек Адамс,2007,NHL,
quinnpa01c,Джек Адамс,1991,NHL,
juliecl01c,Джек Адамс,2008,NHL,
irvindi01c,Первая сборная звезд,1945,NHL,
lemaija01c,Джек Адамс,1993,NHL,
gottsjo01c,Вторая команда всех звёзд,1945,NHL,
thomppa01c,Первая сборная звезд,1939,NHL,
weilaco01c,Первая сборная звезд,1940,NHL,
murrabr01c,Джек Адамс,1983,NHL,
rossar01c,Первая сборная звезд,1938,NHL,
murdobo01c,Джек Адамс,1989,NHL,
demerja01c,Джек Адамс,1987,NHL,
quinnpa01c,Джек Адамс,1991,NHL,
irvindi01c,Первая сборная звезд,1943,NHL,
krommbo01c,Джек Адамс,1977,NHL,
boudrbr01c,Джек Адамс,2007,NHL,
dineebi01c,Смёрз,1977,WHA,
dineebi01c,Смёрз,1976,WHA,
burnspa01c,Джек Адамс,1997,NHL,
tippeda01c,Джек Адамс,2009,NHL,
tortojo01c,Джек Адамс,2003,NHL,
demerja01c,Джек Адамс,1986,NHL,
krommbo01c,Смёрз,1975,WHA,
bouchfr01c,Вторая команда всех звёзд,1939,NHL,
dayha01c,Вторая команда всех звёзд,1943,NHL,
patrile01c,Первая сборная звезд,1932,NHL,
gormato01c,Вторая команда всех звёзд,1935,NHL,
bowmasc01c,Джек Адамс,1976,NHL,
brophjo01c,Смёрз,1978,WHA,
hitchke01c,Джек Адамс,2011,NHL,
juliecl01c,Джек Адамс,2008,NHL,
huculsa01c,Смёрз,1974,WHA,
lemaija01c,Джек Адамс,1993,NHL,
tessior01c,Джек Адамс,1982,NHL,
barbebi01c,Джек Адамс,2000,NHL,
keenami01c,Джек Адамс,1984,NHL,
patrile01c,Первая сборная звезд,1934,NHL,
ruffli01c,Джек Адамс,2005,NHL,
thomppa01c,Вторая команда всех звёзд,1941,NHL,
bowmasc01c,Джек Адамс,1995,NHL,
cherrdo01c,Джек Адамс,1975,NHL,
martija02c,Джек Адамс,1998,NHL,
patrile01c,Первая сборная звезд,1933,NHL,
irvindi01c,Вторая команда всех звёзд,1930,NHL,
harribi01c,Бальзак,1973,WHA,
weilaco01c,Первая сборная звезд,1940,NHL,
tippeda01c,Джек Адамс,2009,NHL,
irvindi01c,Вторая команда всех звёзд,1930,NHL,
irvindi01c,Вторая команда всех звёзд,1932,NHL,
quinnpa01c,Джек Адамс,1979,NHL,
vigneal01c,Джек Адамс,2006,NHL,
irvindi01c,Первая сборная звезд,1945,NHL,
bylsmda01c,Джек Адамс,2010,NHL,
bowmasc01c,Джек Адамс,1976,NHL,
dineebi01c,Смёрз,1976,WHA,
krommbo01c,Джек Адамс,1977,NHL,
dineebi01c,Смёрз,1977,WHA,
irvindi01c,Вторая команда всех звёзд,1931,NHL,
burnspa01c,Джек Адамс,1997,NHL,
thomppa01c,Вторая команда всех звёзд,1941,NHL,
patrile01c,Первая сборная звезд,1931,NHL,
nolante01c,Джек Адамс,1996,NHL,
patrile01c,Первая сборная звезд,1935,NHL,
brophjo01c,Смёрз,1978,WHA,
martija02c,Джек Адамс,1998,NHL,
arboual01c,Джек Адамс,1978,NHL,
lemaija01c,Джек Адамс,2002,NHL,
keenami01c,Джек Адамс,1984,NHL,
irvindi01c,Вторая команда всех звёзд,1934,NHL,
irvindi01c,Вторая команда всех звёзд,1940,NHL,
suttebr01c,Джек Адамс,1990,NHL,
demerja01c,Джек Адамс,1987,NHL,
hitchke01c,Джек Адамс,2011,NHL,
thomppa01c,Первая сборная звезд,1939,NHL,
murdobo01c,Джек Адамс,1989,NHL,
berenre01c,Джек Адамс,1980,NHL,
rossar01c,Первая сборная звезд,1938,NHL,
juliecl01c,Джек Адамс,2008,NHL,
kelleja01c,Бальзак,1972,WHA,
adamsja01c,Первая сборная звезд,1936,NHL,
dayha01c,Вторая команда всех звёзд,1943,NHL,
gormato01c,Вторая команда всех звёзд,1935,NHL,
thomppa01c,Вторая команда всех звёзд,1941,NHL,
suttebr01c,Джек Адамс,1990,NHL,
patrile01c,Первая сборная звезд,1935,NHL,
sherofr01c,Джек Адамс,1973,NHL,
patrile01c,Первая сборная звезд,1933,NHL,
sathegl01c,Джек Адамс,1985,NHL,
irvindi01c,Вторая команда всех звёзд,1932,NHL,
irvindi01c,Вторая команда всех звёзд,1933,NHL,
patrile01c,Первая сборная звезд,1932,NHL,
tippeda01c,Джек Адамс,2009,NHL,
burnspa01c,Джек Адамс,1997,NHL,
adamsja01c,Вторая команда всех звёзд,1944,NHL,
francbo01c,Джек Адамс,2001,NHL,
patrile01c,Первая сборная звезд,1934,NHL,
wattto01c,Джек Адамс,1981,NHL,
rossar01c,Вторая команда всех звёзд,1942,NHL,
quinnpa01c,Джек Адамс,1979,NHL,
barbebi01c,Джек Адамс,2000,NHL,
burnspa01c,Джек Адамс,1988,NHL,
huculsa01c,Смёрз,1974,WHA,
berenre01c,Джек Адамс,1980,NHL,
bouchfr01c,Вторая команда всех звёзд,1939,NHL,
burnspa01c,Джек Адамс,1997,NHL,
irvindi01c,Первая сборная звезд,1943,NHL,
bylsmda01c,Джек Адамс,2010,NHL,
krommbo01c,Джек Адамс,1977,NHL,
irvindi01c,Вторая команда всех звёзд,1940,NHL,
boudrbr01c,Джек Адамс,2007,NHL,
patrile01c,Первая сборная звезд,1937,NHL,
hitchke01c,Джек Адамс,2011,NHL,
irvindi01c,Вторая команда всех звёзд,1933,NHL,
francbo01c,Джек Адамс,2001,NHL,
irvindi01c,Вторая команда всех звёзд,1931,NHL,
barbebi01c,Джек Адамс,2000,NHL,
gottsjo01c,Вторая команда всех звёзд,1945,NHL,
tessior01c,Джек Адамс,1982,NHL,
sherofr01c,Джек Адамс,1973,NHL,
murrabr01c,Джек Адамс,1983,NHL,
nolante01c,Джек Адамс,1996,NHL,
gormato01c,Вторая команда всех звёзд,1935,NHL,
bowmasc01c,Джек Адамс,1976,NHL,
demerja01c,Джек Адамс,1987,NHL,
lemaija01c,Джек Адамс,2002,NHL,
irvindi01c,Вторая команда всех звёзд,1934,NHL,
quinnpa01c,Джек Адамс,1991,NHL,
harribi01c,Бальзак,1973,WHA,
irvindi01c,Первая сборная звезд,1944,NHL,
lemaija01c,Джек Адамс,1993,NHL,
tippeda01c,Джек Адамс,2009,NHL,
dineebi01c,Смёрз,1977,WHA,
adamsja01c,Первая сборная звезд,1942,NHL,
patrile01c,Первая сборная звезд,1931,NHL,
quinnpa01c,Джек Адамс,1979,NHL,
rossar01c,Вторая команда всех звёзд,1942,NHL,
patrile01c,Первая сборная звезд,1930,NHL,
pulfobo01c,Джек Адамс,1974,NHL,
thomppa01c,Первая сборная звезд,1939,NHL,
keenami01c,Джек Адамс,1984,NHL,
rossar01c,Первая сборная звезд,1938,NHL,
irvindi01c,Вторая команда всех звёзд,1932,NHL,
arboual01c,Джек Адамс,1978,NHL,
demerja01c,Джек Адамс,1986,NHL,
martija02c,Джек Адамс,1998,NHL,
kelleja01c,Бальзак,1972,WHA,
patrile01c,Первая сборная звезд,1934,NHL,
quennjo01c,Джек Адамс,1999,NHL,
berenre01c,Джек Адамс,1980,NHL,
weilaco01c,Первая сборная звезд,1940,NHL,
wattto01c,Джек Адамс,1981,NHL,
irvindi01c,Первая сборная звезд,1945,NHL,
duttore01c,Вторая команда всех звёзд,1938,NHL,
patrile01c,Первая сборная звезд,1932,NHL,
bouchfr01c,Вторая команда всех звёзд,1939,NHL,
bouchfr01c,Первая сборная звезд,1941,NHL,
dayha01c,Вторая команда всех звёзд,1943,NHL,
burnspa01c,Джек Адамс,1988,NHL,
gottsjo01c,Вторая команда всех звёзд,1945,NHL,
bouchfr01c,Первая сборная звезд,1941,NHL,
krommbo01c,Смёрз,1975,WHA,
irvindi01c,Первая сборная звезд,1943,NHL,
dineebi01c,Смёрз,1977,WHA,
lemaija01c,Джек Адамс,2002,NHL,
quinnpa01c,Джек Адамс,1979,NHL,
brophjo01c,Смёрз,1978,WHA,
rossar01c,Вторая команда всех звёзд,1942,NHL,
irvindi01c,Первая сборная звезд,1945,NHL,
hitchke01c,Джек Адамс,2011,NHL,
thomppa01c,Первая сборная звезд,1939,NHL,
krommbo01c,Джек Адамс,1977,NHL,
rossar01c,Первая сборная звезд,1938,NHL,
murdobo01c,Джек Адамс,1989,NHL,
keenami01c,Джек Адамс,1984,NHL,
rossar01c,Вторая команда всех звёзд,1937,NHL,
patrile01c,Первая сборная звезд,1930,NHL,
nolante01c,Джек Адамс,1996,NHL,
quinnpa01c,Джек Адамс,1991,NHL,
patrile01c,Первая сборная звезд,1935,NHL,
weilaco01c,Первая сборная звезд,1940,NHL,
burnspa01c,Джек Адамс,1992,NHL,
kelleja01c,Бальзак,1972,WHA,
pulfobo01c,Джек Адамс,1974,NHL,
bowmasc01c,Джек Адамс,1976,NHL,
huculsa01c,Смёрз,1974,WHA,
irvindi01c,Вторая команда всех звёзд,1933,NHL,
duttore01c,Вторая команда всех звёзд,1938,NHL,
boudrbr01c,Джек Адамс,2007,NHL,
demerja01c,Джек Адамс,1986,NHL,
quennjo01c,Джек Адамс,1999,NHL,
sathegl01c,Джек Адамс,1985,NHL,
patrile01c,Первая сборная звезд,1931,NHL,
thomppa01c,Вторая команда всех звёзд,1941,NHL,
irvindi01c,Вторая команда всех звёзд,1930,NHL,
adamsja01c,Первая сборная звезд,1936,NHL,
gormato01c,Вторая команда всех звёзд,1935,NHL,
cherrdo01c,Джек Адамс,1975,NHL,
tippeda01c,Джек Адамс,2009,NHL,
irvindi01c,Вторая команда всех звёзд,1932,NHL,
dineebi01c,Смёрз,1976,WHA,
bylsmda01c,Джек Адамс,2010,NHL,
lemaija01c,Джек Адамс,1993,NHL,
bowmasc01c,Джек Адамс,1995,NHL,
burnspa01c,Джек Адамс,1997,NHL,
murrabr01c,Джек Адамс,1983,NHL,
francbo01c,Джек Адамс,2001,NHL,
ruffli01c,Джек Адамс,2005,NHL,
demerja01c,Джек Адамс,1987,NHL,
vigneal01c,Джек Адамс,2006,NHL,
sherofr01c,Джек Адамс,1973,NHL,
bouchfr01c,Вторая команда всех звёзд,1939,NHL,
patrile01c,Первая сборная звезд,1932,NHL,
patrile01c,Первая сборная звезд,1934,NHL,
irvindi01c,Первая сборная звезд,1944,NHL,
tortojo01c,Джек Адамс,2003,NHL,
burnspa01c,Джек Адамс,1988,NHL,
irvindi01c,Вторая команда всех звёзд,1931,NHL,
huculsa01c,Смёрз,1974,WHA,
thomppa01c,Первая сборная звезд,1939,NHL,
gormato01c,Вторая команда всех звёзд,1935,NHL,
tortojo01c,Джек Адамс,2003,NHL,
irvindi01c,Вторая команда всех звёзд,1934,NHL,
adamsja01c,Вторая команда всех звёзд,1944,NHL,
martija02c,Джек Адамс,1998,NHL,
berenre01c,Джек Адамс,1980,NHL,
sherofr01c,Джек Адамс,1973,NHL,
wattto01c,Джек Адамс,1981,NHL,
duttore01c,Вторая команда всех звёзд,1938,NHL,
rossar01c,Вторая команда всех звёзд,1942,NHL,
cherrdo01c,Джек Адамс,1975,NHL,
rossar01c,Вторая команда всех звёзд,1937,NHL,
burnspa01c,Джек Адамс,1997,NHL,
patrile01c,Первая сборная звезд,1935,NHL,
demerja01c,Джек Адамс,1987,NHL,
murdobo01c,Джек Адамс,1989,NHL,
sathegl01c,Джек Адамс,1985,NHL,
dayha01c,Вторая команда всех звёзд,1943,NHL,
suttebr01c,Джек Адамс,1990,NHL,
murrabr01c,Джек Адамс,1983,NHL,
tessior01c,Джек Адамс,1982,NHL,
nolante01c,Джек Адамс,1996,NHL,
krommbo01c,Джек Адамс,1977,NHL,
hartce01c,Вторая команда всех звёзд,1936,NHL,
irvindi01c,Вторая команда всех звёзд,1940,NHL,
demerja01c,Джек Адамс,1986,NHL,
irvindi01c,Вторая команда всех звёзд,1933,NHL,
kelleja01c,Бальзак,1972,WHA,
hitchke01c,Джек Адамс,2011,NHL,
patrile01c,Первая сборная звезд,1937,NHL,
dineebi01c,Смёрз,1976,WHA,
adamsja01c,Первая сборная звезд,1936,NHL,
krommbo01c,Смёрз,1975,WHA,
irvindi01c,Первая сборная звезд,1943,NHL,
rossar01c,Первая сборная звезд,1938,NHL,
vigneal01c,Джек Адамс,2006,NHL,
arboual01c,Джек Адамс,1978,NHL,
gottsjo01c,Вторая команда всех звёзд,1945,NHL,
irvindi01c,Вторая команда всех звёзд,1932,NHL,
bylsmda01c,Джек Адамс,2010,NHL,
quennjo01c,Джек Адамс,1999,NHL,
irvindi01c,Вторая команда всех звёзд,1930,NHL,
keenami01c,Джек Адамс,1984,NHL,
lemaija01c,Джек Адамс,1993,NHL,
patrile01c,Первая сборная звезд,1934,NHL,
pulfobo01c,Джек Адамс,1974,NHL,
adamsja01c,Первая сборная звезд,1942,NHL,
patrile01c,Первая сборная звезд,1932,NHL,
quinnpa01c,Джек Адамс,1991,NHL,
weilaco01c,Первая сборная звезд,1940,NHL,
quinnpa01c,Джек Адамс,1979,NHL,
bouchfr01c,Вторая команда всех звёзд,1939,NHL,
lemaija01c,Джек Адамс,2002,NHL,
burnspa01c,Джек Адамс,1992,NHL,
bowmasc01c,Джек Адамс,1976,NHL,
irvindi01c,Первая сборная звезд,1944,NHL,
patrile01c,Первая сборная звезд,1931,NHL,
bouchfr01c,Первая сборная звезд,1941,NHL,
patrile01c,Первая сборная звезд,1930,NHL,
thomppa01c,Вторая команда всех звёзд,1941,NHL,
bowmasc01c,Джек Адамс,1995,NHL,
patrile01c,Первая сборная звезд,1933,NHL,
dineebi01c,Смёрз,1977,WHA,
tippeda01c,Джек Адамс,2009,NHL,
harribi01c,Бальзак,1973,WHA,
brophjo01c,Смёрз,1978,WHA,
boudrbr01c,Джек Адамс,2007,NHL,
juliecl01c,Джек Адамс,2008,NHL,
francbo01c,Джек Адамс,2001,NHL,
ruffli01c,Джек Адамс,2005,NHL,
irvindi01c,Первая сборная звезд,1945,NHL,
barbebi01c,Джек Адамс,2000,NHL,
crawfma01c,Джек Адамс,1994,NHL,
juliecl01c,Джек Адамс,2008,NHL,
irvindi01c,Вторая команда всех звёзд,1934,NHL,
thomppa01c,Первая сборная звезд,1939,NHL,
brophjo01c,Смёрз,1978,WHA,
gottsjo01c,Вторая команда всех звёзд,1945,NHL,
demerja01c,Джек Адамс,1986,NHL,
demerja01c,Джек Адамс,1987,NHL,
irvindi01c,Первая сборная звезд,1944,NHL,
huculsa01c,Смёрз,1974,WHA,
adamsja01c,Вторая команда всех звёзд,1944,NHL,
quinnpa01c,Джек Адамс,1991,NHL,
burnspa01c,Джек Адамс,1988,NHL,
krommbo01c,Смёрз,1975,WHA,
irvindi01c,Вторая команда всех звёзд,1940,NHL,
quinnpa01c,Джек Адамс,1979,NHL,
pulfobo01c,Джек Адамс,1974,NHL,
dineebi01c,Смёрз,1977,WHA,
martija02c,Джек Адамс,1998,NHL,
boudrbr01c,Джек Адамс,2007,NHL,
