playerid,award,year,lgid,note,pos
bellobr01,Вторая команда всех звёзд,1989,NHL,,ЛВ
bourqra01,Первая сборная звезд,1989,NHL,,Да
bourqra01,Норрис,1989,NHL,,
brindro01,Все-новичок,1989,NHL,,ЛВ
cavalpa01,Плюс-минус,1989,NHL,,
coffepa01,Вторая команда всех звёзд,1989,NHL,,Да
essenbo01,Все-новичок,1989,NHL,,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести."
gretzwa01,Арт Росс,1989,NHL,,
gretzwa01,Вторая команда всех звёзд,1989,NHL,,С
hullbr01,Первая сборная звезд,1989,NHL,,РВ
hullbr01,Леди Бинг,1989,NHL,,
kluzago01,Мастертон,1989,NHL,,
lemelre01,Джиннिंгс,1989,NHL,общий,
loweke01,Король Кливленд,1989,NHL,,
macinal01,Первая сборная звезд,1989,NHL,,Да
makarse01,Все-новичок,1989,NHL,,РВ
makarse01,Кальдер,1989,NHL,,
meaghri01,Селька,1989,NHL,,
messima01,Первая сборная звезд,1989,NHL,,С
messima01,Харту,1989,NHL,,
messima01,Пёрсон,1989,NHL,,
modanmi01,Все-новичок,1989,NHL,,С
moogan01,Джиннिंгс,1989,NHL,общий,
neelyca01,Вторая команда всех звёзд,1989,NHL,,РВ
puppada01,Вторая команда всех звёзд,1989,NHL,,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести."
ranfobi01,Конн Смайт,1989,NHL,,
robitlu01,Первая сборная звезд,1989,NHL,,ЛВ
roypa01,Первая сборная звезд,1989,NHL,,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести."
roypa01,Везина,1989,NHL,,
shawbr01,Все-новичок,1989,NHL,,Да
smithge01,Все-новичок,1989,NHL,,Да
wilsodo01,Вторая команда всех звёзд,1989,NHL,,Да
blackda01,Все-новичок,2001,NHL,,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести."
richama01,Первая сборная звезд,1955,NHL,,РВ
lidstni01,Норрис,2000,NHL,,
gardich01,Первая сборная звезд,1931,NHL,,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести."
plumbro01,Первая сборная звезд,1976,WHA,,Да
mullejo01,Леди Бинг,1988,NHL,,
smithsi01,Вторая команда всех звёзд,1951,NHL,,ЛВ
carlema01,Все-новичок,2006,NHL,,Да
bennibr01,Все-новичок,1986,NHL,,Да
orrbo01,Конн Смайт,1969,NHL,,
perryco01,Харту,2010,NHL,,
meszaan01,Все-новичок,2005,NHL,,Да
eliaspa01,Все-новичок,1997,NHL,,"Даже если вы не знаете, что это такое, я могу объяснить."
blaketo01,Первая сборная звезд,1939,NHL,,ЛВ
macinal01,Вторая команда всех звёзд,1986,NHL,,Да
laperja01,Вторая команда всех звёзд,1963,NHL,,Да
esposph01,Арт Росс,1968,NHL,,
laflegu01,Пёрсон,1975,NHL,,
carlyra01,Первая сборная звезд,1980,NHL,,Да
harvedo01,Первая сборная звезд,1960,NHL,,Да
roypa01,Первая сборная звезд,1988,NHL,,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести."
richabr01,Все-новичок,2000,NHL,,"Даже если вы не знаете, что это такое, я могу объяснить."
lewicda01,Вторая команда всех звёзд,1954,NHL,,ЛВ
barbebi01,Вторая команда всех звёзд,1978,NHL,,ЛВ
richama01,Вторая команда всех звёзд,1956,NHL,,РВ
