orderid,productid,unitprice,quantity,discount
10634,18,62.5,50,0.0
10599,62,49.3,10,0.0
10267,40,14.7,50,0.0
10464,60,27.2,20,0.0
10315,70,12.0,30,0.0
10768,71,21.5,12,0.0
10270,36,15.2,30,0.0
10432,54,5.9,40,0.0
10514,56,38.0,70,0.0
10269,33,2.0,60,0.0
10832,13,6.0,3,0.0
10941,31,12.5,44,0.0
10390,35,14.4,40,0.0
11077,10,31.0,1,0.0
10470,18,50.0,30,0.0
10743,46,12.0,28,0.0
10920,50,16.25,24,0.0
11056,7,30.0,40,0.0
10972,17,39.0,6,0.0
10800,54,7.45,7,0.0
10597,65,21.05,12,0.0
10901,71,21.5,30,0.0
10289,3,8.0,30,0.0
10465,45,7.6,30,0.0
10755,56,38.0,30,0.0
10363,76,14.4,12,0.0
10575,63,43.9,6,0.0
10841,77,13.0,15,0.0
10499,49,20.0,25,0.0
10954,16,17.45,28,0.0
10354,29,99.0,4,0.0
10685,10,31.0,20,0.0
10255,2,15.2,20,0.0
10514,20,81.0,39,0.0
10584,31,12.5,50,0.0
10793,41,9.65,14,0.0
10535,59,55.0,15,0.0
10625,14,23.25,3,0.0
10472,24,3.6,80,0.0
10370,64,26.6,30,0.0
10693,69,36.0,30,0.0
10770,11,21.0,15,0.0
10619,21,10.0,42,0.0
10981,38,263.5,60,0.0
10521,35,18.0,3,0.0
10656,44,19.45,28,0.0
10357,60,27.2,8,0.0
10952,6,25.0,16,0.0
10700,1,18.0,5,0.0
11029,56,38.0,20,0.0
10271,33,2.0,24,0.0
11038,52,7.0,2,0.0
10492,25,11.2,60,0.0
10840,39,18.0,10,0.0
10916,57,19.5,20,0.0
10432,26,24.9,10,0.0
11039,35,18.0,24,0.0
10903,68,12.5,20,0.0
10713,10,31.0,18,0.0
10424,68,10.0,30,0.0
10527,4,22.0,50,0.0
10990,61,28.5,66,0.0
10913,4,22.0,30,0.0
10439,16,13.9,16,0.0
10688,10,31.0,18,0.0
10750,45,9.5,40,0.0
10483,34,11.2,35,0.0
10492,42,11.2,20,0.0
