orderid,customerid,employeeid,orderdate,requireddate,shippeddate,shipvia,freight,shipname,shipaddress,shipcity,shipregion,shippostalcode,shipcountry
10255,RICSU,9,1996-07-12T00:00:00,1996-08-09T00:00:00,1996-07-15T00:00:00,3,148.33,Richter Supermarkt,Starenweg 5,Genve,,1204,Switzerland
10267,FRANK,4,1996-07-29T00:00:00,1996-08-26T00:00:00,1996-08-06T00:00:00,1,208.58,Frankenversand,Berliner Platz 43,Mnchen,,80805,Germany
10269,WHITC,5,1996-07-31T00:00:00,1996-08-14T00:00:00,1996-08-09T00:00:00,1,4.56,White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA
10270,WARTH,1,1996-08-01T00:00:00,1996-08-29T00:00:00,1996-08-02T00:00:00,1,136.54,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland
10271,SPLIR,6,1996-08-01T00:00:00,1996-08-29T00:00:00,1996-08-30T00:00:00,2,4.54,Split Rail Beer & Ale,P.O. Box 555,Lander,WY,82520,USA
10289,BSBEV,7,1996-08-26T00:00:00,1996-09-23T00:00:00,1996-08-28T00:00:00,3,22.77,B-s Beverages,Fauntleroy Circus,London,,EC2 5NT,UK
10315,ISLAT,4,1996-09-26T00:00:00,1996-10-24T00:00:00,1996-10-03T00:00:00,2,41.76,Island Trading,Garden House Crowther Way,Cowes,Isle of Wight,PO31 7PJ,UK
10354,PERIC,8,1996-11-14T00:00:00,1996-12-12T00:00:00,1996-11-20T00:00:00,3,53.8,Pericles Comidas clsicas,Calle Dr. Jorge Cash 321,Mxico D.F.,,5033,Mexico
10357,LILAS,1,1996-11-19T00:00:00,1996-12-17T00:00:00,1996-12-02T00:00:00,3,34.88,LILA-Supermercado,Carrera 52 con Ave. Bolvar #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela
10363,DRACD,4,1996-11-26T00:00:00,1996-12-24T00:00:00,1996-12-04T00:00:00,3,30.54,Drachenblut Delikatessen,Walserweg 21,Aachen,,52066,Germany
10370,CHOPS,6,1996-12-03T00:00:00,1996-12-31T00:00:00,1996-12-27T00:00:00,2,1.17,Chop-suey Chinese,Hauptstr. 31,Bern,,3012,Switzerland
10390,ERNSH,6,1996-12-23T00:00:00,1997-01-20T00:00:00,1996-12-26T00:00:00,1,126.38,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria
10424,MEREP,7,1997-01-23T00:00:00,1997-02-20T00:00:00,1997-01-27T00:00:00,2,370.61,Mre Paillarde,43 rue St. Laurent,Montral,Qubec,H1J 1C3,Canada
10432,SPLIR,3,1997-01-31T00:00:00,1997-02-14T00:00:00,1997-02-07T00:00:00,2,4.34,Split Rail Beer & Ale,P.O. Box 555,Lander,WY,82520,USA
10439,MEREP,6,1997-02-07T00:00:00,1997-03-07T00:00:00,1997-02-10T00:00:00,3,4.07,Mre Paillarde,43 rue St. Laurent,Montral,Qubec,H1J 1C3,Canada
10464,FURIB,4,1997-03-04T00:00:00,1997-04-01T00:00:00,1997-03-14T00:00:00,2,89.0,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,,1675,Portugal
10465,VAFFE,1,1997-03-05T00:00:00,1997-04-02T00:00:00,1997-03-14T00:00:00,3,145.04,Vaffeljernet,Smagsloget 45,rhus,,8200,Denmark
10470,BONAP,4,1997-03-11T00:00:00,1997-04-08T00:00:00,1997-03-14T00:00:00,2,64.56,Bon app-,"12, rue des Bouchers",Marseille,,13008,France
10472,SEVES,8,1997-03-12T00:00:00,1997-04-09T00:00:00,1997-03-19T00:00:00,1,4.2,Seven Seas Imports,90 Wadhurst Rd.,London,,OX15 4NB,UK
10483,WHITC,7,1997-03-24T00:00:00,1997-04-21T00:00:00,1997-04-25T00:00:00,2,15.28,White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA
10492,BOTTM,3,1997-04-01T00:00:00,1997-04-29T00:00:00,1997-04-11T00:00:00,1,62.89,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada
10499,LILAS,4,1997-04-08T00:00:00,1997-05-06T00:00:00,1997-04-16T00:00:00,2,102.02,LILA-Supermercado,Carrera 52 con Ave. Bolvar #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela
10514,ERNSH,3,1997-04-22T00:00:00,1997-05-20T00:00:00,1997-05-16T00:00:00,2,789.95,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria
10521,CACTU,8,1997-04-29T00:00:00,1997-05-27T00:00:00,1997-05-02T00:00:00,2,17.22,Cactus Comidas para llevar,Cerrito 333,Buenos Aires,,1010,Argentina
10527,QUICK,7,1997-05-05T00:00:00,1997-06-02T00:00:00,1997-05-07T00:00:00,1,41.9,QUICK-Stop,Taucherstrae 10,Cunewalde,,1307,Germany
10535,ANTON,4,1997-05-13T00:00:00,1997-06-10T00:00:00,1997-05-21T00:00:00,1,15.64,Antonio Moreno Taquera,Mataderos 2312,Mxico D.F.,,5023,Mexico
10575,MORGK,5,1997-06-20T00:00:00,1997-07-04T00:00:00,1997-06-30T00:00:00,1,127.34,Morgenstern Gesundkost,Heerstr. 22,Leipzig,,4179,Germany
10584,BLONP,4,1997-06-30T00:00:00,1997-07-28T00:00:00,1997-07-04T00:00:00,1,59.14,Blondel pre et fils,"24, place Klber",Strasbourg,,67000,France
10597,PICCO,7,1997-07-11T00:00:00,1997-08-08T00:00:00,1997-07-18T00:00:00,3,35.12,Piccolo und mehr,Geislweg 14,Salzburg,,5020,Austria
10599,BSBEV,6,1997-07-15T00:00:00,1997-08-26T00:00:00,1997-07-21T00:00:00,3,29.98,B-s Beverages,Fauntleroy Circus,London,,EC2 5NT,UK
10619,MEREP,3,1997-08-04T00:00:00,1997-09-01T00:00:00,1997-08-07T00:00:00,3,91.05,Mre Paillarde,43 rue St. Laurent,Montral,Qubec,H1J 1C3,Canada
10625,ANATR,3,1997-08-08T00:00:00,1997-09-05T00:00:00,1997-08-14T00:00:00,1,43.9,Ana Trujillo Emparedados y helados,Avda. de la Constitucin 2222,Mxico D.F.,,5021,Mexico
10634,FOLIG,4,1997-08-15T00:00:00,1997-09-12T00:00:00,1997-08-21T00:00:00,3,487.38,Folies gourmandes,"184, chausse de Tournai",Lille,,59000,France
10656,GREAL,6,1997-09-04T00:00:00,1997-10-02T00:00:00,1997-09-10T00:00:00,1,57.15,Great Lakes Food Market,2732 Baker Blvd.,Eugene,OR,97403,USA
10685,GOURL,4,1997-09-29T00:00:00,1997-10-13T00:00:00,1997-10-03T00:00:00,2,33.75,Gourmet Lanchonetes,"Av. Brasil, 442",Campinas,SP,04876-786,Brazil
10688,VAFFE,4,1997-10-01T00:00:00,1997-10-15T00:00:00,1997-10-07T00:00:00,2,299.09,Vaffeljernet,Smagsloget 45,rhus,,8200,Denmark
10693,WHITC,3,1997-10-06T00:00:00,1997-10-20T00:00:00,1997-10-10T00:00:00,3,139.34,White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA
10700,SAVEA,3,1997-10-10T00:00:00,1997-11-07T00:00:00,1997-10-16T00:00:00,1,65.1,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
10713,SAVEA,1,1997-10-22T00:00:00,1997-11-19T00:00:00,1997-10-24T00:00:00,1,167.05,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
10743,AROUT,1,1997-11-17T00:00:00,1997-12-15T00:00:00,1997-11-21T00:00:00,2,23.72,Around the Horn,Brook Farm Stratford St. Mary,Colchester,Essex,CO7 6JX,UK
10750,WARTH,9,1997-11-21T00:00:00,1997-12-19T00:00:00,1997-11-24T00:00:00,1,79.3,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland
10755,BONAP,4,1997-11-26T00:00:00,1997-12-24T00:00:00,1997-11-28T00:00:00,2,16.71,Bon app-,"12, rue des Bouchers",Marseille,,13008,France
10768,AROUT,3,1997-12-08T00:00:00,1998-01-05T00:00:00,1997-12-15T00:00:00,2,146.32,Around the Horn,Brook Farm Stratford St. Mary,Colchester,Essex,CO7 6JX,UK
10770,HANAR,8,1997-12-09T00:00:00,1998-01-06T00:00:00,1997-12-17T00:00:00,3,5.32,Hanari Carnes,"Rua do Pao, 67",Rio de Janeiro,RJ,05454-876,Brazil
