lahmanid,playerid,managerid,hofid,birthyear,birthmonth,birthday,birthcountry,birthstate,birthcity,deathyear,deathmonth,deathday,deathcountry,deathstate,deathcity,namefirst,namelast,namenote,namegiven,namenick,weight,height,bats,throws,debut,finalgame,college,lahman40id,lahman45id,retroid,holtzid,bbrefid
38,acklefr01,,,1937.0,4.0,10.0,США,ЖИ,Хэйворд,2002.0,5.0,22.0,США,МН,Дулут,Фриц,Акли,,Флориан Фредерик,,202.0,73.0,L,Р,9/21/1963,5/9/1964,,acklefr01,acklefr01,acklf101,acklefr01,acklefr01
47,adamsac01,,,1910.0,3.0,2.0,США,КА,Ивы,2006.0,2.0,26.0,США,GA,Олбани,Эйс,Адамс,,Эйс Таунсенд,,182.0,70.0,Р,Р,4/15/1941,4/24/1946,,adamsac01,adamsac01,adama101,adamsac01,adamsac01
69,adamssp02,,,1898.0,6.0,21.0,США,UT,Лэйтон,1970.0,11.0,24.0,США,UT,Солт-Лейк-Сити,Спенсер,Адамс,,Спенсер Дьюи,,158.0,69.0,L,Р,5/8/1923,10/2/1927,,adamssp02,adamssp02,adams102,adamssp02,adamssp02
77,adducji01,,,1959.0,8.0,9.0,США,Ил,Чикаго,,,,,,,Джим,Аддуки,,Джеймс Давид,,200.0,77.0,L,L,9/12/1983,7/26/1989,Южный Иллинойс,adducji01,adducji01,adduj001,adducji01,adducji01
78,addybo01,addybo01m,,1845.0,2.0,,США,Нью-Йорк,Рочестер,1910.0,4.0,9.0,США,Идентификационный номер,Покателло,Боб,Эдди,,Роберт Эдвард,Магнет,160.0,68.0,L,L,5/6/1871,,,addybo01,addybo01,addyb101,addybo01,addybo01
86,adlesda01,,,1943.0,7.0,15.0,США,КА,Длинный пляж,,,,,,,Дэйв,Адлеш,,Дэвид Джордж,,187.0,72.0,Р,Р,5/12/1963,9/28/1968,,adlesda01,adlesda01,adled101,adlesda01,adlesda01
90,agganha01,,,1929.0,4.0,20.0,США,МЭТ,Линн,1955.0,6.0,27.0,США,МЭТ,Кембридж,Гарри,Аггани,,Аристотель Джордж,Золотой греческий,200.0,74.0,L,L,4/13/1954,6/2/1955,,agganha01,agganha01,aggah101,agganha01,agganha01
103,aitchra01,,,1887.0,12.0,5.0,США,УР,Тиндал,1958.0,9.0,26.0,США,KS,Колумб,Роли,Эйчисон,,Рейли Леонидас,,175.0,71.0,Р,L,4/19/1911,6/20/1915,,aitchra01,aitchra01,aitcr101,aitchra01,aitchra01
107,akerfda01,,,1962.0,6.0,12.0,США,CO,Денвер,,,,,,,Даррел,Akerfelds,,Даррел Уэйн,,210.0,74.0,Р,Р,8/1/1986,7/2/1991,Арканзас,akerfda01,akerfda01,akerd001,akerfda01,akerfda01
113,alberbu01,,,1950.0,5.0,4.0,США,ПА,Вильямспорт,,,,,,,Бутч,Альберты,,Фрэнсис Бёрт,,205.0,74.0,Р,Р,9/7/1978,9/28/1978,Цинциннати,alberbu01,alberbu01,albeb101,alberbu01,alberbu01
126,aldremi01,,,1961.0,1.0,29.0,США,КА,Кармель,,,,,,,Майк,Альдрите,,Майкл Питер,,180.0,71.0,L,L,5/28/1986,9/29/1996,Стэнфорд,aldremi01,aldremi01,aldrm001,aldremi01,aldremi01
127,aldrija01,,,1961.0,4.0,14.0,США,Лос-Анджелес,Александрия,,,,,,,Джей,Алдрих,,Джей Роберт,,210.0,75.0,Р,Р,6/5/1987,4/26/1990,Государство Монтклер,aldrija01,aldrija01,aldrj001,aldrija01,aldrija01
132,alexada01,,,1903.0,4.0,26.0,США,TN,Гринвилль,1979.0,3.0,2.0,США,TN,Гринвилль,Дейл,Александр,,Дэвид Дэйл,Лось,210.0,75.0,Р,Р,4/16/1929,9/23/1933,,alexada01,alexada01,alexd101,alexada01,alexada01
136,alexahu01,,,1917.0,7.0,10.0,США,МО,Буффало,2000.0,11.0,25.0,США,МО,Буффало,Хью,Александр,,Хью,,190.0,72.0,Р,Р,8/15/1937,9/22/1937,,alexahu01,alexahu01,alexh101,alexahu01,alexahu01
137,alexama02,,,1971.0,3.0,20.0,Д.Р.,,Сан-Педро-де-Макорис,,,,,,,Мэнни,Александр,Родился Мануэлем де Хесусом (Александер),Мануэль де Хесус,,150.0,70.0,Р,Р,9/18/1992,9/28/2006,,alexama02,alexama02,alexm001,alexama02,alexama02
