id,lgid,teamid,franchid,name,park
163,NL,BRO,LAD,Бруклинские женихи,Вашингтон Парк II
73,AL,LAA,ANA,Лос-Анджелесские ангелы,Уригли Филд (ЛА)
314,UA,WSU,WNA,&lt; &lt; Вашингтон нэшнлз &gt; &gt;,
206,NL,CN1,CNR,Красные Цинциннати,Банк-стрит
51,AL,CHA,CHW,Чикаго Уайт Сокс,Парк &lt; &lt; Саутсайд II &gt; &gt;
292,NL,WAS,WSN,&lt; &lt; Вашингтон нэшнлз &gt; &gt;,Стадион R.F.K.
309,UA,MLU,MLU,Милуоки Брюэрс,
200,NL,CIN,CIN,Красные Цинциннати,Палас фанов
311,UA,SLU,SLM,Сент-Луис Марунс,
118,FL,BRF,BTT,Бруклинские таблетки,
136,,CL1,CFC,Кливлендские лесные города,Национальная ассоциация &lt; &lt; Земля &gt; &gt;
9,AA,BS2,BRS,Бостонские красные,Улица Конгресса
111,AL,WS1,MIN,Сенаторы Вашингтона,Парк I Американской лиги
140,,KEO,WES,Кеокук Вестерн,Парк Перри
207,NL,COL,COL,Колорадо Скалистые горы,Поле ковров
45,AL,BOS,BOS,Бостонский ред Сокс,Парк Фенвей II
248,NL,PHI,PHI,Филадельфия Филадельфия,Кубок Бейкера
92,AL,PHA,OAK,Филадельфия Атлетика,Колумбийский парк
304,UA,BLU,BLU,Памятные памятники Балтимора,
91,AL,OAK,OAK,Аклендская атлетика,Окленд-Аламеда Страна Колизей
126,FL,PTF,PBS,Питтсбургские повстанцы,
293,NL,WOR,WOR,Вихревые рубиновые ножки,Вихревый парк для вождения
77,AL,MIN,MIN,Близнецы из Миннесоты,Столичный стадион
90,AL,OAK,OAK,Аклендская атлетика,Оклендская Колизей
93,AL,PHA,OAK,Филадельфия Атлетика,Стадион Конни Мак
70,AL,KCA,KCR,Канзас-Сити Роялс,Муниципальный стадион II
7,AA,BR3,LAD,Бруклинские серые,Вашингтон Парк I
124,FL,KCF,KCP,Канзас Сити Пакерс,
62,AL,CLE,CLE,Кливленд Напс,&lt; &lt; Парк II Лиги &gt; &gt;
80,AL,MLA,BAL,Милуоки Брюэрс,Земля Ллойда
151,,WS3,OLY,Олимпийские игры в Вашингтоне,Олимпийские игры
25,AA,PH4,PHA,Филадельфия Атлетика,Парк Окдейл
225,NL,LAN,LAD,Лос-Анджелес Доджерс,Колизей мемориала Лос-Анджелеса
35,AA,TL2,TLM,Толедо Маумес,Парк &lt; &lt; Сперанза &gt; &gt;
291,NL,WAS,WSN,&lt; &lt; Вашингтон нэшнлз &gt; &gt;,Национальный парк
24,AA,PH4,PHA,Филадельфия Атлетика,Земля Джефферсона
271,NL,SFN,SFG,Сан-Франциско Гиганты,Парк слоновой палочки
94,AL,PHA,OAK,Филадельфия Атлетика,Парк Шиве
37,AA,WS9,WAS,Вашингтон,Поле границы
73,AL,LAA,ANA,Лос-Анджелесские ангелы,Уригли Филд (ЛА)
228,NL,LS3,LOU,Полковники Луисвиля,Парк II &lt; &lt; Эклипс &gt; &gt;
98,AL,SEA,SEA,Морские пехотинцы Сиэтла,Поле Safeco
63,AL,DET,DET,&lt; &lt; Тигры Детройта &gt; &gt;,Парк Беннетт
168,NL,BRO,LAD,Бруклинские Робинс,Эббетс Поле
239,NL,NY1,SFG,Нью-Йорк Гиганты,Поло Земля III
247,NL,PHI,PHI,Филадельфия &lt; &lt; Голубой Джейс &gt; &gt;,Парк Шиве
174,NL,BSN,ATL,Бостонские бунтари,South End Groups III
60,AL,CLE,CLE,Индейцы Кливленда,Прогрессивная область
146,,PH3,CEN,Столетия Филадельфии,Столетние земли
231,NL,MIL,MIL,Милуоки Брюэрс,Миллер Парк
43,AL,BOS,BOS,Бостонские американцы,Земля Хантингтон-авеню
208,NL,COL,COL,Колорадо Скалистые горы,Высший стадион Майл
51,AL,CHA,CHW,Чикаго Уайт Сокс,Парк &lt; &lt; Саутсайд II &gt; &gt;
40,AL,BAL,BAL,Балтимор Ориолс,Памятный стадион
147,,RC1,ROK,Рокфордские лесные города,Сельскохозяйственное общество
263,NL,PIT,PIT,Питтсбургские пираты,Парк PNC
190,NL,CHN,CHC,Белые чулки Чикаго,Озерный парк I/Лейк Фронт Парк II
226,NL,LS1,LGR,Луисвилл Грейс,Бейсбольный парк Луизвилла
145,,PH2,PWS,Филадельфия Уайтс,Земля Джефферсона
276,NL,SL5,SLM,Сент-Луис Марунс,Парк I для спортсменов
152,,WS4,NAT,&lt; &lt; Вашингтон нэшнлз &gt; &gt;,Национальные земли
97,AL,SEA,SEA,Морские пехотинцы Сиэтла,Полевое поле Королевства/ &lt; &lt; Сейфко &gt; &gt;
78,AL,MIN,MIN,Близнецы из Миннесоты,Целевая группа на местах
292,NL,WAS,WSN,&lt; &lt; Вашингтон нэшнлз &gt; &gt;,Стадион R.F.K.
14,AA,CN2,CIN,Красные чулки Цинциннати,Парк I Лиги в Цинциннати
118,FL,BRF,BTT,Бруклинские таблетки,
21,AA,ML3,MLA,Милуоки Брюэрс,Атлетическое поле
249,NL,PHI,PHI,Филадельфия Филадельфия,Бейкер Боул/парк Шиби
135,,CH2,CNA,Белые чулки Чикаго,23-я улица
2,AA,BL2,BLO,Балтимор Ориолс,Парк Ориол
286,NL,SR1,SYR,Звезды Сиракуз,Парк Ньюэлла
196,NL,CIN,CIN,Красные Цинциннати,Crosley Field/Riverfront Stadium
74,AL,LAA,ANA,Лос-Анджелесские ангелы Анахейма,Ангельский стадион
161,NL,BLN,BLO,Балтимор Ориолс,Юнионный парк
298,PL,CHP,CHP,Чикагские пираты,
144,,PH1,PNA,Филадельфия Атлетика,Земля Джефферсона
66,AL,DET,DET,&lt; &lt; Тигры Детройта &gt; &gt;,Поле Навина
103,AL,TEX,TEX,Техасские рейнджеры,Поле Америкс
121,FL,CHF,CHH,Чикаго Чи-Федералы,Филд Уригли
4,AA,BL3,BLO,Балтимор Ориолс,Юнионный парк
92,AL,PHA,OAK,Филадельфия Атлетика,Колумбийский парк
297,PL,BSP,BRS,Бостонские красные,
171,NL,BSN,ATL,Бостонские бунтари,South End Groups I
222,NL,IN3,IND,Индианаполис Хусье,Атлетический парк II
120,FL,BUF,BFL,Буффало Баффеды,
96,AL,SEA,SEA,Морские пехотинцы Сиэтла,Королевство
173,NL,BSN,ATL,Бостонские бунтари,South End Groups II / Congress Street Groups / South End Groups III
311,UA,SLU,SLM,Сент-Луис Марунс,
211,NL,FLO,FLA,Флорида Марлинс,Стадион Джо Робби
54,AL,CLE,CLE,Блюз Кливленда,Парк I Лиги
114,AL,WS1,MIN,Сенаторы Вашингтона,Стадион Griffith II
306,UA,CHU,CPI,Чикаго/Питтсбург (Союзная лига),
221,NL,IN3,IND,Индианаполис Хусье,Атлетический парк I
8,AA,BR4,BRG,Бруклинские гладиаторы,Риджвуд Парк
198,NL,CIN,CIN,Красные Цинциннати,Парк I Лиги в Цинциннати
