id,year,round,series,tmidwinner,lgidwinner,tmidloser,lgidloser,w,l
3,1946,QF,M,PHW,NBA,STB,NBA,2,1
11,1947,DT,A,BLB,NBA,CHS,NBA,1,0
12,1947,DT,A,CHS,NBA,WSC,NBA,1,0
15,1948,DSF,J,NYK,NBA,BLB,NBA,2,1
38,1950,DSF,J,MNL,NBA,INO,NBA,2,1
44,1951,DF,K,MNL,NBA,ROC,NBA,3,1
67,1954,DSF,J,MNL,NBA,ROC,NBA,2,1
70,1955,DT,A,SYR,NBA,NYK,NBA,1,0
79,1956,DSF,J,MNL,NBA,FTW,NBA,2,0
84,1957,F,O,STL,NBA,BOS,NBA,4,2
90,1958,DF,K,MNL,NBA,STL,NBA,4,2
104,1961,F,O,BOS,NBA,LAL,NBA,4,3
105,1961,DF,K,LAL,NBA,DET,NBA,4,2
114,1963,F,O,BOS,NBA,SFW,NBA,4,1
126,1965,DSF,J,STL,NBA,BAL,NBA,3,0
135,1967,DSF,J,BOS,NBA,DET,NBA,4,2
141,1968,DF,K,BOS,NBA,NYK,NBA,4,2
142,1968,DSF,J,NYK,NBA,BAL,NBA,4,0
166,1971,CF,N,LAL,NBA,MIL,NBA,4,2
167,1971,CSF,M,LAL,NBA,CHI,NBA,4,0
173,1972,CF,N,LAL,NBA,GSW,NBA,4,1
182,1973,CSF,M,CHI,NBA,DET,NBA,4,3
184,1974,CFR,L,HOU,NBA,NYK,NBA,2,1
189,1974,CFR,L,SEA,NBA,DET,NBA,2,1
190,1974,CSF,M,CHI,NBA,KCO,NBA,4,2
191,1974,CSF,M,GSW,NBA,SEA,NBA,4,2
208,1976,CFR,L,GSW,NBA,DET,NBA,2,1
210,1976,CSF,M,POR,NBA,DEN,NBA,4,2
224,1978,CFR,L,ATL,NBA,HOU,NBA,2,0
227,1978,CSF,M,WSB,NBA,ATL,NBA,4,3
230,1978,CFR,L,LAL,NBA,DEN,NBA,2,1
231,1978,CFR,L,PHO,NBA,POR,NBA,2,1
235,1979,CFR,L,PHI,NBA,WSB,NBA,2,0
238,1979,CSF,M,PHI,NBA,ATL,NBA,4,1
243,1979,CSF,M,LAL,NBA,PHO,NBA,4,1
248,1980,CSF,M,BOS,NBA,CHI,NBA,4,0
253,1980,CSF,M,HOU,NBA,SAS,NBA,4,3
254,1980,CSF,M,KCK,NBA,PHO,NBA,4,3
255,1981,CF,N,PHI,NBA,BOS,NBA,4,3
262,1981,CFR,L,PHO,NBA,DEN,NBA,2,1
264,1981,CSF,M,LAL,NBA,PHO,NBA,4,0
268,1982,CFR,L,BOS,NBA,ATL,NBA,2,1
284,1983,F,O,BOS,NBA,LAL,NBA,4,3
286,1983,CFR,L,LAL,NBA,KCK,NBA,3,0
299,1984,F,O,LAL,NBA,BOS,NBA,4,2
311,1985,CFR,L,PHI,NBA,WSB,NBA,3,2
337,1987,CFR,L,BOS,NBA,NYK,NBA,3,1
341,1987,CSF,M,DET,NBA,CHI,NBA,4,1
345,1987,CFR,L,LAL,NBA,SAS,NBA,3,0
346,1987,CFR,L,DAL,NBA,HOU,NBA,3,1
356,1988,CSF,M,DET,NBA,MIL,NBA,4,0
362,1988,CFR,L,SEA,NBA,HOU,NBA,3,1
363,1988,CSF,M,LAL,NBA,SEA,NBA,4,0
374,1989,CFR,L,POR,NBA,DAL,NBA,3,0
378,1989,CSF,M,PHO,NBA,LAL,NBA,4,1
387,1990,F,O,CHI,NBA,LAL,NBA,4,1
403,1991,CF,N,POR,NBA,UTA,NBA,4,2
406,1991,CFR,L,SEA,NBA,GSW,NBA,3,1
413,1992,CFR,L,NYK,NBA,IND,NBA,3,1
414,1992,CFR,L,CLE,NBA,NJN,NBA,3,2
417,1992,F,O,CHI,NBA,PHO,NBA,4,2
419,1992,CFR,L,SAS,NBA,POR,NBA,3,1
428,1993,CFR,L,NYK,NBA,NJN,NBA,3,1
432,1993,F,O,HOU,NBA,NYK,NBA,4,3
440,1994,CF,N,ORL,NBA,IND,NBA,4,3
445,1994,CSF,M,ORL,NBA,CHI,NBA,4,2
451,1994,CFR,L,LAL,NBA,SEA,NBA,3,1
463,1995,CF,N,SEA,NBA,UTA,NBA,4,3
466,1995,CFR,L,SEA,NBA,SAC,NBA,3,1
467,1995,CFR,L,UTA,NBA,POR,NBA,3,2
468,1995,CSF,M,SEA,NBA,HOU,NBA,4,0
470,1996,CF,N,CHI,NBA,MIA,NBA,4,1
473,1996,CFR,L,ATL,NBA,DET,NBA,3,2
477,1996,F,O,CHI,NBA,UTA,NBA,4,2
493,1997,CF,N,UTA,NBA,LAL,NBA,4,0
508,1998,CF,N,SAS,NBA,POR,NBA,4,0
513,1998,CSF,M,SAS,NBA,LAL,NBA,4,0
548,2001,CFR,L,DET,NBA,TOR,NBA,3,2
557,2001,CFR,L,SAS,NBA,SEA,NBA,3,2
558,2001,CSF,M,LAL,NBA,SAS,NBA,4,1
563,2002,CFR,L,PHI,NBA,NOH,NBA,4,2
568,2002,CF,N,SAS,NBA,DAL,NBA,4,2
576,2003,CFR,L,IND,NBA,BOS,NBA,4,0
577,2003,CFR,L,NJN,NBA,NYK,NBA,4,0
585,2003,CFR,L,LAL,NBA,HOU,NBA,4,1
590,2004,CF,N,DET,NBA,MIA,NBA,4,3
594,2004,CFR,L,IND,NBA,BOS,NBA,4,3
596,2004,CSF,M,DET,NBA,IND,NBA,4,2
598,2004,CF,N,SAS,NBA,PHO,NBA,4,1
606,2005,CFR,L,DET,NBA,MIL,NBA,4,1
617,2005,CFR,L,PHO,NBA,LAL,NBA,4,3
619,2005,CSF,M,PHO,NBA,LAC,NBA,4,3
639,2007,CFR,L,BOS,NBA,ATL,NBA,4,3
666,2009,CFR,L,ORL,NBA,CHA,NBA,4,0
