id,playerid,year,stint,tmid,lgid,gp,gs,minutes,points,orebounds,drebounds,rebounds,assists,steals,blocks,turnovers,pf,fgattempted,fgmade,ftattempted,ftmade,threeattempted,threemade,postgp,postgs,postminutes,postpoints,postorebounds,postdrebounds,postrebounds,postassists,poststeals,postblocks,postturnovers,postpf,postfgattempted,postfgmade,postftattempted,postftmade,postthreeattempted,postthreemade,note
205,aingeda01,1987,1,BOS,NBA,81,0,3018,1270,59,190,249,503,115,17,153,203,982,482,180,158,357,148,17,0,670,198,15,38,53,109,9,1,41,64,184,71,42,37,57,19,
294,allenma01,2006,1,CHI,NBA,60,0,638,242,42,77,119,16,17,16,21,85,258,107,34,28,1,0,5,0,35,4,4,3,7,1,1,1,3,7,12,2,0,0,0,0,
298,allenma01,2009,1,DEN,NBA,51,0,456,105,36,46,82,16,11,5,22,68,116,46,13,12,6,1,4,0,11,0,2,1,3,0,1,0,0,2,1,0,0,0,0,0,
1424,beckear01,1972,2,DLC,ABA,6,0,50,20,4,8,12,0,0,0,4,3,12,7,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1520,bellwh01,1959,1,NYK,NBA,31,0,449,168,0,0,87,55,0,0,0,59,185,70,43,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1741,birdla01,1983,1,BOS,NBA,79,0,3028,1908,181,615,796,520,144,69,237,197,1542,758,421,374,73,18,23,0,961,632,62,190,252,136,54,27,87,71,437,229,190,167,17,7,
2660,brownkw01,2009,1,DET,NBA,48,0,660,157,53,124,177,22,15,12,43,93,124,62,98,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2950,burresc01,1995,1,CHH,NBA,20,0,693,263,26,72,98,47,27,13,43,76,206,92,56,42,98,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3444,cartefr01,1970,1,BAL,NBA,77,0,1707,799,0,0,251,165,0,0,0,165,815,340,183,119,0,0,18,0,597,263,0,0,82,36,0,0,0,63,260,108,73,47,0,0,
3810,choneji01,1976,1,CLE,NBA,82,0,2378,1055,208,480,688,104,32,77,0,258,972,450,212,155,0,0,3,0,99,39,11,20,31,3,0,1,0,9,27,16,7,7,0,0,
4588,curlebi01,1998,1,MIN,NBA,35,0,372,78,20,31,51,14,17,9,10,83,72,29,22,19,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4758,danieme01,1967,1,MNM,ABA,78,0,2938,1729,502,711,1213,109,0,0,232,268,1640,669,678,390,5,1,10,0,409,253,0,0,161,19,0,0,33,35,226,98,94,57,0,0,
5014,davismi02,1971,1,PTC,ABA,23,0,126,64,21,20,41,9,0,0,17,23,63,25,20,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5555,doveso01,1969,1,NYA,ABA,80,0,2284,1154,236,307,543,107,0,0,201,295,987,456,379,240,13,2,7,0,281,123,0,0,71,9,0,0,0,0,97,48,39,26,4,1,
6518,ferrybo01,1960,1,DET,NBA,79,0,1657,889,0,0,500,129,0,0,0,205,776,350,255,189,0,0,5,0,167,101,0,0,63,11,0,0,0,12,74,30,49,41,0,0,
7200,garreca01,1983,1,LAL,NBA,41,0,478,188,24,47,71,31,12,2,34,62,152,78,39,30,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8221,guokama02,1970,2,CHI,NBA,78,0,2208,513,0,0,157,342,0,0,0,189,418,206,138,101,0,0,6,0,83,20,0,0,8,12,0,0,0,8,14,8,5,4,0,0,
8310,haleyja01,1989,1,CHI,NBA,11,0,58,25,7,11,18,4,0,1,7,7,20,9,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8492,hardaan01,2000,1,PHO,NBA,4,0,112,39,5,13,18,15,6,1,3,6,36,15,11,7,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8589,harpero01,1999,1,LAL,NBA,80,0,2042,557,96,241,337,270,85,39,132,164,531,212,147,100,106,33,23,0,643,198,30,55,85,73,23,13,28,63,181,78,47,33,39,9,
9563,horryro01,1997,1,LAL,NBA,72,0,2192,536,186,356,542,163,112,94,99,238,420,200,169,117,93,19,13,0,422,112,34,50,84,40,14,14,18,45,70,39,41,28,17,6,
9902,ilgauzy01,2001,1,CLE,NBA,62,0,1329,690,136,198,334,70,17,84,94,187,567,241,276,208,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10060,jacksji01,1998,1,POR,NBA,49,0,1175,414,36,123,159,128,43,6,82,80,370,152,101,85,90,25,13,0,265,95,8,22,30,19,7,1,18,26,72,26,42,38,18,5,
10585,johnsgu01,1972,2,INA,ABA,50,0,753,299,85,160,245,62,0,0,70,113,299,132,42,31,21,4,17,0,184,42,23,46,69,15,0,0,18,27,59,15,16,12,0,0,
11923,kukocto01,2000,1,PHI,NBA,48,0,979,386,47,115,162,93,35,6,60,62,330,151,88,52,78,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
12073,lamplji01,1986,1,PHI,NBA,1,0,16,3,1,4,5,0,1,0,1,0,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
12485,lewisra02,2000,1,SEA,NBA,78,0,2720,1151,143,398,541,125,91,45,129,191,887,426,213,176,285,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
12544,listeal01,1984,1,MIL,NBA,81,0,2091,798,219,428,647,127,49,167,183,287,598,322,262,154,1,0,8,0,203,69,27,35,62,15,6,15,16,36,60,27,32,15,0,0,
12789,lovest01,1971,1,BAL,NBA,74,0,1327,587,0,0,338,52,0,0,0,202,536,242,140,103,0,0,4,0,14,2,0,0,6,1,0,0,0,3,4,1,0,0,0,0,
12914,macaued01,1951,1,BOS,NBA,66,0,2631,1264,0,0,529,232,0,0,0,174,888,384,621,496,0,0,3,0,129,70,0,0,33,11,0,0,0,11,49,27,19,16,0,0,
13969,mckenke01,1983,1,IND,NBA,61,0,923,387,30,65,95,114,46,5,62,133,371,152,98,80,17,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
14700,monroea01,1967,1,BAL,NBA,82,0,3012,1991,0,0,465,349,0,0,0,282,1637,742,649,507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
14751,moorege01,1971,2,NYA,ABA,68,0,1149,502,149,260,409,40,0,0,126,178,445,212,106,77,3,1,18,0,111,39,0,0,29,2,0,0,10,21,36,16,8,7,0,0,
15546,normaco01,1975,1,PHI,NBA,65,0,818,386,51,50,101,66,28,7,0,87,422,183,24,20,0,0,1,0,1,2,0,1,1,0,0,0,0,0,1,1,0,0,0,0,
16153,palazto01,1956,2,SYR,NBA,42,0,780,451,0,0,187,41,0,0,0,94,453,169,143,113,0,0,5,0,87,45,0,0,18,5,0,0,0,11,49,19,9,7,0,0,
16507,perkisa01,1986,1,DAL,NBA,80,0,2687,1186,197,419,616,146,109,77,132,269,957,461,296,245,54,19,4,0,133,68,12,22,34,5,4,1,9,16,52,26,23,16,4,0,
