id,draftyear,draftround,draftselection,draftoverall,tmid,firstname,lastname,suffixname,playerid,draftfrom,lgid
53,1967,0,0,0,INA,Jim,Walker,,walkeji01,Providence,ABA
128,1967,0,0,0,PTP,Steve,Sullivan,,,Georgetown,ABA
224,1968,0,0,0,LAS,Cary,Smith,,,California State-Los Angeles,ABA
692,1971,0,0,0,MMP,Amos,Thomas,,,Southwest Oklahoma,ABA
698,1971,0,0,0,MMP,Jim,Gregory,,,E. Carolina,ABA
780,1972,0,0,0,CAR,Steve,Previs,,previst01,North Carolina,ABA
1030,1973,1,0,0,SAA,Mike,DAntoni,,dantomi01,Marshall,ABA
1041,1973,1,0,0,UTS,Dennis,Johnson,,,Ferris State,ABA
1075,1973,2,0,0,SDA,Mike,Contreras,,,Arizona State,ABA
1123,1973,5,0,0,SAA,Luke,Witte,,wittelu01,Ohio State,ABA
1134,1973,6,0,0,KEN,Jerry,Clark,,,Skagit Valley JC (WA),ABA
1256,1974,3,0,0,DNA,Don,Adams,,,Detroit,ABA
1264,1974,3,0,0,NYA,Jerry,Sloan,,sloanje01,Chicago,ABA
1389,1975,3,0,0,KEN,Eric,Fernsten,,fernser01,San Francisco,ABA
1427,1975,7,0,0,KEN,Randy,Meister,,,Penn State,ABA
1466,1947,0,0,0,CHS,Ralph,Bishop,,,Washington,NBA
1535,1948,0,0,0,BLB,Dan,Kraus,,krausda01,Georgetown,NBA
1548,1948,0,0,0,BOS,Ray,Wehde,,,Iowa State,NBA
1672,1949,0,0,0,STB,Joe,Crandall,,,Oregon State,NBA
1838,1951,1,4,4,FTW,Zeke,Sinicola,,sinicze01,Niagara,NBA
2075,1953,0,0,0,MNL,Chuck,Wolfe,,,North Dakota,NBA
2286,1955,1,3,3,BOS,Jim,Loscutoff,,loscuji01,Oregon,NBA
2357,1956,0,0,0,MNL,Jim,Springer,,,Gustavus Adolphus,NBA
2579,1958,8,4,59,NYK,Milt,Kane,,,Utah,NBA
2591,1958,10,3,71,DET,Pete,Gaudin,,,Loyola (LA),NBA
2690,1959,13,1,81,MNL,Dwayne,Smith,,,Gustavus Adolphus,NBA
2748,1960,8,1,56,CIN,Sam,Stith,,stithsa01,St. Bonaventure,NBA
