playerid,last_name,first_name,season_id,conference,league_id,games_played,minutes,points,o_rebounds,d_rebounds,rebounds,assists,steals,blocks,turnovers,personal_fouls,fg_attempted,fg_made,ft_attempted,ft_made,three_attempted,three_made
birdsot01,Birdsong,Otis,1979,West,NBA,1,14,2.0,,,0.0,0.0,,,,,2.0,1.0,0.0,0.0,,
chapple01,Chappell,Len,1963,East,NBA,1,12,4.0,,,1.0,2.0,,,,,5.0,1.0,2.0,2.0,,
arizipa01,Arizin,Paul,1954,East,NBA,1,23,9.0,,,2.0,2.0,,,,,9.0,4.0,2.0,1.0,,
kempsh01,Kemp,Shawn,1997,East,NBA,1,25,12.0,2.0,9.0,11.0,2.0,4.0,0.0,4.0,2.0,10.0,5.0,2.0,2.0,1.0,0.0
bakervi01,Baker,Vin,1997,West,NBA,1,21,8.0,6.0,2.0,8.0,0.0,1.0,0.0,0.0,1.0,12.0,3.0,2.0,2.0,0.0,0.0
vaughch01,Vaughn,Chico,1967,East,ABA,1,4,6.0,0.0,0.0,0.0,0.0,,,1.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0
johnsde01,Johnson,Dennis,1978,West,NBA,1,27,12.0,,,1.0,3.0,,,,,7.0,5.0,2.0,2.0,,
gueriri01,Guerin,Richie,1961,East,NBA,1,27,23.0,,,3.0,1.0,,,,,17.0,10.0,6.0,3.0,,
cousybo01,Cousy,Bob,1952,East,NBA,1,36,15.0,,,5.0,3.0,,,,,11.0,4.0,7.0,7.0,,
warlebe01,Warley,Ben,1967,West,ABA,1,17,8.0,0.0,1.0,1.0,3.0,,,2.0,2.0,7.0,2.0,4.0,4.0,3.0,0.0
wilkido01,Wilkins,Dominique,1989,East,NBA,1,16,13.0,,,0.0,4.0,,,,,10.0,5.0,2.0,2.0,,
brandel01,Brand,Elton,2001,West,NBA,1,19,6.0,5.0,5.0,10.0,1.0,0.0,1.0,2.0,2.0,5.0,3.0,0.0,0.0,0.0,0.0
richmmi01,Richmond,Mitch,1996,West,NBA,1,22,9.0,1.0,2.0,3.0,4.0,0.0,0.0,1.0,1.0,7.0,3.0,0.0,0.0,4.0,3.0
vanlino01,Van Lier,Norm,1976,West,NBA,1,14,2.0,,,1.0,1.0,,,,,3.0,1.0,0.0,0.0,,
isselda01,Issel,Dan,1970,East,ABA,1,34,21.0,6.0,5.0,11.0,0.0,,,5.0,2.0,15.0,8.0,8.0,5.0,0.0,0.0
johnsde01,Johnson,Dennis,1984,East,NBA,1,12,8.0,,,6.0,3.0,,,,,7.0,3.0,2.0,2.0,,
smithst01,Smith,Steve,1997,East,NBA,1,16,14.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,0.0,0.0,5.0,2.0
pippesc01,Pippen,Scottie,1993,East,NBA,1,31,29.0,,,11.0,2.0,,,,,15.0,9.0,10.0,6.0,,
bingda01,Bing,Dave,1972,West,NBA,1,19,2.0,,,3.0,0.0,,,,,4.0,0.0,2.0,2.0,,
ervinju01,Erving,Julius,1973,East,ABA,1,27,14.0,5.0,6.0,11.0,8.0,0.0,3.0,4.0,1.0,15.0,6.0,2.0,2.0,0.0,0.0
davisda01,Davis,Dale,1999,East,NBA,1,14,4.0,3.0,5.0,8.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0
mixst01,Mix,Steve,1974,East,NBA,1,11,4.0,,,2.0,0.0,,,,,5.0,2.0,0.0,0.0,,
houstal01,Houston,Allan,1999,East,NBA,1,18,11.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,10.0,3.0,4.0,4.0,3.0,1.0
pippesc01,Pippen,Scottie,1994,East,NBA,1,30,12.0,,,7.0,3.0,,,,,15.0,5.0,0.0,0.0,,
duncati01,Duncan,Tim,2005,West,NBA,1,21,15.0,6.0,4.0,10.0,1.0,1.0,1.0,5.0,2.0,7.0,6.0,3.0,3.0,0.0,0.0
roundda01,Roundfield,Dan,1980,East,NBA,1,99,,,,,,,,,,,,,,,
thurmna01,Thurmond,Nate,1969,West,NBA,1,99,,,,,,,,,,,,,,,
ervinju01,Erving,Julius,1979,East,NBA,1,20,11.0,,,5.0,2.0,,,,,12.0,4.0,4.0,3.0,,
moncrsi01,Moncrief,Sidney,1985,East,NBA,1,26,16.0,,,3.0,1.0,,,,,11.0,4.0,7.0,7.0,,
stokema01,Stokes,Maurice,1956,West,NBA,1,31,19.0,,,12.0,7.0,,,,,19.0,8.0,3.0,3.0,,
phillan01,Phillip,Andy,1952,West,NBA,1,36,9.0,,,6.0,8.0,,,,,9.0,4.0,1.0,1.0,,
mcadobo01,McAdoo,Bob,1977,East,NBA,1,20,14.0,,,4.0,0.0,,,,,14.0,7.0,0.0,0.0,,
ricegl01,Rice,Glen,1997,East,NBA,1,16,16.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,14.0,6.0,0.0,0.0,6.0,4.0
