corp_no,corp_name,street,city,state_prov,country,mail_code,phone_no,expr_dt,region_no,corp_code
1,Corp. Apex Key StonesInc., , ,,,,,2004-10-12T10:41:26,3,
2,Корпорация Apex LightingInc., , ,,,,,2004-10-12T10:41:26,8,
3,Corp. Apex MachineInc., , ,,,,,2004-10-12T10:41:26,6,
4,Корпорация &lt; &lt; Апекс игл &gt; &gt;, , ,,,,,2004-10-12T10:41:26,6,
5,Компания &quot; Apex OperaInc &quot; ., , ,,,,,2004-10-12T10:41:26,3,
6,Компания &quot; Апекс петролеум инк. &quot; ., , ,,,,,2004-10-12T10:41:26,1,
8,"Корпорация ""Апекс Ресторанс Инс"".", , ,,,,,2004-10-12T10:41:26,1,
9,Корпорация Apex Sail MakersInc., , ,,,,,2004-10-12T10:41:26,3,
10,Корпорация Apex TransitInc., , ,,,,,2004-10-12T10:41:26,1,
11,Boston Key StonesInc., , ,,,,,2004-10-12T10:41:26,5,
14,Компания &quot; Бостон идлворд инк. &quot; ., , ,,,,,2004-10-12T10:41:26,6,
15,"Компания ""Бостон операинч"".", , ,,,,,2004-10-12T10:41:26,8,
16,Компания &quot; Бостон петролеум инк. &quot; ., , ,,,,,2004-10-12T10:41:26,1,
17,Компания &quot; Бостон квестсИнч &quot; ., , ,,,,,2004-10-12T10:41:26,1,
18,Корпорация &quot; Бостон ресторанс Инч &quot; ., , ,,,,,2004-10-12T10:41:26,5,
19,Компания &quot; Бостон сэйлз мейкерз инк. &quot; ., , ,,,,,2004-10-12T10:41:26,3,
20,Корпорация &lt; &lt; Бостон Транзит Инч &gt; &gt; ., , ,,,,,2004-10-12T10:41:26,2,
21,Corp. Computer Key StonesInc., , ,,,,,2004-10-12T10:41:26,6,
22,Компьютерный свет., , ,,,,,2004-10-12T10:41:26,1,
23,Компания &quot; Компьютер механик инк. &quot; ., , ,,,,,2004-10-12T10:41:26,6,
24,Компьютерная игла инк., , ,,,,,2004-10-12T10:41:26,5,
25,Компания &quot; Компьютер опер инк. &quot; ., , ,,,,,2004-10-12T10:41:26,4,
26,Компания &quot; Компьютер петролеум инк. &quot; ., , ,,,,,2004-10-12T10:41:26,5,
28,Компьютерные рестораны Inc., , ,,,,,2004-10-12T10:41:26,8,
29,Компания &quot; Компьютерс мейлз инк. &quot; ., , ,,,,,2004-10-12T10:41:26,7,
30,Corp. Computer TransitInc., , ,,,,,2004-10-12T10:41:26,1,
31,Корп. Key StonesInc., , ,,,,,2004-10-12T10:41:26,1,
32,Корпоративная компания &quot; LightingInc &quot; ., , ,,,,,2004-10-12T10:41:26,1,
33,Корпоративная машинная инк., , ,,,,,2004-10-12T10:41:26,1,
34,Корп. Ведущий иглл-рабочий Inc., , ,,,,,2004-10-12T10:41:26,1,
35,Корпоративная опера Инс., , ,,,,,2004-10-12T10:41:26,3,
36,Корпорация &lt; &lt; Драйвн петролеум Инк &gt; &gt; ., , ,,,,,2004-10-12T10:41:26,7,
37,"Корпорация ""КвестсИнк"".", , ,,,,,2004-10-12T10:41:26,1,
38,Корп. Ресторанный Инс., , ,,,,,2004-10-12T10:41:26,8,
41,Компания &lt; &lt; Эксперт Кей Стоунс инк. &gt; &gt;, , ,,,,,2004-10-12T10:41:26,2,
42,Компания &lt; &lt; Эксперт осветительный инк. &gt; &gt;, , ,,,,,2004-10-12T10:41:26,6,
43,Корпорация &lt; &lt; Эксперт механик инк. &gt; &gt;, , ,,,,,2004-10-12T10:41:26,1,
44,Компания &quot; Идлеворк инк. &quot;, , ,,,,,2004-10-12T10:41:26,6,
45,Компания &quot; Эксперимент оперимент &quot; ., , ,,,,,2004-10-12T10:41:26,1,
46,Компания &quot; Специал петролеум инк. &quot;, , ,,,,,2004-10-12T10:41:26,8,
47,Corp. Experient QuestsInc., , ,,,,,2004-10-12T10:41:26,4,
48,Компания &lt; &lt; Ресторанс инк. &gt; &gt;, , ,,,,,2004-10-12T10:41:26,8,
49,Компания &lt; &lt; Эксперт мейлз мейтс инк. &gt; &gt;, , ,,,,,2004-10-12T10:41:26,4,
50,Группа экспертов в области транзитных перевозок, , ,,,,,2004-10-12T10:41:26,6,
51,Известная корпорация Key StonesInc., , ,,,,,2004-10-12T10:41:26,5,
52,Компания &quot; Знаменитый свет инстинк &quot; ., , ,,,,,2004-10-12T10:41:26,7,
54,Известная компания &quot; Иглеворд инк. &quot; ., , ,,,,,2004-10-12T10:41:26,2,
55,Известная оперная компания., , ,,,,,2004-10-12T10:41:26,7,
56,Известная компания &lt; &lt; Нефтяной Инс &gt; &gt; ., , ,,,,,2004-10-12T10:41:26,7,
57,Известная компания &lt; &lt; КвестсИнк &gt; &gt; ., , ,,,,,2004-10-12T10:41:26,7,
58,Известный ресторанный инк., , ,,,,,2004-10-12T10:41:26,3,
59,Известная компания &quot; Sail MakersInc &quot; ., , ,,,,,2004-10-12T10:41:26,7,
60,Компания &quot; Транзит Инч &quot; ., , ,,,,,2004-10-12T10:41:26,4,
61,Gigant Key StonesInc., , ,,,,,2004-10-12T10:41:26,3,
62,"Корпорация ""Гигантская световая инстинкт"".", , ,,,,,2004-10-12T10:41:26,2,
64,"Корпорация ""Гигантская иглл-рабочая инк.""", , ,,,,,2004-10-12T10:41:26,8,
65,Gigant OperaInc., , ,,,,,2004-10-12T10:41:26,8,
66,Компания &quot; Gigant PetroleumInc &quot; ., , ,,,,,2004-10-12T10:41:26,8,
67,Корпорация Gigant QuestsInc., , ,,,,,2004-10-12T10:41:26,5,
69,Корпорация Gigant Sail MakersInc., , ,,,,,2004-10-12T10:41:26,1,
70,Корпорация Gigant TransitInc., , ,,,,,2004-10-12T10:41:26,2,
71,Corp. Humble Key StonesInc., , ,,,,,2004-10-12T10:41:26,4,
72,Компьютерная компания Small LightingInc., , ,,,,,2004-10-12T10:41:26,4,
73,Компьютерная машина., , ,,,,,2004-10-12T10:41:26,3,
74,Компьютерная компания &quot; Скромные иглы &quot;, , ,,,,,2004-10-12T10:41:26,7,
75,Компьютерная опера Inc., , ,,,,,2004-10-12T10:41:26,1,
77,Компьютерная компания Summble QuestsInc., , ,,,,,2004-10-12T10:41:26,8,
79,Корпоративная компания Summble Sail MakersInc., , ,,,,,2004-10-12T10:41:26,8,
81,Компания &quot; Империал Кей Стоунс Инк &quot; ., , ,,,,,2004-10-12T10:41:26,6,
82,"Корпорация ""Имперский свет индастриз"".", , ,,,,,2004-10-12T10:41:26,3,
83,Компания &quot; Империал механик Инч &quot; ., , ,,,,,2004-10-12T10:41:26,1,
84,Корпорация &lt; &lt; Империал игллворд инк. &gt; &gt; ., , ,,,,,2004-10-12T10:41:26,5,
85,"Компания ""Империал операИнч"".", , ,,,,,2004-10-12T10:41:26,2,
86,Компания &quot; Империал петролеум инк. &quot; ., , ,,,,,2004-10-12T10:41:26,2,
87,Корпорация &quot; Империал квестсИнк &quot; ., , ,,,,,2004-10-12T10:41:26,6,
88,"Компания ""Империя Ресторанс Инс"".", , ,,,,,2004-10-12T10:41:26,2,
89,Корпорация &lt; &lt; Империал фэйлз мейтс Инч &gt; &gt; ., , ,,,,,2004-10-12T10:41:26,5,
