charge_no,member_no,provider_no,category_no,charge_dt,charge_amt,statement_no,charge_code
1204098,7101,500,5,1999-10-05T10:43:56,3087.0,27101,
839298,9621,500,6,1999-07-19T10:46:38,1870.0,9621,
1125886,9151,483,8,1999-09-30T10:45:36,4394.0,29151,
1581886,9924,466,4,1999-09-25T10:49:56,4991.0,29924,
1951192,3977,360,8,1999-07-27T10:47:33,2322.0,3977,
1500670,9511,495,8,1999-08-04T10:43:41,1467.0,9511,
1221799,9791,233,3,1999-08-06T10:45:16,1335.0,9791,
1502496,8413,471,10,1999-09-13T10:43:48,380.0,28413,
1556958,9908,467,10,1999-07-06T10:48:00,641.0,9908,
1564613,6939,473,4,1999-06-19T10:48:35,1419.0,6939,
694318,4317,500,3,1999-07-24T10:50:54,1578.0,4317,
1656815,6838,474,4,1999-06-29T10:47:59,1443.0,6838,
1633897,6038,471,10,1999-07-08T10:46:14,2567.0,6038,
611438,5960,493,4,1999-08-18T10:44:28,351.0,15960,
571058,6914,476,7,1999-07-31T10:49:05,3398.0,6914,
662258,7570,487,3,1999-06-26T10:48:23,1250.0,7570,
697516,8025,460,7,1999-08-22T10:51:09,132.0,18025,
557127,9553,500,3,1999-09-04T10:48:00,3566.0,19553,
855049,6667,482,9,1999-07-26T10:47:51,2642.0,6667,
1406306,6732,496,6,1999-10-09T10:44:05,873.0,26732,
1692631,9227,498,2,1999-09-06T10:50:46,3649.0,19227,
1924373,8607,500,2,1999-07-07T10:45:29,1171.0,8607,
820639,9012,495,8,1999-06-30T10:45:10,3970.0,9012,
826238,8676,498,8,1999-06-27T10:45:38,2484.0,8676,
1346134,6943,495,2,1999-06-21T10:47:10,4121.0,6943,
857991,6124,497,5,1999-09-25T10:48:04,1941.0,26124,
1661558,7427,382,4,1999-08-22T10:48:20,2254.0,17427,
1303371,6835,453,5,1999-09-18T10:43:52,2890.0,26835,
1313467,9988,469,2,1999-06-25T10:44:37,330.0,9988,
1914348,4998,463,8,1999-09-22T10:44:41,829.0,24998,
1546668,7495,495,2,1999-08-19T10:47:13,4796.0,17495,
1788113,8883,486,2,1999-07-27T10:50:25,3550.0,8883,
1940235,7412,425,9,1999-08-11T10:46:43,1059.0,7412,
1119435,8005,493,4,1999-07-23T10:45:05,2716.0,8005,
968103,9164,351,2,1999-09-11T10:48:52,89.0,19164,
1108302,7627,307,5,1999-10-08T10:44:14,3467.0,27627,
1986995,9790,484,2,1999-07-13T10:50:19,1277.0,9790,
503969,8032,452,5,1999-06-21T10:43:55,3648.0,8032,
1495626,9696,477,3,1999-09-10T10:51:00,74.0,19696,
1965625,7888,484,9,1999-07-06T10:48:40,4203.0,7888,
1389660,3518,326,2,1999-07-22T10:50:32,3592.0,3518,
1958281,9269,351,3,1999-09-17T10:48:05,2366.0,29269,
1280923,8279,400,4,1999-08-24T10:49:51,436.0,18279,
1635217,7239,499,3,1999-06-30T10:46:20,3989.0,7239,
1937339,7610,500,9,1999-09-17T10:46:30,2218.0,27610,
1739338,4309,392,4,1999-09-02T10:46:38,3371.0,14309,
1813483,6035,441,5,1999-09-13T10:44:37,1796.0,26035,
551868,5434,486,2,1999-08-20T10:47:37,2059.0,15434,
831505,6846,483,7,1999-10-13T10:46:02,4550.0,0,
1038045,7281,434,9,1999-07-12T10:46:33,164.0,7281,
1312368,9867,499,10,1999-07-21T10:44:33,4781.0,9867,
1313010,5632,376,8,1999-08-15T10:44:35,1743.0,15632,
756823,8416,499,4,1999-09-22T10:47:59,3795.0,28416,
578006,9806,483,9,1999-09-20T10:49:38,4294.0,29806,
839518,8973,500,2,1999-09-17T10:46:39,2498.0,28973,
1628760,4181,332,3,1999-06-24T10:45:49,4273.0,4181,
516390,9238,482,2,1999-08-23T10:44:51,2661.0,19238,
529126,9717,313,8,1999-07-14T10:45:51,2137.0,9717,
37926,6453,488,7,1999-10-02T10:46:32,1772.0,26453,
1940346,7282,485,10,1999-07-29T10:46:44,2320.0,7282,
1508202,7962,420,6,1999-06-24T10:44:14,3577.0,7962,
1716653,8706,295,9,1999-09-17T10:44:52,2739.0,28706,
732641,9700,226,5,1999-10-06T10:46:08,397.0,29700,
559194,7359,447,2,1999-07-23T10:48:09,4958.0,7359,
1403367,9629,426,6,1999-08-18T10:43:52,1298.0,19629,
1938062,6563,490,3,1999-06-29T10:46:33,3832.0,6563,
693632,8486,500,10,1999-09-06T10:50:51,1143.0,18486,
1520444,6734,252,9,1999-06-24T10:45:10,4953.0,6734,
1287435,8769,426,6,1999-09-02T10:50:21,4369.0,18769,
1993219,9789,463,9,1999-07-31T10:50:49,4178.0,9789,
1618483,7335,490,3,1999-09-18T10:45:00,1730.0,27335,
590323,9869,470,3,1999-10-02T10:50:35,3329.0,29869,
1230224,2826,499,8,1999-07-22T10:45:56,609.0,2826,
68970,8219,408,8,1999-09-04T10:48:55,2309.0,18219,
1031273,9801,463,4,1999-07-03T10:46:01,1657.0,9801,
1057636,8935,449,10,1999-07-14T10:48:03,2678.0,8935,
602330,7861,484,10,1999-06-30T10:43:48,3624.0,7861,
1430962,5105,476,3,1999-08-09T10:45:59,2713.0,5105,
