provider_no,provider_name,street,city,state_prov,mail_code,country,phone_no,issue_dt,expr_dt,region_no,provider_code
226,Prov. Computer, , ,,,,,1999-10-13T10:41:21,2000-10-12T10:41:21,9,
233,Prov. Driven Ma, , ,,,,,1999-10-13T10:41:21,2000-10-12T10:41:21,9,
237,Prov. Driven Qu, , ,,,,,1999-10-13T10:41:21,2000-10-12T10:41:21,7,
252,Prov. Famous Li, , ,,,,,1999-10-13T10:41:21,2000-10-12T10:41:21,9,
269,Prov. Giant Sai, , ,,,,,1999-10-13T10:41:21,2000-10-12T10:41:21,8,
295,Prov. Just Oper, , ,,,,,1999-10-13T10:41:21,2000-10-12T10:41:21,9,
307,Prov. Apex Ques, , ,,,,,1999-10-13T10:41:22,2000-10-12T10:41:22,9,
313,Prov. Boston Ma, , ,,,,,1999-10-13T10:41:22,2000-10-12T10:41:22,8,
326,Prov. Computer, , ,,,,,1999-10-13T10:41:22,2000-10-12T10:41:22,5,
332,Prov. Driven Li, , ,,,,,1999-10-13T10:41:22,2000-10-12T10:41:22,5,
351,Prov. Famous Ke, , ,,,,,1999-10-13T10:41:22,2000-10-12T10:41:22,7,
352,Prov. Famous Li, , ,,,,,1999-10-13T10:41:22,2000-10-12T10:41:22,9,
360,Prov. Famous Tr, , ,,,,,1999-10-13T10:41:22,2000-10-12T10:41:22,7,
376,Prov. Humble Pe, , ,,,,,1999-10-13T10:41:22,2000-10-12T10:41:22,8,
382,Prov. Imperial, , ,,,,,1999-10-13T10:41:22,2000-10-12T10:41:22,9,
389,Prov. Imperial, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,7,
392,Prov. Just Ligh, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,9,
396,Prov. Just Petr, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,6,
399,Prov. Just Sail, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,9,
400,Prov. Just Tran, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,9,
408,Prov. Apex Rest, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,9,
412,Prov. Boston Li, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,8,
414,Prov. Boston Ne, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,9,
419,Prov. Boston Sa, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,8,
420,Prov. Boston Tr, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,9,
421,Prov. Computer, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,8,
425,Prov. Computer, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,9,
426,Prov. Computer, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,7,
