orderid,productid,unitprice,quantity,discount
10985,18,62.5,8,0.0
10534,54,7.45,10,0.0
10620,24,4.5,5,0.0
10344,4,17.6,35,0.0
10702,76,18.0,15,0.0
10707,70,15.0,28,0.0
10986,77,13.0,15,0.0
10280,75,6.2,30,0.0
11023,43,46.0,30,0.0
10605,71,21.5,15,0.0
10474,75,6.2,10,0.0
10958,7,30.0,6,0.0
10446,24,3.6,20,0.0
10446,52,5.6,15,0.0
10597,65,21.05,12,0.0
10412,14,18.6,20,0.0
10616,70,15.0,15,0.0
10598,27,43.9,50,0.0
10338,30,20.7,15,0.0
10713,46,12.0,24,0.0
10524,10,31.0,2,0.0
10664,65,21.05,15,0.0
10646,1,18.0,15,0.0
10928,47,9.5,5,0.0
10957,30,25.89,30,0.0
10825,53,32.8,20,0.0
10972,33,2.5,7,0.0
10293,75,6.2,6,0.0
10447,71,17.2,2,0.0
10722,68,12.5,45,0.0
10575,76,18.0,10,0.0
10372,72,27.8,42,0.0
10487,26,24.9,30,0.0
10830,60,34.0,30,0.0
10475,76,14.4,42,0.0
10793,52,7.0,8,0.0
10267,59,44.0,70,0.0
10751,73,15.0,15,0.0
10425,55,19.2,10,0.0
10319,17,31.2,8,0.0
11042,61,28.5,4,0.0
10280,55,19.2,20,0.0
10626,53,32.8,12,0.0
10273,76,14.4,33,0.0
10424,35,14.4,60,0.0
11038,40,18.4,5,0.0
10312,43,36.8,24,0.0
10333,21,8.0,10,0.0
10694,70,15.0,50,0.0
10471,56,30.4,20,0.0
10677,33,2.5,8,0.0
10811,19,9.2,15,0.0
11076,14,23.25,20,0.0
10357,10,24.8,30,0.0
10872,64,33.25,15,0.0
11030,29,123.79,60,0.0
10520,53,32.8,5,0.0
10598,71,21.5,9,0.0
11034,44,19.45,12,0.0
10917,30,25.89,1,0.0
10439,16,13.9,16,0.0
10960,24,4.5,10,0.0
10893,30,25.89,35,0.0
10841,56,38.0,30,0.0
10836,22,21.0,52,0.0
10781,74,10.0,35,0.0
10842,68,12.5,20,0.0
10635,22,21.0,40,0.0
10566,11,21.0,35,0.0
10436,75,6.2,24,0.0
10328,59,44.0,9,0.0
10297,72,27.8,20,0.0
11077,20,81.0,1,0.0
10251,65,16.8,20,0.0
10518,38,263.5,15,0.0
10989,41,9.65,4,0.0
10696,46,12.0,18,0.0
10752,1,18.0,8,0.0
11070,31,12.5,20,0.0
10417,46,9.6,2,0.0
10688,28,45.6,60,0.0
10633,62,49.3,80,0.0
10405,3,8.0,50,0.0
10511,7,30.0,50,0.0
