raceid,driverid,lap,position,time,milliseconds
345,808,46,12,1:41.251,101251
845,24,7,20,1:35.231,95231
955,807,47,7,1:48.688,108688
134,15,46,6,1:20.032,80032
880,17,35,7,1:32.434,92434
235,35,10,2,1:21.622,81622
198,14,24,5,1:20.218,80218
195,55,44,11,1:28.531,88531
28,7,20,15,1:24.368,84368
68,13,33,9,1:42.548,102548
157,4,48,11,1:40.347,100347
196,68,25,15,1:28.716,88716
941,8,33,8,1:42.695,102695
219,58,20,19,1:37.564,97564
851,13,69,6,1:28.067,88067
893,814,15,5,1:54.509,114509
34,20,42,9,2:02.539,122539
844,4,17,3,1:33.023,93023
856,4,55,5,1:40.836,100836
50,17,16,5,2:11.165,131165
351,2,18,18,1:55.363,115363
48,15,2,13,1:29.122,89122
888,16,49,14,1:36.188,96188
883,807,13,13,1:58.795,118795
215,55,51,3,1:26.388,86388
973,826,30,12,1:29.919,89919
979,815,58,8,1:22.541,82541
20,11,36,17,1:37.084,97084
160,57,3,1,1:29.161,89161
885,822,37,15,1:56.366,116366
844,24,29,23,1:38.663,98663
339,811,19,18,1:48.182,108182
841,16,19,14,1:33.279,93279
870,815,37,14,1:27.108,87108
156,30,28,1,1:14.995,74995
139,31,1,5,1:23.201,83201
127,31,10,4,1:27.282,87282
225,22,43,3,1:53.064,113064
74,30,57,2,1:24.627,84627
866,20,8,1,1:20.136,80136
932,8,35,4,1:18.916,78916
160,57,52,2,1:27.556,87556
102,2,12,10,1:23.501,83501
182,68,10,18,1:34.289,94289
221,35,8,3,1:21.197,81197
111,50,3,17,1:29.817,89817
76,23,58,10,1:19.522,79522
961,839,43,18,1:29.389,89389
842,155,12,9,1:47.034,107034
25,8,41,2,1:19.232,79232
846,814,37,18,1:51.326,111326
942,831,2,15,2:09.911,129911
168,15,8,3,1:46.236,106236
851,67,27,13,1:27.484,87484
977,8,48,5,1:08.340,68340
210,23,4,4,1:30.582,90582
238,56,14,6,1:26.096,86096
201,68,6,18,1:49.685,109685
71,30,36,10,1:27.246,87246
103,22,42,3,1:47.358,107358
338,812,41,15,1:39.408,99408
927,20,45,1,1:44.225,104225
96,45,14,15,1:32.800,92800
980,817,27,4,1:49.652,109652
928,18,4,17,1:47.420,107420
21,2,5,7,1:24.835,84835
28,18,1,14,1:37.802,97802
5,21,23,11,1:25.342,85342
940,831,31,17,2:03.187,123187
199,55,8,4,1:38.286,98286
96,47,8,18,1:37.183,97183
211,55,2,9,2:10.530,130530
969,13,56,6,1:28.490,88490
41,13,19,3,1:17.706,77706
341,808,5,16,1:29.570,89570
115,43,38,9,1:17.787,77787
27,1,7,1,1:16.378,76378
185,57,6,1,1:21.670,81670
876,814,15,13,1:33.061,93061
