qualifyid,raceid,driverid,constructorid,number,position,q1,q2,q3
2140,229,56,6,2,7,1:21.542,,
3490,343,10,166,24,21,1:30.744,,
207,27,16,10,20,19,1:16.657,,
549,44,9,2,10,5,1:20.294,1:20.054,1:20.401
267,30,6,3,8,19,1:48.268,,
2856,268,55,6,27,1,1:23.844,,
6854,955,18,1,22,19,1:45.804,,
6194,914,822,3,77,3,1:34.301,1:33.443,1:33.128
5819,898,807,15,11,4,1:38.339,1:37.828,1:37.296
1544,160,60,18,21,20,1:28.161,,
6466,934,13,3,19,3,1:34.542,1:33.707,1:33.085
6557,939,832,5,55,14,1:46.465,1:46.894,
3905,115,22,6,2,5,1:16.143,,
888,59,35,2,17,14,1:15.316,1:15.052,
2574,256,55,6,27,5,,,
1683,192,56,6,4,6,1:18.449,,
1848,208,79,18,20,18,1:18.557,,
2341,246,49,15,30,12,1:20.309,,
1155,77,33,17,18,17,1:35.047,,
5047,863,814,10,11,10,1:36.624,1:33.510,
2235,242,65,22,6,8,1:29.350,,
6435,932,832,5,55,11,1:16.611,1:16.042,
1985,215,35,3,3,1,1:21.598,,
1615,176,22,24,16,3,1:17.305,,
602,46,13,6,5,14,1:20.408,1:21.021,
5401,878,807,10,12,8,1:37.756,1:37.066,1:37.141
660,49,2,2,9,6,1:46.923,1:45.994,1:47.409
4349,103,44,7,17,9,1:59.552,,
5201,869,10,206,24,22,1:19.291,,
5234,871,17,9,2,7,1:49.859,1:48.546,1:48.392
2048,224,64,27,10,20,1:36.298,,
4956,859,808,4,10,15,1:13.859,1:14.053,
2711,262,84,1,8,12,1:28.197,,
5626,888,18,1,5,9,1:31.181,1:30.269,
3259,14,67,5,12,14,1:47.677,1:47.369,
5598,887,20,9,1,3,1:31.559,1:30.990,1:30.211
5861,900,817,9,3,2,1:30.775,1:42.295,1:44.548
4820,852,816,166,25,21,2:11.601,,
2074,226,55,22,3,4,1:31.038,,
2554,255,65,22,2,9,1:40.349,,
2435,250,49,15,30,10,1:58.148,,
6544,939,20,6,5,1,1:46.017,1:44.743,1:43.885
5491,882,154,208,8,6,1:36.929,1:36.065,1:35.364
4076,123,21,17,11,16,1:34.912,,
3105,6,10,7,10,20,1:16.788,,
6604,942,1,131,44,2,1:56.871,1:56.929,
4562,842,20,9,1,1,1:37.468,1:35.934,1:34.870
336,34,20,5,15,8,1:35.752,1:35.386,1:37.685
4019,120,47,17,12,19,1:26.678,,
4664,846,813,3,12,9,1:15.819,1:15.545,1:16.528
897,60,4,4,1,1,1:21.018,1:20.271,1:20.253
937,61,33,13,18,19,1:17.121,,
6533,938,828,15,9,10,1:25.122,1:24.457,1:26.214
1633,176,35,16,22,21,,,
467,40,25,3,17,11,1:17.874,1:16.662,
1469,140,35,16,11,9,1:33.349,,
2425,249,86,30,16,24,1:26.570,,
865,58,3,3,10,13,1:17.213,1:15.804,
7272,975,832,5,55,13,1:14.051,1:13.756,
4463,73,15,7,16,3,1:29.993,1:32.667,
4108,91,15,4,7,8,1:34.413,,
5842,899,1,131,10,5,1:25.342,1:26.698,1:27.677
6839,955,20,6,5,4,1:45.062,1:44.461,1:43.966
3862,113,30,6,1,1,1:09.150,,
7395,981,825,210,20,16,1:40.489,,
3806,110,15,4,7,5,1:13.953,,
371,36,2,2,9,3,1:26.895,1:25.358,1:26.556
3955,117,2,15,9,15,1:17.445,,
3407,340,16,10,14,10,1:36.671,1:35.665,1:35.963
4104,91,31,3,3,4,1:34.054,,
1418,104,46,18,21,20,1:24.910,,
1286,84,13,15,12,8,1:28.419,,
6270,917,813,208,13,18,1:12.233,,
2808,266,79,25,3,5,1:20.232,,
3579,347,16,10,14,14,1:16.220,1:15.467,
1086,68,17,3,9,14,1:48.560,1:46.413,
1942,213,35,3,3,2,1:18.108,,
6700,948,826,9,26,18,1:28.006,,
2642,258,65,32,12,23,1:14.424,,
3634,349,29,164,20,21,2:03.941,,
4954,859,153,5,19,13,1:14.225,1:13.804,
3485,343,153,5,17,16,1:28.460,1:28.540,
495,41,19,8,23,17,1:17.542,,
993,64,37,1,4,9,1:15.655,1:15.021,1:15.936
4428,71,18,16,3,8,1:41.512,1:30.616,
6577,940,4,1,14,14,1:35.467,1:34.785,
229,29,13,6,2,1,1:38.176,1:37.859,1:38.989
5111,866,4,6,5,3,1:14.916,1:14.314,1:14.151
3931,116,17,19,14,11,1:33.066,,
7097,967,3,131,6,2,1:11.815,1:11.373,1:10.838
151,25,1,1,22,3,1:15.634,1:15.293,1:16.693
6540,938,4,1,14,17,1:26.154,,
4504,75,23,7,17,4,1:14.870,1:17.047,
1429,109,43,7,21,11,1:38.097,,
