driverstandingsid,raceid,driverid,points,position,positiontext,wins
62038,758,475,1.0,15,15,0
18053,13,13,22.0,9,9,0
10680,208,35,10.0,2,2,1
18558,365,78,0.0,31,31,0
68058,965,4,52.0,10,10,0
67651,952,825,6.0,14,14,0
54969,611,231,0.0,24,24,0
56384,587,302,0.0,46,46,0
50871,714,380,0.0,31,31,0
51174,703,289,23.0,2,2,1
16373,334,118,3.0,12,12,0
59097,503,136,0.0,24,24,0
47009,777,573,0.0,17,17,0
11319,188,30,32.0,6,6,2
22570,480,175,19.0,10,10,1
68363,978,817,117.0,4,4,1
43482,838,640,0.0,24,24,0
46846,790,528,4.0,11,11,0
20223,413,174,0.0,16,16,0
54181,628,235,25.0,4,4,1
59183,506,200,4.0,12,12,0
53808,676,373,9.0,10,10,1
53971,621,289,1.0,10,10,0
48138,740,437,0.0,24,24,0
11692,155,49,6.0,12,12,0
18897,370,110,4.0,15,15,0
66325,265,85,0.0,37,37,0
22533,479,211,0.0,38,38,0
53700,672,350,3.0,16,16,0
52101,807,632,0.0,67,67,0
3371,172,23,24.0,5,5,0
58662,519,199,20.0,5,5,0
48264,744,475,21.0,3,3,2
66846,910,824,2.0,16,16,0
22386,476,194,2.0,20,20,0
65909,896,813,1.0,17,17,0
47106,779,479,6.0,6,6,0
17621,320,55,21.0,7,7,0
53214,634,320,0.0,17,17,0
61981,757,475,0.0,23,23,0
19864,401,102,51.0,3,3,2
58841,524,137,3.0,15,15,0
10704,209,50,0.0,19,19,0
20195,412,170,2.0,12,12,0
11115,179,56,21.0,3,3,1
64401,842,5,0.0,18,18,0
48739,737,473,0.0,42,42,0
11708,155,59,0.0,21,21,0
17631,320,87,1.0,19,19,0
58284,556,219,0.0,41,41,0
1225,72,40,0.0,18,18,0
56699,566,275,0.0,30,30,0
18631,367,159,1.0,26,26,0
21636,454,152,0.0,21,21,0
16223,330,99,0.0,30,30,0
62317,761,571,0.0,73,73,0
44070,832,766,9.0,7,7,1
45054,813,581,0.0,26,26,0
7111,300,91,3.0,12,12,0
16129,328,127,0.0,30,30,0
22975,490,178,24.0,3,3,1
64048,348,155,17.0,13,13,0
10997,221,23,13.0,12,12,0
10630,256,55,42.0,5,5,1
59105,504,206,3.0,13,13,0
56912,571,230,1.0,19,19,0
18308,359,88,0.0,39,39,0
46664,787,512,0.0,65,65,0
44163,818,609,0.0,32,32,0
53230,635,280,0.0,18,18,0
67754,956,3,153.0,1,1,5
64950,861,37,0.0,23,23,0
19127,376,141,0.0,29,29,0
22994,490,203,21.0,4,4,2
59046,502,217,0.0,19,19,0
43421,837,762,0.0,58,58,0
49058,768,547,0.0,22,22,0
19237,380,140,0.0,21,21,0
5105,227,84,1.0,12,12,0
63692,728,403,0.0,26,26,0
51319,706,407,0.0,28,28,0
