constructorid,constructorref,name,nationality,url
1,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren
3,williams,Williams,British,http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering
4,renault,Renault,French,http://en.wikipedia.org/wiki/Renault_F1
5,toro_rosso,Toro Rosso,Italian,http://en.wikipedia.org/wiki/Scuderia_Toro_Rosso
6,ferrari,Ferrari,Italian,http://en.wikipedia.org/wiki/Scuderia_Ferrari
7,toyota,Toyota,Japanese,http://en.wikipedia.org/wiki/Toyota_Racing
9,red_bull,Red Bull,Austrian,http://en.wikipedia.org/wiki/Red_Bull_Racing
11,honda,Honda,Japanese,http://en.wikipedia.org/wiki/Honda_Racing_F1
15,sauber,Sauber,Swiss,http://en.wikipedia.org/wiki/Sauber
17,jordan,Jordan,Irish,http://en.wikipedia.org/wiki/Jordan_Grand_Prix
18,minardi,Minardi,Italian,http://en.wikipedia.org/wiki/Minardi
19,jaguar,Jaguar,British,http://en.wikipedia.org/wiki/Jaguar_Racing
20,prost,Prost,French,http://en.wikipedia.org/wiki/Prost_Grand_Prix
21,arrows,Arrows,British,http://en.wikipedia.org/wiki/Arrows_Grand_Prix_International
22,benetton,Benetton,Italian,http://en.wikipedia.org/wiki/Benetton_Formula
25,tyrrell,Tyrrell,British,http://en.wikipedia.org/wiki/Tyrrell_Racing
27,ligier,Ligier,French,http://en.wikipedia.org/wiki/Ligier
31,simtek,Simtek,British,http://en.wikipedia.org/wiki/Simtek
32,team_lotus,Team Lotus,British,http://en.wikipedia.org/wiki/Team_Lotus
33,larrousse,Larrousse,French,http://en.wikipedia.org/wiki/Larrousse
35,dallara,Dallara,Italian,http://en.wikipedia.org/wiki/Dallara
37,march,March,British,http://en.wikipedia.org/wiki/March_Engineering
42,coloni,Coloni,Italian,http://en.wikipedia.org/wiki/Enzo_Coloni_Racing_Car_Systems
45,osella,Osella,Italian,http://en.wikipedia.org/wiki/Osella
49,zakspeed,Zakspeed,German,http://en.wikipedia.org/wiki/Zakspeed
50,ram,RAM,British,http://en.wikipedia.org/wiki/RAM_Racing
52,spirit,Spirit,British,http://en.wikipedia.org/wiki/Spirit_(racing_team)
56,fittipaldi,Fittipaldi,Brazilian,http://en.wikipedia.org/wiki/Fittipaldi_%28constructor%29
58,shadow,Shadow,British,http://en.wikipedia.org/wiki/Shadow_Racing_Cars
63,surtees,Surtees,British,http://en.wikipedia.org/wiki/Surtees
66,brm,BRM,British,http://en.wikipedia.org/wiki/BRM
67,penske,Penske,American,http://en.wikipedia.org/wiki/Penske_Racing
70,boro,Boro,Dutch,http://en.wikipedia.org/wiki/Boro_(Formula_One)
95,porsche,Porsche,German,http://en.wikipedia.org/wiki/Porsche_in_Formula_One
105,maserati,Maserati,Italian,http://en.wikipedia.org/wiki/Maserati
113,kurtis_kraft,Kurtis Kraft,American,http://en.wikipedia.org/wiki/Kurtis_Kraft
118,vanwall,Vanwall,British,http://en.wikipedia.org/wiki/Vanwall
125,connaught,Connaught,British,http://en.wikipedia.org/wiki/Connaught_Engineering
131,mercedes,Mercedes,German,http://en.wikipedia.org/wiki/Mercedes-Benz_in_Formula_One
170,cooper-climax,Cooper-Climax,British,http://en.wikipedia.org/wiki/Cooper_Car_Company
176,lotus-brm,Lotus-BRM,British,http://en.wikipedia.org/wiki/Team_Lotus
181,brabham-brm,Brabham-BRM,British,http://en.wikipedia.org/wiki/Brabham
190,eagle-weslake,Eagle-Weslake,American,http://en.wikipedia.org/wiki/Anglo_American_Racers
200,march-ford,March-Ford,British,http://en.wikipedia.org/wiki/March_Engineering
206,marussia,Marussia,Russian,http://en.wikipedia.org/wiki/Marussia_F1
207,caterham,Caterham,Malaysian,http://en.wikipedia.org/wiki/Caterham_F1
208,lotus_f1,Lotus F1,British,http://en.wikipedia.org/wiki/Lotus_F1
210,haas,Haas F1 Team,American,http://en.wikipedia.org/wiki/Haas_F1_Team
2,bmw_sauber,BMW Sauber,German,http://en.wikipedia.org/wiki/BMW_Sauber
8,super_aguri,Super Aguri,Japanese,http://en.wikipedia.org/wiki/Super_Aguri_F1
10,force_india,Force India,Indian,http://en.wikipedia.org/wiki/Force_India
12,spyker,Spyker,Dutch,http://en.wikipedia.org/wiki/Spyker_F1
13,mf1,MF1,Russian,http://en.wikipedia.org/wiki/Midland_F1_Racing
16,bar,BAR,British,http://en.wikipedia.org/wiki/British_American_Racing
24,stewart,Stewart,British,http://en.wikipedia.org/wiki/Stewart_Grand_Prix
30,pacific,Pacific,British,http://en.wikipedia.org/wiki/Pacific_Racing
164,hrt,HRT,Spanish,http://en.wikipedia.org/wiki/Hispania_Racing
166,virgin,Virgin,British,http://en.wikipedia.org/wiki/Virgin_Racing
205,lotus_racing,Lotus,Malaysian,http://en.wikipedia.org/wiki/Lotus_Racing
26,lola,Lola,British,http://en.wikipedia.org/wiki/MasterCard_Lola
29,footwork,Footwork,British,http://en.wikipedia.org/wiki/Footwork_Arrows
