constructorstandingsid,raceid,constructorid,points,position,positiontext,wins
22859,560,27,0.0,10,10,0
22956,566,59,0.0,14,14,0
22477,577,3,0.0,12,12,0
19872,725,95,4.0,7,7,0
18884,761,167,0.0,5,5,0
21605,650,32,50.0,1,1,5
10958,480,37,0.0,14,14,0
8842,359,48,0.0,13,13,0
7920,336,45,0.0,16,16,0
18876,760,105,0.0,7,7,0
10954,480,25,14.0,8,8,0
24742,858,9,607.0,1,1,11
10594,459,25,11.0,6,6,1
1489,161,19,0.0,9,9,0
23282,552,32,47.0,2,2,4
26001,906,10,77.0,4,4,0
22420,603,32,42.0,4,4,3
11063,484,21,4.0,3,3,0
22118,612,66,5.0,7,7,0
25525,257,29,0.0,13,13,0
22920,564,37,3.0,8,8,0
2162,201,17,7.0,5,5,0
26434,945,208,78.0,6,6,0
24998,871,131,112.0,5,5,1
24967,869,1,160.0,3,3,2
26711,967,131,722.0,1,1,18
24740,857,15,41.0,7,7,0
1495,162,20,0.0,11,11,0
10928,478,27,11.0,8,8,0
6427,63,4,142.0,1,1,7
10343,443,53,5.0,8,8,0
6457,65,7,26.0,5,5,0
9304,380,18,1.0,10,10,0
11108,487,57,3.0,9,9,0
9799,411,49,0.0,11,11,0
25887,50,6,170.0,1,1,7
23984,512,59,0.0,10,10,0
6167,93,6,64.0,1,1,4
6174,93,7,0.0,8,8,0
10292,440,21,3.0,7,7,0
5826,126,17,0.0,10,10,0
8643,7,1,13.0,5,5,0
7846,332,32,3.0,8,8,0
8437,316,1,108.0,1,1,6
9853,416,3,117.0,1,1,8
5195,252,17,14.0,7,7,0
3478,303,35,2.0,10,10,0
26725,968,3,138.0,5,5,0
10565,457,32,0.0,12,12,0
21554,645,6,0.0,8,8,0
20686,695,167,17.0,4,4,0
9834,414,6,16.0,5,5,0
9960,423,21,6.0,5,5,0
9451,388,18,0.0,12,12,0
25833,45,1,138.0,11,E,5
22041,607,66,1.0,5,5,0
2195,204,17,31.0,5,5,1
26469,951,131,157.0,1,1,4
20364,700,184,0.0,13,13,0
10182,434,32,71.0,3,3,3
709,85,18,7.0,10,10,0
20405,702,185,0.0,11,11,0
10073,427,45,0.0,12,12,0
24271,340,131,60.0,4,4,0
1641,34,11,14.0,9,9,0
23638,538,58,6.0,10,10,0
23025,569,27,10.0,5,5,0
20440,705,11,2.0,7,7,0
23357,556,34,27.0,5,5,0
9832,414,34,2.0,8,8,0
20758,681,167,11.0,2,2,1
3258,290,22,7.0,3,3,0
19029,746,32,1.0,4,4,0
22206,619,25,82.0,2,2,5
11204,492,34,43.0,2,2,3
5207,253,31,0.0,13,13,0
5194,252,31,0.0,13,13,0
23226,548,67,1.0,10,10,0
2167,201,21,4.0,7,7,0
19603,736,86,0.0,16,16,0
22441,604,80,4.0,10,10,0
24840,864,208,84.0,3,3,0
7804,330,41,6.0,6,6,0
567,71,4,16.0,1,1,1
22365,600,63,3.0,10,10,0
22745,584,3,0.0,12,12,0
25498,223,26,0.0,12,12,0
25737,36,3,2.0,4,4,0
9746,408,26,0.0,10,10,0
23491,530,1,3.0,7,7,0
5054,241,31,0.0,9,9,0
2117,197,22,25.0,3,3,0
25573,261,25,8.0,6,6,0
24496,355,6,396.0,3,3,5
10808,471,6,16.0,4,4,1
23435,527,54,0.0,8,8,0
10983,481,21,5.0,10,10,0
24189,524,60,0.0,16,16,0
5241,256,25,5.0,9,9,0
9321,381,25,5.0,8,8,0
3496,304,37,3.0,9,9,0
11070,485,51,3.0,5,5,0
6055,115,17,11.0,5,5,1
23719,542,1,15.0,8,8,0
22786,586,75,3.0,11,11,0
22192,618,1,55.0,3,3,3
10547,456,4,23.0,2,2,1
20823,685,183,2.0,11,11,0
2069,192,24,0.0,8,8,0
26638,964,210,28.0,8,8,0
1642,34,10,0.0,10,10,0
24875,867,15,60.0,6,6,0
