resultid,raceid,driverid,constructorid,number,grid,position,positiontext,positionorder,points,laps,time,milliseconds,fastestlap,rank,fastestlaptime,fastestlapspeed,statusid
8618,376,117,1,11,2,2.0,2,2,6.0,69,+5.934,5992552.0,,,,,1
13907,566,224,56,30,21,,R,22,0.0,10,,,,,,,64
5633,274,120,18,24,24,,R,25,0.0,0,,,,,,,4
14215,578,288,67,28,18,8.0,8,8,0.0,77,,,,,,,11
1881,108,4,4,8,10,7.0,7,7,2.0,58,+45.074,5727174.0,,,,,1
8192,364,94,18,23,13,9.0,9,9,0.0,44,,,,,,,11
21437,868,818,5,17,23,14.0,14,14,0.0,52,+53.313,5164601.0,49.0,10.0,1:35.514,222.036,1
2590,142,60,20,23,19,12.0,12,12,0.0,53,,,,,,,12
15383,622,317,66,10,10,,R,18,0.0,24,,,,,,,3
9552,409,174,32,11,16,,R,19,0.0,28,,,,,,,3
21260,861,8,208,9,10,5.0,5,5,10.0,56,+29.456,9921268.0,53.0,1.0,1:40.722,198.117,1
6768,313,94,18,23,10,,R,24,0.0,11,,,,,,,24
682,50,13,6,5,4,6.0,6,6,3.0,67,+49.042,7283621.0,32.0,7.0,1:29.588,183.359,1
7436,333,105,21,9,19,9.0,9,9,0.0,60,,,,,,,11
10610,450,184,52,21,24,8.0,8,8,0.0,65,,,,,,,12
9538,409,102,32,12,2,5.0,5,5,2.0,68,,,,,,,11
18368,759,483,105,40,21,8.0,8,8,0.0,41,,,,,,,19
3806,197,55,15,14,9,,R,20,0.0,0,,,,,,,4
13883,565,256,70,37,0,,F,23,0.0,0,,,,,,,81
4985,250,79,25,3,15,,R,15,0.0,28,,,,,,,20
18815,780,554,105,4,2,,R,10,0.0,69,,,,,,,8
23104,956,835,4,30,19,12.0,12,12,0.0,70,,,53.0,13.0,1:10.228,221.757,11
17995,743,479,66,16,9,,R,21,0.0,6,,,,,,,5
7104,323,139,35,21,21,,R,23,0.0,2,,,,,,,20
5053,253,69,18,24,18,11.0,11,11,0.0,64,,,,,,,13
10876,459,176,21,29,14,,R,25,0.0,14,,,,,,,7
9993,426,156,49,30,22,,R,22,0.0,6,,,,,,,5
7792,12,1,1,1,12,,R,19,0.0,0,,,,,,,4
6452,304,131,17,32,15,6.0,6,6,1.0,80,,,,,,,11
3856,200,56,6,4,8,4.0,4,4,3.0,71,+43.976,5487976.0,,,,,1
19601,815,670,105,36,5,,R,12,0.0,46,,,,,,,5
7012,321,102,1,27,5,1.0,1,1,9.0,72,1:52:32.829,6752829.0,,,,,1
20421,341,20,9,5,2,3.0,3,3,15.0,66,+51.338,5795439.0,56.0,5.0,1:25.176,196.745,1
18633,771,502,32,18,20,,R,18,0.0,19,,,,,,,25
15137,612,332,58,16,20,,R,22,0.0,16,,,,,,,69
16606,678,341,11,5,6,,R,15,0.0,17,,,,,,,25
16667,682,364,190,36,2,1.0,1,1,9.0,28,1:40:49.4,6049400.0,,,,,1
18156,749,403,6,1,13,,R,11,0.0,54,,,,,,,5
21189,858,3,131,8,7,6.0,6,6,8.0,55,+52.317,5884203.0,55.0,7.0,1:43.993,192.266,1
20296,770,479,118,12,10,,R,14,0.0,35,,,,,,,5
7052,322,137,22,20,13,6.0,6,6,1.0,70,,,,,,,11
17216,710,278,176,10,13,5.0,5,5,2.0,79,,,,,,,11
1921,110,23,3,4,6,7.0,7,7,2.0,54,+38.526,5516726.0,,,,,1
22153,901,3,131,6,3,2.0,2,2,18.0,56,+17.313,6043287.0,55.0,2.0,1:43.960,191.946,1
15923,644,278,37,9,6,,R,12,0.0,10,,,,,,,5
1562,92,17,19,14,14,8.0,8,8,1.0,56,,,19.0,10.0,1:32.277,211.333,11
6326,299,131,17,32,24,,R,21,0.0,13,,,,,,,4
2777,151,57,1,3,2,1.0,1,1,10.0,60,1:25:33.770,5133770.0,,,,,1
20975,849,2,4,9,16,8.0,8,8,4.0,52,+1:15.542,5396738.0,37.0,14.0,1:37.117,218.371,1
7903,356,90,42,31,0,,F,30,0.0,0,,,,,,,81
5655,275,109,15,30,7,,R,21,0.0,13,,,,,,,64
8886,384,138,32,2,16,,R,22,0.0,16,,,,,,,20
4141,213,21,17,12,6,3.0,3,3,4.0,54,+3.219,4663865.0,,,,,1
5991,288,56,17,15,19,,R,21,0.0,10,,,,,,,3
14868,601,219,63,19,0,,F,30,0.0,0,,,,,,,81
2773,150,31,3,6,6,,R,19,0.0,52,,,,,,,5
22283,906,824,206,17,19,,R,22,0.0,0,,,,0.0,,,4
23410,970,807,4,27,7,12.0,12,12,0.0,55,,,36.0,13.0,1:38.015,200.210,11
9158,394,133,45,21,20,,R,16,0.0,32,,,,,,,5
5767,280,30,22,5,7,3.0,3,3,4.0,72,+21.209,5936450.0,,,,,1
23149,958,821,210,21,15,13.0,13,13,0.0,69,,,39.0,17.0,1:25.955,183.486,11
