name,area,depth,altitude,type,river,longitude,latitude
Laguna Mar Chiquita,5770.0,19.0,71.0,salt,,-62.67,-30.5
Lake Victoria,68870.0,85.0,1134.0,,Victoria Nile,33.0,-1.0
Chickamauga Lake,147.0,,,,Tennessee,-85.0,35.4
Inari,1040.0,92.0,119.0,,Paatsjoki,27.7,68.95
Lake Prespa,273.0,54.0,849.0,,,21.0,40.9
Lake Huron,59600.0,229.0,176.0,,Detroit River,-82.44,44.795
Great Bear Lake,31792.0,446.0,156.0,,,-120.6,65.9
Chiemsee,80.0,73.0,518.0,,Alz,12.4,47.9
Lake Manicouagan,1942.0,,350.0,impact,,-68.7,51.4
Ozero Balchash,18428.0,26.0,342.0,salt,,74.88,46.55
Storuman,173.0,139.0,419.0,,Umeaelv,16.88,65.22
Lake Mai Ndombe,8200.0,10.0,300.0,,Fimi,18.3,-2.05
Lake Eyasi,1050.0,,1030.0,salt,,35.0,-3.6
Zurichsee,88.0,136.0,406.0,,Limmat,8.23631,47.5018
Makarikari Salt Pan,12000.0,0.0,,salt,,21.0,-25.5
Etoscha Salt Pan,6133.0,0.0,1000.0,salt,,16.0,-18.8
Lake Tana,3000.0,14.0,1830.0,,Blue Nile,37.3,12.0
Vierwaldstattersee,113.7,214.0,434.0,,Reuss,8.4,47.0
Ozero Pskovskoje,3555.0,14.6,30.0,,Narva,27.49,58.68
Oulujaervi,928.0,35.0,123.0,,Oulujoki,27.25,64.3
Rutanzige/Eduardsee,2325.0,112.0,920.0,,Semliki,29.6,-0.35
Crater Lake,53.2,594.0,1883.0,caldera,,-122.1,42.9
Issyk-Kul,6236.0,668.0,1609.0,salt,,77.2,42.4
Lake Nicaragua,8157.0,45.0,31.0,,Rio San Juan,-85.35,11.6
Lago Maggiore,216.0,372.0,193.0,,Ticino,8.6,45.95
Mjoesa-See,368.0,449.0,123.0,,Lagen,11.0,60.65
Lake Natron,1040.0,2.0,600.0,salt,,36.0,-2.4
Pyramid Lake,487.0,108.0,1155.0,salt,,-119.57,40.03
Lake Cabora-Bassa,2800.0,,326.0,artificial,Zambezi,32.7,-15.6
Lake Winnipesaukee,186.0,55.0,153.0,,Merrimack River,-71.3,43.6
Lake Sakakawea,1578.0,55.0,,artificial,Missouri,-101.42,47.48
Lac Leman,581.0,310.0,372.0,,Rhone,6.5,46.5
Ozero Tschany,2500.0,106.0,10.0,,,77.5,54.9
Salar de Uyuni,10582.0,0.0,3650.0,salt,,-67.5,-20.1
Arresoe,40.2,5.6,,,,12.1,56.0
Lago di Como,146.0,425.0,197.0,,Adda,9.3,46.0
Franklin. D. Roosevelt Lake,337.0,,,artificial,Columbia River,-119.0,47.95
Lake Sese Seko/Albertsee,5347.0,48.0,619.0,,Bahr el-Djebel/Albert-Nil,30.9,1.7
Caspian Sea,386400.0,995.0,-28.0,salt,,51.0,41.0
Lake Rukwa,5760.0,5.0,800.0,salt,,32.35,-8.0
Lake Van,3740.0,457.0,1719.0,salt,,42.9,38.6
Laacher Maar,3.3,53.0,275.0,caldera,,7.3,50.4
Barrage de Mbakaou,,,,artificial,Sanaga,12.75,6.4
Lake Superior,82103.0,405.0,184.0,,,-87.37,47.7675
Lake Manitou,104.0,,,,,-82.0,45.76
Lake Volta,8502.0,130.0,,artificial,Volta,0.5,6.3
Atlin Lake,798.0,283.0,668.0,,Yukon River,-133.75,59.5
Lake Powell,645.0,171.0,1127.0,artificial,Colorado,-111.5,36.9
Lake Nyos,,208.0,,caldera,,10.3,6.44
