river,country,province
Raab,H,Vas
Isar,A,Tyrol
Sanga,RCB,Congo
Volga,R,Samarskaya oblast
Karun,IR,Khuzestan
Tocantins,BR,Goias
Seine,F,Haute Normandie
Vaesterdalaelv,S,Dalarna
Rhein,D,Nordrhein Westfalen
Senegal,RIM,Mauritania
Lulua,ZRE,Shaba/Katanga
Nile,SUD,ash Shamaliyah
Amur,R,Chitinskaya oblast
Tigris,TR,Sirnak
Irawaddy,MYA,Mandalay
Limmat,CH,ZH
Zambezi,Z,Western
Petschora,R,Rep. of Komi
Jordan,JOR,Jordan
Raab,A,Styria
Ruzizi,ZRE,Kivu
Tiber,I,Toscana
Missouri,USA,Nebraska
Murray River,AUS,Victoria
Olt,RO,Olt
Oranje,RSA,Northern Cape
Weichsel,PL,Gdanskie
Rio Sao Francisco,BR,Minas Gerais
Brahmaputra,IND,Arunachal Pradesh
Kasai,ANG,Lunda Sul
Chatanga,R,Krasnoyarskiy kray
Doubs,CH,JU
March,SK,Slovakia
Dnjestr,UA,Chernivetska
Bahr el-Ghasal,SUD,Bahr al Ghazal
Elbe,CZ,Praha
Volga,R,Rep. of Tatarstan
Rio Magdalena,CO,Boyaca
Yukon River,CDN,Yukon Territory
Rhein,A,Vorarlberg
Po,I,Veneto
