country,name,percentage
BVIR,Protestant,86.0
C,Roman Catholic,85.0
AMSA,Christian Congregationalist,50.0
BS,Anglican,20.0
TT,Hindu,24.3
WAL,Christian,10.0
RP,Muslim,5.0
ARM,Christian Orthodox,94.0
NIUE,Roman Catholic,7.2
MW,Protestant,55.0
RP,Protestant,9.0
TUV,Seventh-Day Adventist,1.4
WD,Roman Catholic,77.0
BS,Roman Catholic,19.0
ZRE,Muslim,10.0
TT,Protestant,14.0
IND,Sikh,2.0
ZRE,Protestant,20.0
P,Roman Catholic,97.0
BD,Hindu,16.0
COCO,Christian,20.0
RI,Protestant,6.0
USA,Protestant,56.0
BF,Christian,10.0
EC,Roman Catholic,95.0
AFG,Muslim,99.0
BI,Christian,67.0
IND,Hindu,80.0
VU,Church Christ,3.8
TUV,Bahai,1.0
GBZ,Roman Catholic,74.0
SD,Christian,60.0
GUY,Christian,57.0
NL,Protestant,25.0
CO,Roman Catholic,95.0
MV,Muslim,100.0
XMAS,Buddhist,36.0
GBZ,Protestant,11.0
ROK,Chondogyo,0.2
GUAD,Protestant,1.0
V,Roman Catholic,100.0
ROU,Roman Catholic,66.0
SME,Protestant,25.2
TO,Christian,100.0
HCA,Roman Catholic,97.0
DK,Roman Catholic,2.0
NIC,Roman Catholic,95.0
RA,Roman Catholic,90.0
J,Buddhist,84.0
MAYO,Muslim,97.0
MEX,Protestant,6.0
SME,Muslim,19.6
TN,Jewish,1.0
