river,country,province
Nile,SUD,al Khartum
Lech,A,Vorarlberg
Moldau,CZ,Jihocesky
Marne,F,Champagne Ardenne
Iller,A,Vorarlberg
Paatsjoki,SF,Lappia
Saskatchewan River,CDN,Alberta
Alz,D,Bayern
Lagen,N,Oppland
Rio Sao Francisco,BR,Minas Gerais
Inn,CH,GR
Manicouagan,CDN,Quebec
Ruzizi,RWA,Rwanda
Guadalquivir,E,Andalusia
Enns,A,Upper Austria
Bahr el-Djebel/Albert-Nil,EAU,Uganda
Waag,SK,Slovakia
Oka,R,Orjolskaya oblast
Ounasjoki,SF,Lappia
Aruwimi,ZRE,Haut Zaire
Amudarja,AFG,Afghanistan
Amur,R,Chitinskaya oblast
Rio Madeira,BOL,Bolivia
Garonne,E,Catalonia
Drau,I,Trentino Alto Adige
Pjandsh,TAD,Badakhshoni Kuni
Save,SLO,Slovenia
Rio Lerma,MEX,Nayarit
Kemijoki,SF,Lappia
Ruki,ZRE,Equateur
Kymijoki,SF,Haeme
Newa,R,Leningradskaya oblast
Thjorsa,IS,Iceland
Kura,TR,Kars
Darling River,AUS,Queensland
Wurm,D,Bayern
Joekulsa a Fjoellum,IS,Iceland
Saint Lawrence River,CDN,Quebec
Doubs,F,Franche Comte
Rhein,CH,GR
Mississippi,USA,Minnesota
Niger,RG,Guinea
