name,country,province,population,longitude,latitude
Port-of-Spain,TT,Trinidad and Tobago,150000.0,-61.2,10.4
Wuhan,TJ,Hubei,3750000.0,114.15,30.45
Los Teques,YV,Miranda,140617.0,,
Petaling Jaya,MAL,Fed. Terr. of Kuala Lumpur,254849.0,,
Castelo Branco,P,Castelo Branco,,,
Krosno,PL,Krosnienskie,,,
Haverfordwest,GB,Pembrokeshire,,,
Nuevo Laredo,MEX,Tamaulipas,218413.0,,
Narsinghdi,BD,Bangladesh,106000.0,,
Kingston,JA,Jamaica,101000.0,-76.5,18.0
Yixing,TJ,Jiangsu,200824.0,,
Malmo,S,Malmohus,245699.0,13.0,55.3
Botucatu,BR,Sao Paulo,100826.0,,
Trowbridge,GB,Wiltshire,,,
Guayaquil,EC,Ecuador,1300868.0,-80.0,-2.0
Basseterre,KN,Saint Kitts and Nevis,14700.0,-62.3,17.0
Maidstone,GB,Kent,138500.0,,
Kavaratti,IND,Lakshadweep Is.,,72.6,10.6
Baoji,TJ,Shaanxi,337765.0,,
Rubtsovsk,R,Altayskiy kray,170000.0,,
Tirane,AL,Albania,192000.0,19.8,41.3
Bengasi,LAR,Libya,,20.0,32.0
Blitar,RI,Indonesia,119011.0,,
Nanning,TJ,Guangxi Zhuangzu,1070000.0,108.5,22.5
Wenzhou,TJ,Zhejiang,401871.0,,
Miami,USA,Florida,358648.0,-80.1,25.4
Wolfsburg,D,Niedersachsen,126965.0,,
Imphal,IND,Manipur,,94.0,24.5
Lakewood,USA,Colorado,126475.0,,
Barueri,BR,Sao Paulo,176740.0,,
Mianyang,TJ,Sichuan,262947.0,,
Machakos,EAK,Eastern,116100.0,,
La Coruna,E,Galicia,255087.0,,
Liancheng,TJ,Shandong,156307.0,,
Mezhdurechensk,R,Kemerovskaya oblast,105000.0,,
Barra Mansa,BR,Rio de Janeiro,164768.0,,
Sassari,I,Sardegna,120011.0,,
Velsen,NL,Noord Holland,134973.0,,
Sete Lagoas,BR,Minas Gerais,167112.0,,
Rangpur,BD,Bangladesh,207000.0,,
Xinyu,TJ,Jiangxi,173524.0,,
Stockton on Tees,GB,Cleveland,177800.0,,
Tver,R,Tverskaya oblast,455000.0,,
Cuautla,MEX,Jalisco,110242.0,,
Skopje,MK,Macedonia,506926.0,21.4,42.0
Hollywood,USA,Florida,121720.0,,
Valencia,YV,Carabobo,903621.0,,
Nawabganj,BD,Bangladesh,141000.0,,
Karlskrona,S,Blekinge,59007.0,15.3,56.1
Sunchon,NOK,North Korea,356000.0,,
Tokchon,NOK,North Korea,217000.0,,
Chelmsford,GB,Essex,155700.0,,
Jincheng,TJ,Shanxi,136396.0,,
Kolomna,R,Moskovskaya oblast,154000.0,,
Padova,I,Veneto,218186.0,,
Pontypool,GB,Torfaen,,,
Bucharest,RO,Bucuresti,2037000.0,26.1,44.4167
Weinan,TJ,Shaanxi,140169.0,,
Grand Rapids,USA,Michigan,189126.0,-85.5167,42.8833
Arnhem,NL,Gelderland,314159.0,,
Ikorodu,WAN,Nigeria,163000.0,,
Jiaozuo,TJ,Henan,409100.0,,
Ayacucho,PE,Ayacucho,105918.0,,
