playerid,year,tmid,lgid,pos,gp,g,a,pts,pim
corbebe01,1915,MOC,NHA,D,5,0,1,1,32
walkeja01,1925,VIC,WCHL,C,4,0,0,0,0
adamsbi01,1920,VML,PCHA,R,4,0,0,0,0
anderer02,1923,CAT,WCHL,R,2,0,0,0,2
dundeto01,1915,PO1,PCHA,C,5,1,0,1,9
clancki01,1922,OTS,NHL,D,6,1,0,1,4
berlilo01,1918,MTL,NHL,L,5,1,1,2,0
bouchfr01,1922,VAM,PCHA,C,4,2,0,2,0
rowebo01,1912,VA1,PCHA,D,3,2,0,2,9
dennecy01,1920,OTS,NHL,L,5,2,2,4,10
denneco01,1917,TOA,NHL,L/C,5,3,1,4,0
lalonne01,1918,MTL,NHL,C,5,6,0,6,3
rossar01,1914,OT1,NHA,D,3,0,0,0,12
meekiha01,1924,VIC,WCHL,L,4,0,1,1,2
bouchbi01,1924,MTL,NHL,R,4,1,1,2,13
merriho01,1914,OT1,NHA,D,3,0,0,0,0
coutubi01,1918,MTL,NHL,D,5,0,1,1,0
walkeja01,1924,VIC,WCHL,L,4,4,2,6,0
darraja01,1919,OTS,NHL,R/L,5,5,2,7,3
shoreha01,1914,OT1,NHA,D,3,0,0,0,3
mackeja01,1919,OTS,NHL,F,5,0,0,0,0
moynesp01,1917,VML,PCHA,R,4,0,0,0,9
oliveha01,1923,CAT,WCHL,R,2,0,0,0,0
prodggo01,1912,VA1,PCHA,R,2,1,0,1,2
arbouty01,1922,EDE,WCHL,L,2,0,0,0,0
berlilo01,1915,MOC,NHA,L,2,0,0,0,0
cleghod01,1924,MTL,NHL,R/C,4,0,0,0,0
randake01,1917,TOA,NHL,R/D,5,1,0,1,0
poulisk01,1912,VA1,PCHA,L,3,2,0,2,5
camerha01,1917,TOA,NHL,D,5,3,1,4,0
phillme01,1925,MTM,NHL,F,4,1,1,2,0
johnsmo01,1915,PO1,PCHA,D,5,1,1,2,9
camerha01,1913,TBS,NHA,D,2,1,0,1,4
gerared01,1919,OTS,NHL,D,5,2,1,3,3
harrism01,1922,VAM,PCHA,L,4,1,0,1,8
bouchge01,1919,OTS,NHL,D,5,2,0,2,2
holmeha01,1916,SEA,PCHA,G,4,0,0,0,0
pitredi01,1915,MOC,NHA,R,5,4,1,5,15
bouchbi01,1923,MTL,NHL,R,4,5,1,6,6
broadpu01,1922,OTS,NHL,R,6,6,1,7,12
oatmaed01,1921,VML,PCHA,R,5,1,1,2,14
foystfr01,1925,VIC,WCHL,L,4,0,0,0,2
foystfr01,1924,VIC,WCHL,C,4,1,0,1,0
parkeer01,1921,VML,PCHA,R,5,0,3,3,0
uksilch01,1915,PO1,PCHA,R,5,2,0,2,6
skinnal01,1917,TOA,NHL,R,5,8,2,10,0
rowebo01,1916,SEA,PCHA,D,4,0,2,2,0
camerha01,1921,TRS,NHL,D,4,0,2,2,11
dennecy01,1922,OTS,NHL,L,6,1,1,2,8
marshja02,1913,TBS,NHA,D,3,1,0,1,2
carsofr01,1925,MTM,NHL,R,4,0,0,0,0
lehmahu01,1922,VAM,PCHA,G,4,0,0,0,0
nighbfr01,1920,OTS,NHL,C,5,0,1,1,0
broadpu01,1914,OT1,NHA,R,3,3,0,3,9
broadpu01,1919,OTS,NHL,R,4,0,0,0,3
smailwa01,1912,VA1,PCHA,L,1,0,0,0,0
parkeer01,1923,VAM,PCHA,R,2,0,0,0,0
foystfr01,1919,SEA,PCHA,C,5,6,1,7,7
skinnal01,1921,VML,PCHA,R,5,0,1,1,12
ronansk01,1915,MOC,NHA,R,4,1,0,1,6
adamsja01,1921,VML,PCHA,C,5,6,1,7,18
pitredi01,1918,MTL,NHL,R,5,0,3,3,0
skinnal01,1923,VAM,PCHA,R,2,0,0,0,0
foystfr01,1913,TBS,NHA,C,3,2,0,2,3
cleghod01,1923,MTL,NHL,R/C,4,0,1,1,0
walkeja01,1916,SEA,PCHA,C,4,1,2,3,0
smailwa01,1913,VA1,PCHA,L,3,1,0,1,2
crawfru01,1923,CAT,WCHL,L,2,0,0,0,0
meekiha01,1925,VIC,WCHL,L,4,0,0,0,6
