name,id,award,year,lgid,note
Bill Chadwick,chadwbi01h,Patrick,1974,NHL,
Bob Johnson,johnsbo02c,Patrick,1987,NHL,
Bobby Hull,hullbo01,Patrick,1968,NHL,
Harry Sinden,sindeha01c,Patrick,1998,NHL,
Jack Butterfield,butteja01h,Patrick,1984,NHL,
Joe Mullen,mullejo01,Patrick,1994,NHL,
Keith Allen,allenke01,Patrick,1987,NHL,
Marcel Dionne,dionnma01,Patrick,2005,NHL,
Mario Lemieux,lemiema01,Patrick,1999,NHL,
Phil Esposito,esposph01,Patrick,1977,NHL,
Stan Mikita,mikitst01,Patrick,1975,NHL,
Weston Adams,adamswe01h,Patrick,1973,NHL,posthumous
William Tutt,tuttwi01h,Patrick,1977,NHL,
John Ziegler,ziegljo01h,Patrick,1983,NHL,
Brian Leetch,leetcbr01,Patrick,2006,NHL,
Pat LaFontaine,lafonpa01,Patrick,1996,NHL,
Gordie Howe,howego01,Patrick,1966,NHL,
Fred Cusick,,Patrick,1987,NHL,
Len Ceglarski,,Patrick,1989,NHL,
John Davidson,davidjo01,Patrick,2003,NHL,
William Wirtz,wirtzwi01h,Patrick,1977,NHL,
Bob Fleming,,Patrick,1994,NHL,
Bob Pulford,pulfobo01,Patrick,2010,NHL,
Art Ross,rossar01,Patrick,1983,NHL,posthumous
Steve Yzerman,yzermst01,Patrick,2005,NHL,
Charles Adams,adamsch01h,Patrick,1966,NHL,posthumous
Gary Bettman,,Patrick,2000,NHL,
David Poile,,Patrick,2000,NHL,
George Leader,,Patrick,1975,NHL,
Mike Richter,richtmi01,Patrick,2008,NHL,
Bill Torrey,torrebi01h,Patrick,1982,NHL,
Mark Messier,messima01,Patrick,2008,NHL,
John Kilpatrick,kilpajo01h,Patrick,1967,NHL,posthumous
Clarence Campbell,campbcl01h,Patrick,1971,NHL,
Brian Burke,,Patrick,2007,NHL,
Dan Kelly,kellyda01,Patrick,1988,NHL,
Jack Parker,,Patrick,2009,NHL,
Cooney Weiland,weilaco01,Patrick,1971,NHL,
John Mariucci,mariujo01,Patrick,1976,NHL,
Lou Nanne,nannelo01,Patrick,1988,NHL,
Lou Lamoriello,lamorlo01c,Patrick,1991,NHL,
Reed Larson,larsore01,Patrick,2005,NHL,
Jim Hendy,hendyji01h,Patrick,1969,NHL,posthumous
Arthur Wirtz,wirtzar01h,Patrick,1984,NHL,
Mike Emrick,,Patrick,2003,NHL,
Larry Pleau,pleaula01,Patrick,2001,NHL,
Murray Murdoch,murdomu01,Patrick,1973,NHL,
John Mayasich,,Patrick,1997,NHL,
Dave Andrews,,Patrick,2009,NHL,
Max McNab,mcnabma01,Patrick,1997,NHL,
Neal Broten,brotene01,Patrick,1997,NHL,
Frank Boucher,bouchfr01,Patrick,1992,NHL,
Al Arbour,arboual01,Patrick,1991,NHL,
Murray Armstrong,armstmu01,Patrick,1976,NHL,
Mike Ilitch,ilitcmi01h,Patrick,1990,NHL,
Bruce McNall,,Patrick,1992,NHL,
Eddie Shore,shoreed01,Patrick,1969,NHL,
Herb Brooks,brookhe01c,Patrick,2001,NHL,
Bob Naegele,,Patrick,2007,NHL,
Thomas Lockhart,lockhth01h,Patrick,1967,NHL,
1960 U.S. Olympic Hockey Team,,Patrick,2001,NHL,
Raymond Bourque,bourqra01,Patrick,2002,NHL,
Brian Mullen,mullebr01,Patrick,1994,NHL,
Lou Vairo,,Patrick,1999,NHL,
Ed Jeremiah,jeremed01,Patrick,1968,NHL,posthumous
Walter Bush,bushwa01h,Patrick,1972,NHL,
Mark Johnson,johnsma02,Patrick,2010,NHL,
John Bucyk,bucykjo01,Patrick,1976,NHL,
Phil Housley,houslph01,Patrick,2007,NHL,
Robert Ridder,,Patrick,1993,NHL,
Jerry York,,Patrick,2009,NHL,
Glen Sonmor,sonmogl01,Patrick,2005,NHL,
Hoby Baker,bakerho01h,Patrick,1986,NHL,posthumous
Donald Clark,,Patrick,1974,NHL,
Milt Schmidt,schmimi01,Patrick,1995,NHL,
Jim Devellano,,Patrick,2008,NHL,
