year,lgid,tmid,franchid,confid,divid,rank,playoff,g,w,l,t,otl,pts,sow,sol,gf,ga,name,pim,benchminor,ppg,ppc,sha,pkg,pkc,shf
1994,NHL,HAR,CAR,EC,NE,5,,48,19,24,5.0,,43,,,127,141,Hartford Whalers,915,2,30,174,6,37,185,3
1997,NHL,BUF,BUF,EC,NE,3,CF,82,36,29,17.0,,89,,,211,187,Buffalo Sabres,1768,16,51,396,12,65,413,15
1982,NHL,VAN,VAN,CC,SM,3,DSF,80,30,35,15.0,,75,,,303,309,Vancouver Canucks,1639,4,90,333,13,56,292,5
1915,NHA,QU1,BKN,,,3,,24,10,12,2.0,,22,,,91,98,Quebec Bulldogs,,,,,,,,
2008,NHL,PHO,PHO,WC,PC,4,,82,36,39,,7,79,3,3,208,252,Phoenix Coyotes,1092,18,50,344,4,68,293,5
2008,NHL,TOR,TOR,EC,NE,5,,82,34,35,,13,81,6,7,250,293,Toronto Maple Leafs,1125,12,62,330,7,78,308,6
1918,NHL,MTL,MTL,,,2,ND,18,10,8,0.0,,20,,,88,78,Montreal Canadiens,253,,,,,,,
1977,NHL,TOR,TOR,WA,AD,3,SF,80,41,29,10.0,,92,,,271,237,Toronto Maple Leafs,1258,4,57,261,7,55,295,5
1994,NHL,BOS,BOS,EC,NE,3,CQF,48,27,18,3.0,,57,,,150,127,Boston Bruins,793,6,46,211,4,24,183,3
1933,NHL,CHI,CHI,,AM,2,SC,48,20,17,11.0,,51,,,88,83,Chicago Black Hawks,335,,,,,,,
1967,NHL,PHI,PHI,,WD,1,QF,74,31,32,11.0,,73,,,173,179,Philadelphia Flyers,979,,33,269,2,49,290,7
1981,NHL,QUE,COL,WA,AD,4,CF,80,33,31,16.0,,82,,,356,345,Quebec Nordiques,1757,10,83,314,9,71,331,16
1984,NHL,NYI,NYI,WA,PT,3,DF,80,40,34,6.0,,86,,,345,312,New York Islanders,1516,4,71,277,7,68,386,14
2009,NHL,OTT,OTT,EC,NE,2,CQF,82,44,32,,6,94,5,5,225,238,Ottawa Senators,1141,26,49,290,4,50,318,6
1927,NHL,MTL,MTL,,CA,1,SF,44,26,11,7.0,,59,,,116,48,Montreal Canadiens,496,,,,,,,
1987,NHL,WAS,WAS,WA,PT,2,DF,80,38,33,9.0,,85,,,281,249,Washington Capitals,1680,22,94,469,15,75,394,8
1912,PCHA,NWR,PO1,,,3,,13,4,9,0.0,,8,,,46,61,New Westminster Royals,,,,,,,,
1986,NHL,VAN,VAN,CC,SM,5,,80,29,43,8.0,,66,,,282,314,Vancouver Canucks,1917,20,82,353,11,77,319,10
2005,NHL,STL,STL,WC,CE,5,,82,21,46,,15,57,4,8,197,292,St. Louis Blues,1373,18,75,512,8,82,461,6
1964,NHL,BOS,BOS,,,6,,70,21,43,6.0,,48,,,166,253,Boston Bruins,946,,25,254,10,52,293,10
2007,NHL,NYR,NYR,EC,AT,3,CSF,82,42,27,,13,97,8,9,213,199,New York Rangers,1154,12,61,370,6,53,343,4
2005,NHL,NYI,NYI,EC,AT,4,,82,36,40,,6,78,9,3,230,278,New York Islanders,1266,18,76,450,15,99,476,5
