playerid,year,stint,tmid,lgid,gp,min,w,l,t/ol,eng,sho,ga,sa,postgp,postmin,postw,postl,postt,posteng,postsho,postga,postsa
torchmi01,1994,1,DAL,NHL,6,327,3,2,1,0,0,18,172,,,,,,,,,
stewach01,1926,1,BOS,NHL,21,1303,9,11,1,,2,49,,,,,,,,,,
cudewi01,1931,1,CHI,NHL,1,41,0,0,0,,0,9,,,,,,,,,,
chabolo01,1936,1,NYA,NHL,6,370,2,3,1,,1,25,,,,,,,,,,
rutlewa01,1974,1,HOU,WHA,35,2092,20,15,0,0,2,113,1045,,,,,,,,,
mclenja01,2003,1,CAL,NHL,26,1446,12,9,3,2,4,53,587,,,,,,,,,
tellqmi01,2008,2,BUF,NHL,6,230,2,1,0,1,0,9,125,,,,,,,,,
wilsole01,1953,1,DET,NHL,1,16,0,0,0,,0,0,,,,,,,,,,
grantdo01,1976,1,STL,NHL,17,960,7,7,3,1,1,50,,,,,,,,,,
broderi01,1980,1,VAN,NHL,52,3024,17,18,16,2,0,177,,3,185,0,3,,0,0,13,
andercr01,2005,1,CHI,NHL,29,1553,6,12,4,2,1,86,757,,,,,,,,,
wakeler01,1973,1,WIJ,WHA,37,2254,15,18,4,2,3,123,1184,,,,,,,,,
brathfr01,1994,1,EDM,NHL,14,601,2,5,1,1,0,40,292,,,,,,,,,
masonch02,2006,1,NAS,NHL,40,2342,24,11,4,5,5,93,1244,,,,,,,,,
mattsma01,1978,1,WIJ,WHA,52,2990,25,21,3,3,0,181,1544,,,,,,,,,
bobrose01,2010,1,PHI,NHL,54,3017,28,13,8,4,0,130,1527,6,186,0,2,,2,0,10,81
mccoofr01,1945,1,TOR,NHL,22,1320,10,9,3,,0,81,,,,,,,,,,
shtalmi01,1999,2,FLO,NHL,15,882,8,4,2,0,0,34,369,,,,,,,,,
thomati01,2002,1,BOS,NHL,4,220,3,1,0,0,0,11,118,,,,,,,,,
sidorpe01,1997,1,NJD,NHL,1,20,0,0,0,0,0,1,8,,,,,,,,,
roussdo01,1994,1,PHI,NHL,19,1075,11,7,0,1,1,42,486,1,23,0,0,,0,0,0,8
pietrfr01,1991,2,HAR,NHL,5,306,3,1,1,0,0,12,156,7,425,3,4,,1,0,19,244
chevral01,1989,1,CHI,NHL,39,1894,16,14,3,1,0,132,898,,,,,,,,,
leighmi01,2009,1,CAR,NHL,7,350,1,4,0,0,0,25,164,,,,,,,,,
ellisda01,2003,1,DAL,NHL,1,60,1,0,0,0,0,3,28,,,,,,,,,
hodsoke01,1995,1,DET,NHL,4,163,2,0,0,0,1,3,67,,,,,,,,,
turnejo01,1941,1,DET,NHL,1,70,0,0,1,,0,3,,,,,,,,,,
whitmka01,1989,1,HAR,NHL,9,442,4,2,1,0,0,26,183,,,,,,,,,
lockhho01,1921,1,HAM,NHL,24,1409,6,17,0,,0,103,,,,,,,,,,
cloutda01,1998,1,NYR,NHL,22,1097,6,8,3,2,0,49,570,,,,,,,,,
mckenbi01,1979,1,COR,NHL,26,1342,9,12,3,1,1,78,,,,,,,,,,
dafoeby01,1995,1,LAK,NHL,47,2666,14,24,8,3,1,172,1539,,,,,,,,,
gardich01,1927,1,CHI,NHL,40,2420,6,32,2,,3,114,,,,,,,,,,
