playerid,year,stint,tmid,lgid,pos,gp,g,a,pts,pim,+/-,ppg,ppa,shg,sha,gwg,gtg,sog,postgp,postg,posta,postpts,postpim,post+/-,postppg,postppa,postshg,postsha,postgwg,postsog
leachja02,2009,2,SJS,NHL,D,28.0,1.0,1.0,2.0,20.0,3,0,0,0,0,0,,26,,,,,,,,,,,,
nedomva01,1981,1,DET,NHL,R,68.0,12.0,28.0,40.0,22.0,-15,1,,0,,0,0,103,,,,,,,,,,,,
kylegu01,1949,1,NYR,NHL,D,70.0,3.0,5.0,8.0,143.0,,,,,,,,,12,1,2,3,30,,,,,,,
audetdo01,1990,1,BUF,NHL,R,8.0,4.0,3.0,7.0,4.0,-1,2,0,0,0,1,0,17,,,,,,,,,,,,
hejdumi01,1998,1,COL,NHL,R,82.0,14.0,34.0,48.0,26.0,8,4,7,0,0,5,0,178,16,6,6,12,4,3,1,1,0,0,3,38
macdepa01,1988,1,HAR,NHL,R,74.0,17.0,27.0,44.0,141.0,1,5,6,0,0,3,2,113,4,1,1,2,16,-1,0,0,0,0,0,5
semenda01,1984,1,EDM,NHL,L,69.0,6.0,12.0,18.0,172.0,5,0,,0,,1,0,50,14,0,0,0,39,2,0,,0,,0,5
charlbo01,1974,1,NEW,WHA,L,8.0,1.0,0.0,1.0,0.0,-4,0,,0,,,,6,4,1,0,1,0,,,,,,0,
gleasti01,2007,1,CAR,NHL,D,80.0,3.0,16.0,19.0,84.0,5,0,1,0,2,0,,98,,,,,,,,,,,,
valkga01,1996,2,PIT,NHL,L,17.0,3.0,4.0,7.0,25.0,-6,0,0,0,1,0,0,32,,,,,,,,,,,,
patrija01,1990,1,NYR,NHL,D,74.0,10.0,49.0,59.0,58.0,-5,6,31,0,1,2,0,138,6,0,0,0,6,-1,0,0,0,0,0,7
howelro01,1955,1,NYR,NHL,L,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
leschcu01,1993,1,QUE,NHL,D,72.0,5.0,17.0,22.0,65.0,-2,3,8,0,0,2,0,97,,,,,,,,,,,,
flemire01,1965,1,BOS,NHL,L,34.0,4.0,6.0,10.0,42.0,,0,,0,,1,0,,,,,,,,,,,,,
harribi02,1974,1,NYI,NHL,R,80.0,25.0,37.0,62.0,34.0,4,4,,0,,5,2,199,17,3,7,10,12,,2,,0,,1,
bordejp01,1974,1,CHI,NHL,R,59.0,7.0,8.0,15.0,4.0,-5,0,,0,,1,0,42,7,2,2,4,2,,0,,0,,0,
farrro01,1972,1,BUF,NHL,G,1.0,0.0,0.0,0.0,0.0,0,0,,0,,0,0,0,,,,,,,,,,,,
provocl01,1965,1,MTL,NHL,R,70.0,19.0,36.0,55.0,38.0,,3,,0,,5,1,,10,2,3,5,2,,,,,,1,
vorobvl01,1998,1,EDM,NHL,R,2.0,2.0,0.0,2.0,2.0,1,0,0,0,0,0,0,5,1,0,0,0,0,-1,0,0,0,0,0,1
reirdto01,2000,1,STL,NHL,D,38.0,2.0,4.0,6.0,43.0,-2,1,2,0,0,0,0,58,1,0,0,0,0,0,0,0,0,0,0,0
mcgilbo01,1991,2,DET,NHL,D,12.0,0.0,0.0,0.0,21.0,-3,0,0,0,0,0,0,6,8,0,0,0,14,-1,0,0,0,0,0,6
kovalal01,2002,1,PIT,NHL,R,54.0,27.0,37.0,64.0,50.0,-11,8,21,0,0,1,0,212,,,,,,,,,,,,
daignjj01,1994,1,MTL,NHL,D,45.0,3.0,5.0,8.0,40.0,2,0,0,0,1,0,0,36,,,,,,,,,,,,
connoca01,1979,2,NYR,NHL,R,12.0,0.0,3.0,3.0,37.0,3,0,,0,,0,0,10,2,0,0,0,2,,0,,0,,0,
carsoge01,1929,1,MTL,NHL,D,35.0,1.0,0.0,1.0,8.0,,,,,,,,,6,0,0,0,0,,,,,,,
odwyebi01,1983,1,LAK,NHL,C,5.0,0.0,0.0,0.0,0.0,1,0,,0,,0,0,2,,,,,,,,,,,,
cleghsp01,1920,3,OTS,NHL,D,,,,,,,,,,,,,,,,,,,,,,,,,
goodfeb01,1936,1,DET,NHL,C/D,48.0,9.0,16.0,25.0,43.0,,,,,,,,,9,2,2,4,12,,,,,,,
leclajo01,1994,2,PHI,NHL,L,37.0,25.0,24.0,49.0,20.0,21,5,10,0,0,7,0,113,15,5,7,12,4,7,1,2,0,0,1,37
carsebi01,1941,1,CHI,NHL,R,43.0,13.0,14.0,27.0,16.0,,,,,,,,,3,1,1,2,0,,,,,,,
mckenal01,1980,1,CAL,NHL,L,36.0,3.0,6.0,9.0,19.0,-6,0,,0,,0,0,30,,,,,,,,,,,,
trembvi01,1981,1,TOR,NHL,G,40.0,0.0,2.0,2.0,2.0,0,0,,0,,0,0,0,,,,,,,,,,,,
brunemu01,1940,1,DET,NHL,R,45.0,11.0,17.0,28.0,12.0,,,,,,,,,9,2,1,3,2,,,,,,,
mccribr01,1994,1,HAR,NHL,D,33.0,0.0,1.0,1.0,42.0,7,0,0,0,0,0,0,13,,,,,,,,,,,,
delisjo01,1998,1,MTL,NHL,R,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
holdejo01,2003,1,TOR,NHL,C,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
bouched01,1923,1,HAM,NHL,F,20.0,5.0,0.0,5.0,2.0,,,,,,,,,,,,,,,,,,,,
richalu01,2001,1,PHI,NHL,D,72.0,1.0,8.0,9.0,102.0,18,0,0,0,0,0,0,65,5,0,0,0,4,-1,0,0,0,0,0,11
garonma01,2001,1,MTL,NHL,G,5.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
mckayra01,1970,1,CHI,NHL,D,2.0,0.0,0.0,0.0,0.0,0,0,,0,,0,0,1,,,,,,,,,,,,
gillicl01,1985,1,NYI,NHL,L,55.0,4.0,10.0,14.0,55.0,-8,1,,0,,0,0,74,3,1,0,1,6,-2,0,,0,,0,7
lylege01,1981,2,HAR,NHL,L,14.0,2.0,12.0,14.0,9.0,-3,1,,0,,0,0,33,,,,,,,,,,,,
hampste01,1961,1,NYR,NHL,C,68.0,4.0,24.0,28.0,10.0,,,,,,,,,6,0,1,1,0,,,,,,0,
bouchbi01,1925,1,MTL,NHL,R,34.0,8.0,5.0,13.0,112.0,,,,,,,,,,,,,,,,,,,,
lewishe01,1934,1,DET,NHL,L,47.0,16.0,27.0,43.0,26.0,,,,,,,,,,,,,,,,,,,,
conacch01,1940,1,NYA,NHL,D,46.0,7.0,16.0,23.0,32.0,,,,,,,,,,,,,,,,,,,,
anderjo02,2001,1,NAS,NHL,R,5.0,0.0,0.0,0.0,2.0,-2,0,0,0,0,0,0,4,,,,,,,,,,,,
gocma01,2006,1,SJS,NHL,C,78.0,5.0,8.0,13.0,24.0,-2,0,0,1,0,0,,96,11,2,1,3,4,3,0,0,0,0,0,16
arnotja01,2009,1,NAS,NHL,C,63.0,19.0,27.0,46.0,26.0,0,6,12,0,0,3,,216,6,2,0,2,0,-3,1,0,0,0,0,26
laflegu01,1972,1,MTL,NHL,R,69.0,28.0,27.0,55.0,51.0,16,9,,0,,7,1,176,17,3,5,8,9,,2,,0,,1,
kamppha01,1978,1,EDO,WHA,G,2.0,0.0,0.0,0.0,0.0,0,0,,0,,,,0,,,,,,,,,,,,
wilcoar01,1932,1,MTM,NHL,D,47.0,0.0,3.0,3.0,37.0,,,,,,,,,2,0,0,0,0,,,,,,,
primeke02,2003,1,PHI,NHL,C,54.0,7.0,15.0,22.0,80.0,11,0,0,1,0,2,1,86,18,9,7,16,22,11,0,1,2,0,3,44
rowebo01,1921,1,SEA,PCHA,D,24.0,2.0,1.0,3.0,34.0,,,,,,,,,2,0,0,0,6,,,,,,,
mckendo01,1962,2,NYR,NHL,C,21.0,8.0,16.0,24.0,4.0,,,,,,,,,,,,,,,,,,,,
bickebr01,2011,1,CHI,NHL,L,71.0,9.0,15.0,24.0,48.0,-3,0,0,0,0,0,,84,6,2,0,2,4,-1,1,0,0,0,1,14
huntema01,1990,2,HAR,NHL,R,11.0,4.0,3.0,7.0,40.0,3,1,,0,0,0,0,20,6,5,1,6,17,3,3,0,0,0,0,14
hallgl01,1956,1,DET,NHL,G,70.0,0.0,0.0,0.0,2.0,,,,,,,,,5,0,0,0,10,,,,,,,
reisele01,1928,1,NYA,NHL,D,44.0,4.0,1.0,5.0,32.0,,,,,,,,,2,0,0,0,0,,,,,,,
arboujo01,1976,2,CAC,WHA,D,37.0,1.0,15.0,16.0,38.0,-26,1,,0,,,,69,,,,,,,,,,,,
mosdeke01,1953,1,MTL,NHL,C,67.0,22.0,24.0,46.0,64.0,,,,,,,,,11,1,0,1,4,,,,,,,
nighbfr01,1928,1,OTS,NHL,C,30.0,1.0,4.0,5.0,22.0,,,,,,,,,,,,,,,,,,,,
broteaa01,1987,1,NJD,NHL,L,80.0,26.0,57.0,83.0,80.0,20,7,24,2,1,4,0,180,20,5,11,16,20,-9,3,3,0,1,1,46
poppeto01,2006,1,CBS,NHL,G,2.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,,0,,,,,,,,,,,,
leflech01,1972,1,MTL,NHL,C,65.0,21.0,25.0,46.0,22.0,35,1,,1,,7,1,99,17,3,5,8,6,,0,,0,,0,
walteda01,1973,1,CHC,WHA,C,4.0,0.0,1.0,1.0,0.0,,0,,0,,0,,,,,,,,,,,,,,
hendrda01,1995,2,NYI,NHL,L,16.0,1.0,4.0,5.0,33.0,-6,0,0,0,0,1,0,30,,,,,,,,,,,,
brodzky01,2009,1,MIN,NHL,C,82.0,9.0,23.0,32.0,22.0,-3,0,3,0,0,3,,140,,,,,,,,,,,,
nashty01,2001,1,STL,NHL,L,64.0,6.0,7.0,13.0,100.0,2,0,0,0,0,1,0,66,9,0,1,1,20,0,0,0,0,0,0,6
mogilal01,1991,1,BUF,NHL,R,67.0,39.0,45.0,84.0,73.0,7,15,18,0,0,2,0,236,2,0,2,2,0,-1,0,2,0,0,0,4
camerbi01,1923,1,MTL,NHL,R,18.0,0.0,0.0,0.0,2.0,,,,,,,,,2,0,0,0,0,,,,,,,
elliobr01,2010,2,COL,NHL,G,12.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,,0,,,,,,,,,,,,
quintst01,1992,1,STL,NHL,D,75.0,1.0,10.0,11.0,100.0,-6,0,0,1,2,0,0,81,9,0,0,0,8,0,0,0,0,0,0,10
mcgeoji01,1984,1,WAS,NHL,C,11.0,3.0,0.0,3.0,12.0,0,0,,0,,0,0,22,,,,,,,,,,,,
vandeji01,2003,1,PHI,NHL,D,23.0,3.0,2.0,5.0,25.0,-5,0,0,0,0,1,0,24,,,,,,,,,,,,
