playerid,year,stint,tmid,s,g,gdg
zettehe01,2006,1,DET,4,1,1
visnolu01,2009,1,EDM,1,1,1
bertuto01,2007,1,AND,6,1,0
pahlssa01,2008,1,AND,1,0,0
clymebe01,2006,1,WAS,1,0,0
glenccu01,2011,1,CAL,0,3,0
gocma01,2010,1,NAS,6,2,2
lydmato01,2008,1,BUF,1,1,1
krejcda01,2011,1,BOS,5,10,2
afinoma01,2009,1,ATL,3,0,0
taffeje01,2006,1,PHO,1,0,0
wheelbl01,2011,1,WPG,4,6,0
ritchby01,2007,1,VAN,1,0,0
wellwky01,2011,1,WPG,2,6,0
callary01,2009,1,NYR,1,0,0
royde01,2011,1,BUF,2,5,2
kolniju01,2005,1,FLO,1,0,0
fowleca01,2010,1,AND,1,1,1
stumpjo01,2005,1,FLO,3,0,0
butlebo01,2010,1,OTT,1,0,0
mcdonan01,2006,1,AND,10,1,0
spaceja01,2005,1,CHI,1,1,0
fosteku01,2010,1,EDM,1,0,0
eavespa01,2009,1,DET,3,0,0
eriksan01,2006,1,CBS,1,0,0
sourash01,2007,1,EDM,1,0,0
coutulo01,2011,1,SJS,0,4,0
crosbsi01,2010,1,PIT,4,1,0
weighdo01,2005,1,STL,5,1,0
rucinma01,2007,1,STL,1,0,0
gonchse01,2007,1,PIT,1,0,0
smythry01,2008,1,COL,4,1,1
radulal01,2007,1,NAS,8,1,1
samsose01,2005,2,EDM,3,2,1
berglpa01,2010,1,STL,3,0,0
dadonev01,2010,1,FLO,1,0,0
hejdumi01,2006,1,COL,7,2,2
ribeimi01,2010,1,DAL,10,6,1
spezzja01,2008,1,OTT,10,3,1
willija01,2009,1,DET,9,3,0
doughdr01,2008,1,LAK,3,1,1
goligal01,2008,1,PIT,2,1,1
holmsto01,2006,1,DET,2,0,0
halpeje01,2005,1,WAS,2,0,0
foligni01,2008,1,OTT,2,0,0
stemple01,2006,1,STL,8,4,3
mielean01,2011,1,PHO,0,1,0
royde01,2007,1,BUF,5,1,1
jokinol01,2008,1,PHO,2,0,0
streima01,2006,1,MTL,1,0,0
langro01,2007,1,CHI,2,1,1
lecavvi01,2006,1,TBL,12,3,2
maddejo01,2009,1,CHI,2,0,0
gaborma01,2010,1,NYR,1,0,0
hortona01,2011,1,BOS,1,1,0
legwada01,2008,1,NAS,3,1,1
ruututu01,2008,1,CAR,6,3,1
belaner01,2007,1,MIN,1,0,0
bozakty01,2011,1,TOR,1,3,0
bouchpi02,2005,1,MIN,1,0,0
afanadm01,2006,1,TBL,2,1,1
