playerid,year,ppa,sha
linseke01,1989,8,
quinnda01,1989,15,1
skrikpe01,1990,5,
huberwi01,1987,14,
manthmo01,1987,15,1
playfla01,1988,,1
klimape01,1989,11,
charbjo01,1988,1,
paslagr01,1990,3,1
murphla01,1990,19,
mcbeawa01,1988,1,
ferrara01,1990,5,
hunteda01,1988,,1
hardyma01,1988,5,
poulida02,1989,1,1
ruotsre01,1989,9,
adamsgr01,1989,1,
stastpe01,1989,23,
deblolu01,1990,,1
konrost01,1988,1,1
frycemi01,1988,3,
nichobe01,1989,37,1
bassebo01,1988,,1
carsoji01,1989,5,
bullami01,1988,13,
sanipev01,1989,2,
ysebapa01,1990,4,1
petitmi01,1990,16,
iafraal01,1990,11,1
ledyagr01,1988,6,
manthmo01,1988,9,
fentopa01,1990,2,
ledyagr01,1987,5,
tantito01,1989,9,
dineego01,1988,2,
proppbr01,1989,9,
thibagi01,1989,2,
wellsja01,1989,3,2
carsoli01,1987,1,1
lawtobr01,1989,1,
donnemi01,1987,2,
courtge01,1987,7,
momesse01,1990,1,
cyrpa01,1987,1,
dineego01,1987,2,
wilsoca01,1990,4,
brownje02,1989,24,
pavesji01,1987,1,
archida01,1989,4,
macdepa01,1989,2,
jonssto01,1988,24,
creigad01,1988,7,
franclo01,1990,1,1
butchga01,1990,3,2
quinnda01,1990,18,
mckegto01,1990,7,
cunnera01,1989,4,
kontoch01,1987,6,
zezelpe01,1990,5,1
petitmi01,1987,9,1
murphla01,1988,22,
norwole01,1990,3,
dahlqch01,1990,,1
chrisda01,1989,7,
larsore01,1988,14,
lemiejo01,1989,1,1
rousebo01,1988,,1
mcintjo01,1990,,2
brownro01,1990,10,
brookbo01,1989,1,2
smaildo01,1990,1,1
carpebo01,1988,4,
hrdinji01,1990,4,
libaig01,1988,6,
lawlepa01,1987,3,
