coachid,year,tmid,lgid,stint,notes,g,w,l,t,postg,postw,postl,postt
adamsja01c,1931,DTF,NHL,1,,48,18,20,10,2,0,1,1
greenpe01c,1921,OTS,NHL,1,,24,14,8,2,2,0,1,1
evansja01c,1975,CLF,NHL,1,,80,27,42,11,,,,
rossar01c,1937,BOS,NHL,1,,48,30,11,7,3,0,3,0
murrate01c,2011,LAK,NHL,1,,29,13,12,4,,,,
irvindi01c,1944,MTL,NHL,1,,50,38,8,4,6,2,4,0
constke01c,1993,SJS,NHL,1,,84,33,35,16,14,7,7,0
lalonne01c,1925,SAS,WCHL,1,,30,18,11,1,2,0,1,1
rossar01c,1925,BOS,NHL,1,,36,17,15,4,,,,
demerja01c,1977,CIN,WHA,1,,75,33,39,3,,,,
wattto01c,1982,WIN,NHL,1,,80,33,39,8,3,0,3,0
trotzba01c,2001,NAS,NHL,1,,82,28,41,13,,,,
sathegl01c,1977,EDO,WHA,1,,80,38,39,3,5,1,4,0
mactacr01c,2007,EDM,NHL,1,,82,41,35,6,,,,
mcleljo01c,1969,TOR,NHL,1,,76,29,34,13,,,,
evansja01c,1983,HAR,NHL,1,,80,28,42,10,,,,
stewabi01c,1998,NYI,NHL,2,,37,11,19,7,,,,
crawfma01c,2010,DAL,NHL,1,,82,42,29,11,,,,
bowmasc01c,1970,STL,NHL,2,,28,13,10,5,6,2,4,0
sathegl01c,1983,EDM,NHL,1,,80,57,18,5,19,15,4,0
hartscr01c,1997,CHI,NHL,1,,82,30,39,13,,,,
hlinkiv01c,2000,PIT,NHL,1,,82,42,31,9,18,9,9,0
macledo02c,1996,FLO,NHL,1,,82,35,28,19,5,1,4,0
wilsoro02c,2003,SJS,NHL,1,,82,43,27,12,17,10,7,0
stewabi02c,1937,CHI,NHL,1,,48,14,25,9,10,7,3,0
stevejo01c,2011,LAK,NHL,2,,4,2,2,0,,,,
querrch01c,1922,TRS,NHL,2,,19,11,7,1,,,,
dineebi01c,1972,HOU,WHA,1,,78,39,35,4,10,4,6,0
juliecl01c,2007,BOS,NHL,1,,82,41,29,12,7,3,4,0
bergemi03c,1985,QUE,NHL,1,,80,43,31,6,3,0,3,0
patrile01c,1937,NYR,NHL,1,,48,27,15,6,3,1,2,0
murraan01c,2001,LAK,NHL,1,,82,40,31,11,7,3,4,0
dudleri01c,1989,BUF,NHL,1,,80,45,27,8,6,2,4,0
mcvieto01c,1980,WIN,NHL,1,,28,1,20,7,,,,
demerja01c,1987,DET,NHL,1,,80,41,28,11,16,9,7,0
wattto01c,1991,TOR,NHL,1,,80,30,43,7,,,,
crawfma01c,2005,VAN,NHL,1,,82,42,32,8,,,,
kelleja01c,1975,NEW,WHA,1,,33,14,16,3,,,,
stevejo01c,2009,PHI,NHL,1,,25,13,11,1,,,,
abelsi01c,1962,DET,NHL,1,,70,32,25,13,11,5,6,0
dudleri01c,2003,FLO,NHL,2,,40,13,18,9,,,,
lalonne01c,1921,MTL,NHL,1,,7,2,5,0,,,,
martija02c,2007,FLO,NHL,1,,82,38,35,9,,,,
patrifr01c,1916,VML,PCHA,1,,23,14,9,0,,,,
reaybi01c,1971,CHI,NHL,1,,78,46,17,15,8,4,4,0
laviope01c,2001,NYI,NHL,1,,82,42,32,8,7,3,4,0
lemaija01c,1984,MTL,NHL,1,,80,41,27,12,12,6,6,0
gardihe01c,1928,CHI,NHL,1,,32,5,23,4,,,,
pulfobo01c,1985,CHI,NHL,1,,80,39,33,8,3,0,3,0
malonda01c,1985,TOR,NHL,1,,80,25,48,7,10,6,4,0
stevejo01c,2008,PHI,NHL,1,,82,44,27,11,6,2,4,0
blaketo01c,1966,MTL,NHL,1,,70,32,25,13,10,6,4,0
hanlogl01c,2006,WAS,NHL,1,,82,28,40,14,,,,
harribi01c,1972,OTN,WHA,1,,78,35,39,4,5,1,4,0
laycoha01c,1969,LAK,NHL,1,,24,5,18,1,,,,
talboje01c,1972,STL,NHL,2,,65,30,28,7,5,1,4,0
charrgu01c,1991,CAL,NHL,2,,16,6,7,3,,,,
carpedo01c,1989,TOR,NHL,1,,80,38,38,4,5,1,4,0
bowmasc01c,1975,MTL,NHL,1,,80,58,11,11,13,12,1,0
stewabi02c,1938,CHI,NHL,1,,21,8,10,3,,,,
hitchke01c,1999,DAL,NHL,1,,82,43,29,10,23,14,9,0
crawfma01c,1999,VAN,NHL,1,,82,30,37,15,,,,
