year,lgid,tmid,g,w,l,t,gf,ga,pim,benchminor,ppg,ppc,sha,pkg,pkc,shf
1958,NHL,CHI,6,2,4,0,16,21,93,,,,,,,
1980,NHL,NYI,18,15,3,0,97,48,310,0,31,80,1,19,96,9
1962,NHL,MTL,5,1,4,0,6,14,48,,,,,,,
1947,NHL,NYR,6,2,4,0,12,17,43,,,,,,,
1948,NHL,TOR,9,8,1,0,28,15,94,,,,,,,
1974,NHL,PHI,17,12,5,0,53,34,335,0,11,65,0,14,89,1
1922,NHL,MTL,2,1,1,0,2,3,44,,,,,,,
1983,NHL,CAL,11,6,5,0,41,46,224,2,10,53,2,11,49,3
2005,NHL,MTL,6,2,4,0,17,15,68,0,6,27,0,6,30,0
1976,NHL,MNS,2,0,2,0,3,11,25,0,0,6,0,1,5,0
1987,NHL,DET,16,9,7,0,69,57,550,0,21,80,,20,104,3
1990,NHL,HAR,6,2,4,0,17,24,192,0,6,23,0,10,36,1
1990,NHL,CAL,7,3,4,0,20,22,125,4,7,35,0,5,32,0
1963,NHL,DET,14,7,7,0,41,40,211,,,,,,,
1924,WCHL,CAT,2,0,1,1,1,3,,,,,,,,
2011,NHL,CHI,6,2,4,0,12,17,89,0,1,19,0,4,19,0
1976,NHL,BOS,14,8,6,0,50,48,217,2,8,52,0,16,57,2
1984,NHL,BOS,5,2,3,0,17,19,97,0,1,15,0,5,21,0
1994,NHL,NYR,10,4,6,0,35,37,138,2,13,46,3,5,50,1
2005,NHL,DAL,5,1,4,0,15,18,64,0,5,31,1,5,28,1
1995,NHL,FLO,22,12,10,0,61,57,401,6,14,109,2,20,103,1
1971,NHL,BOS,15,12,3,0,64,34,389,,18,,1,11,,5
1998,NHL,ANA,4,0,4,0,6,17,80,0,4,20,0,7,23,0
1993,NHL,BUF,7,3,4,0,14,14,157,0,4,38,0,6,32,0
1984,NHL,MTL,12,6,6,0,43,41,320,0,13,51,0,8,49,1
1985,NHL,BOS,3,0,3,0,6,10,162,4,2,16,1,3,20,1
2001,NHL,PHO,5,1,4,0,7,13,83,0,1,25,0,2,27,0
1938,NHL,MTL,3,1,2,0,5,8,39,,,,,,,
2009,NHL,SJS,15,8,7,0,41,41,163,0,14,71,0,9,49,1
2007,NHL,WAS,7,3,4,0,20,23,87,6,8,35,0,8,36,0
1986,NHL,MTL,17,10,7,0,67,54,433,6,16,60,2,11,63,3
2010,NHL,CHI,7,3,4,0,22,16,76,0,6,29,0,4,18,1
1995,NHL,COL,22,16,6,0,80,51,374,0,24,110,2,17,113,1
1973,NHL,BOS,16,10,6,0,58,44,349,,12,,0,12,,2
1997,NHL,BOS,6,2,4,0,13,15,75,0,6,40,0,3,20,0
1976,WHA,WIJ,20,11,9,0,80,73,,,,,,,,
1974,NHL,NYI,17,9,8,0,47,50,377,0,15,77,3,9,72,2
1971,NHL,MTL,6,2,4,0,14,19,76,,1,,0,3,,0
1998,NHL,PHI,6,2,4,0,11,9,82,0,3,27,0,5,34,0
1995,NHL,NYR,11,5,6,0,34,38,136,2,12,55,3,8,57,1
1937,NHL,TOR,7,4,3,0,14,13,59,,,,,,,
2000,NHL,TOR,11,7,4,0,28,24,146,2,9,39,0,6,48,1
2006,NHL,DAL,7,3,4,0,12,13,104,4,4,40,0,3,38,0
1932,NHL,BOS,5,2,3,0,7,9,50,,,,,,,
2006,NHL,ATL,4,0,4,0,6,17,115,2,1,17,0,5,24,0
2011,NHL,NAS,10,5,5,0,22,21,92,2,5,41,0,5,35,0
1984,NHL,EDM,18,15,3,0,98,57,476,2,15,78,4,16,90,6
1941,NHL,MTL,3,1,2,0,8,8,19,,,,,,,
1977,NHL,LAK,2,0,2,0,3,11,39,0,0,10,0,2,9,0
2007,NHL,PHI,17,9,8,0,52,54,232,4,15,67,2,18,75,2
1980,NHL,EDM,9,5,4,0,35,35,157,2,9,43,2,15,46,1
2001,NHL,VAN,6,2,4,0,16,22,62,0,4,27,3,7,25,0
1990,NHL,MNS,23,14,9,0,81,75,674,4,35,152,3,24,136,4
1935,NHL,DET,7,6,1,0,24,12,36,,,,,,,
1922,NHL,OTS,2,1,1,0,3,2,8,,,,,,,
2009,NHL,COL,6,2,4,0,11,19,67,4,2,15,0,5,26,0
1928,NHL,DTC,2,0,2,0,2,7,24,,,,,,,
1970,NHL,BOS,7,3,4,0,26,28,190,,6,,0,5,,2
1961,NHL,MTL,6,2,4,0,13,19,83,,,,,,,
1982,NHL,CAL,9,4,5,0,30,49,317,2,9,45,5,8,43,2
1998,NHL,OTT,4,0,4,0,6,12,46,0,3,27,0,4,18,0
1990,NHL,STL,13,6,7,0,41,42,421,0,10,80,1,14,67,0
1930,NHL,MTM,2,0,2,0,1,8,28,,,,,,,
1914,NHA,OT1,2,1,1,0,4,1,,,,,,,,
1997,NHL,PHI,5,1,4,0,9,18,90,4,3,36,2,9,31,0
2006,NHL,PIT,5,1,4,0,10,18,78,0,4,28,0,6,24,0
1981,NHL,CAL,3,0,3,0,5,10,112,2,2,12,0,2,10,0
1983,NHL,WAS,8,4,4,0,28,25,161,2,10,38,1,5,25,0
1993,NHL,PIT,6,2,4,0,12,20,140,2,2,27,2,3,30,0
1977,NHL,ATF,2,0,2,0,5,8,24,0,0,4,1,3,6,0
1972,WHA,HOU,10,4,6,0,26,30,,,9,27,1,5,45,1
1987,NHL,HAR,6,2,4,0,20,23,81,0,5,26,,6,26,0
1969,NHL,CHI,8,4,4,0,26,28,87,,8,,2,8,,0
1982,NHL,WAS,4,1,3,0,11,19,98,0,1,24,0,3,18,0
2007,NHL,PIT,20,14,6,0,61,43,323,2,21,92,2,11,85,1
1945,NHL,MTL,9,8,1,0,45,20,91,,,,,,,
1997,NHL,EDM,12,5,7,0,24,25,245,4,8,72,1,7,67,0
1952,NHL,DET,6,2,4,0,21,21,50,,,,,,,
1979,NHL,VAN,4,1,3,0,7,15,84,2,1,14,0,6,18,0
1991,NHL,NYR,13,6,7,0,47,49,277,2,13,58,1,11,62,5
1932,NHL,DET,4,2,2,0,8,8,41,,,,,,,
1974,WHA,HOU,13,12,1,0,61,26,,,,,,,,
1936,NHL,DET,10,6,4,0,22,16,57,,,,,,,
1994,NHL,TOR,7,3,4,0,20,22,89,0,7,36,1,2,27,0
1993,NHL,NYR,23,16,7,0,81,50,379,2,22,104,3,9,103,2
1949,NHL,MTL,5,1,4,0,7,15,77,,,,,,,
1991,NHL,PIT,21,16,5,0,83,63,339,2,25,102,3,13,92,3
1935,NHL,NYA,5,2,3,0,10,11,29,,,,,,,
