year,round,series,tmidwinner,lgidwinner,tmidloser,lgidloser,w,l,t,goalswinner,goalsloser,note
1973,DSF,,MFS,WHA,EDO,WHA,4,1,0,22,14,
2010,CQF,C,BOS,NHL,MTL,NHL,4,3,0,17,17,
1978,Pre,A,PHI,NHL,VAN,NHL,2,1,0,15,9,
1992,DSF,A,BUF,NHL,BOS,NHL,4,0,0,19,12,
1971,QF,C,CHI,NHL,PIT,NHL,4,0,0,14,8,
1942,SCF,C,DET,NHL,BOS,NHL,4,0,0,16,5,
1941,SF,D,DET,NHL,BOS,NHL,2,0,0,9,5,
1913,F,,TBS,NHA,MOC,NHA,1,1,0,6,2,TG
1930,SCF,E,MTL,NHL,CHI,NHL,3,2,0,11,8,
1981,DSF,D,STL,NHL,WIN,NHL,3,1,0,20,13,
1964,SCF,C,MTL,NHL,CHI,NHL,4,3,0,18,12,
1943,SF,B,CHI,NHL,DET,NHL,4,1,0,17,8,
1975,QF,,HOU,WHA,SDM,WHA,4,2,0,26,19,
1977,QF,,QUN,WHA,HOU,WHA,4,2,0,29,16,
1958,SCF,C,MTL,NHL,TOR,NHL,4,1,0,18,12,
1972,QF,C,CHI,NHL,STL,NHL,4,1,0,22,9,
1978,SCF,K,MTL,NHL,NYR,NHL,4,1,0,19,11,
2008,CF,M,PIT,NHL,CAR,NHL,4,0,0,20,9,
1971,SCF,G,BOS,NHL,NYR,NHL,4,2,0,18,16,
2009,CSF,I,MTL,NHL,PIT,NHL,4,3,0,19,18,
1980,Pre,B,STL,NHL,PIT,NHL,3,2,0,20,21,
1974,Pre,D,NYI,NHL,NYR,NHL,2,1,0,10,13,
1976,QF,H,NYI,NHL,BUF,NHL,4,0,0,16,10,
2001,CQF,E,DET,NHL,VAN,NHL,4,2,0,22,16,
1961,SF,A,CHI,NHL,MTL,NHL,4,2,0,19,13,
1968,SF,E,MTL,NHL,BOS,NHL,4,2,0,15,16,
1997,CF,M,WAS,NHL,BUF,NHL,4,2,0,13,11,
1960,SCF,C,CHI,NHL,DET,NHL,4,2,0,19,12,
1978,SF,,WIJ,WHA,QUN,WHA,4,0,0,30,12,
1976,Pre,B,BUF,NHL,MNS,NHL,2,0,0,11,3,
2003,CSF,L,SJS,NHL,COL,NHL,4,2,0,14,7,
1938,SCF,E,BOS,NHL,TOR,NHL,4,1,0,12,6,
1990,CF,M,PIT,NHL,BOS,NHL,4,2,0,27,18,
1980,Pre,H,MNS,NHL,BOS,NHL,3,0,0,20,13,
1989,DSF,E,CHI,NHL,MNS,NHL,4,3,0,21,18,
1988,DF,J,PHI,NHL,PIT,NHL,4,3,0,31,24,
2011,CSF,J,NJD,NHL,PHI,NHL,4,1,0,18,11,
1988,DSF,E,CHI,NHL,DET,NHL,4,2,0,25,18,
1986,SCF,O,EDM,NHL,PHI,NHL,4,3,0,22,18,
1961,SF,B,TOR,NHL,NYR,NHL,4,2,0,22,15,
1922,SCSF,,OTS,NHL,VAM,PCHA,3,1,0,10,7,
1938,QF,B,TOR,NHL,NYA,NHL,2,0,0,6,0,
1984,CF,M,PHI,NHL,QUE,NHL,4,2,0,17,12,
1980,SCF,O,NYI,NHL,MNS,NHL,4,1,0,26,16,
1987,DSF,E,DET,NHL,TOR,NHL,4,2,0,32,20,
2005,CQF,G,ANA,NHL,CAL,NHL,4,3,0,17,16,
1994,CQF,A,NYR,NHL,QUE,NHL,4,2,0,25,19,
2008,CQF,C,CAR,NHL,NJD,NHL,4,3,0,17,15,
1962,SF,B,DET,NHL,CHI,NHL,4,2,0,25,19,
1940,QF,C,CHI,NHL,MTL,NHL,2,1,0,8,7,
1985,CF,M,MTL,NHL,NYR,NHL,4,1,0,15,9,
1926,QF,A,MTL,NHL,MTM,NHL,1,0,1,2,1,TG
1996,CSF,K,COL,NHL,EDM,NHL,4,1,0,19,11,
2010,CSF,J,BOS,NHL,PHI,NHL,4,0,0,20,7,
1975,Pre,C,LAK,NHL,ATF,NHL,2,0,0,3,1,
2000,CQF,H,STL,NHL,SJS,NHL,4,2,0,16,11,
1996,CQF,C,PHI,NHL,PIT,NHL,4,1,0,20,13,
1949,SF,B,NYR,NHL,MTL,NHL,4,1,0,15,7,
1991,DSF,E,DET,NHL,MNS,NHL,4,3,0,23,19,
1976,SCF,K,MTL,NHL,BOS,NHL,4,0,0,16,6,
2000,CQF,F,LAK,NHL,DET,NHL,4,2,0,15,17,
1992,DF,K,TOR,NHL,STL,NHL,4,3,0,22,11,
2008,CQF,F,DET,NHL,CBS,NHL,4,0,0,18,7,
1937,QF,B,NYA,NHL,NYR,NHL,2,1,0,8,7,
1939,SF,D,TOR,NHL,DET,NHL,2,0,0,5,2,
1997,SCF,O,DET,NHL,WAS,NHL,4,0,0,13,7,
1995,CQF,F,COL,NHL,VAN,NHL,4,2,0,24,17,
1931,QF,C,MTM,NHL,DTF,NHL,1,0,1,3,1,TG
1988,DSF,A,MTL,NHL,HAR,NHL,4,0,0,18,11,
1986,DF,I,MTL,NHL,QUE,NHL,4,3,0,26,21,
1923,F,,VAM,PCHA,SEA,PCHA,1,0,1,4,3,TG
2002,CF,N,ANA,NHL,MIN,NHL,4,0,0,9,1,
1956,SCF,C,MTL,NHL,BOS,NHL,4,1,0,15,6,
2007,CSF,K,DET,NHL,COL,NHL,4,0,0,21,9,
1989,DSF,B,MTL,NHL,BUF,NHL,4,2,0,17,13,
1982,CF,N,EDM,NHL,CHI,NHL,4,0,0,25,11,
2007,CQF,A,MTL,NHL,BOS,NHL,4,3,0,19,15,
1975,Pre,A,BUF,NHL,STL,NHL,2,1,0,7,8,
2005,CSF,I,BUF,NHL,OTT,NHL,4,1,0,16,13,
1925,F,,MTM,NHL,OTS,NHL,1,0,1,2,1,TG
1998,CQF,D,TOR,NHL,PHI,NHL,4,2,0,9,11,
2003,CSF,I,TBL,NHL,MTL,NHL,4,0,0,14,5,
1973,QF,B,NYR,NHL,MTL,NHL,4,2,0,21,17,
1972,QF,D,PHI,NHL,MNS,NHL,4,2,0,14,12,
1983,DSF,C,NYI,NHL,NYR,NHL,3,2,0,13,14,
1987,DF,K,DET,NHL,STL,NHL,4,1,0,21,14,
