playerid,coachid,hofid,firstname,lastname,namenote,namegiven,namenick,height,weight,shootcatch,legendsid,ihdbid,hrefid,firstnhl,lastnhl,firstwha,lastwha,pos,birthyear,birthmon,birthday,birthcountry,birthstate,birthcity,deathyear,deathmon,deathday,deathcountry,deathstate,deathcity
plantda01,,,Dan,Plante,,Daniel Leon,,71,202,R,11298,4307,plantda01,1993,1997,,,R,1971,10,5,USA,MO,St. Louis,,,,,,
rasmuer01,,,Erik,Rasmussen,,Erik,,73,215,L,14937,14458,rasmuer01,1997,2006,,,C,1977,3,28,USA,MN,St. Louis Park,,,,,,
hallimi01,,,Milt,Halliday,,Milton S.,,70,180,L,12822,22848,hallimi01,1926,1928,,,L,1906,9,21,Canada,ON,Ottawa,1989,8,16,Canada,ON,Ottawa
,perrydo01c,,Don,Perry,,Donald Frederick,,,,,,11165,perrydo99c,,,,,,1930,3,16,Canada,AB,Edmonton,,,,,,
wiercpa01,,,Patrick,Wiercioch,,,,76,192,,,,wiercpa01,2010,2010,,,D,1990,9,12,Canada,BC,Burnaby,,,,,,
jarrypi01,,,Pierre,Jarry,,Pierre Joseph Reynald,,71,190,L,13085,2511,jarrypi01,1971,1977,1977,1977,L,1949,3,30,Canada,QC,Montreal,,,,,,
perregi01,,perregi01h,Gilbert,Perreault,,Gilbert,,73,180,L,P199003,4248,perregi01,1970,1986,,,C,1950,11,13,Canada,QC,Victoriaville,,,,,,
,carpedo01c,,Doug,Carpenter,,Douglas,,,,,,837,carpedo99c,,,,,,1942,7,1,Canada,ON,Cornwall,,,,,,
boughbo01,,,Bob,Boughner,,Robert,,72,203,R,10144,507,boughbo01,1995,2005,,,D,1971,3,8,Canada,ON,Windsor,,,,,,
jonssjo01,,,Jorgen,Jonsson,,Jorgen,,72,185,L,10129,14100,jonssjo01,1999,1999,,,L,1972,9,29,Sweden,,Angelholm,,,,,,
,,nelsofr01h,Francis,Nelson,,,,,,,B194703,,,,,,,,,,,,,,1932,4,,,,
lepinhe01,,,Hec,Lepine,,Hector Theodule,,71,185,R,13375,25063,lepinhe01,1925,1925,,,C,1897,12,7,Canada,QC,Ste. Anne de Bellevue,1951,3,29,,,
russekr01,,,Kris,Russell,,,,70,167,L,21685,73434,russekr01,2007,2011,,,D,1987,5,2,Canada,AB,Caroline,,,,,,
jessihu01,,,Hugh,Jessiman,,,,78,221,,,,jessihu01,2010,2010,,,R,1984,3,28,USA,NY,New York,,,,,,
fosteyi01,,,Yip,Foster,,Harold Charles,,78,198,L,12633,16193,fosteyi01,1929,1934,,,D,1907,11,25,Canada,ON,Guelph,1978,6,4,,,
mcglydi01,,,Dick,McGlynn,,Richard Anthony,,74,185,R,,11708,mcglydi01,,,1972,1972,D,1948,7,19,USA,MA,Medford,,,,,,
herrido01,,,Don,Herriman,,Donald,,70,165,L,,2254,herrido01,,,1972,1974,L,1946,1,2,Canada,ON,Saul Ste. Marie,,,,,,
joycedu01,,,Duane,Joyce,,Duane A.,,74,203,R,10739,2603,joycedu01,1993,1993,,,D,1965,5,5,USA,MA,Pembroke,,,,,,
kovinvl01,,,Vladimir,Kovin,,,,,,,,60071,kovinvl01,,,1978,1978,,1954,6,20,,,,,,,,,
parenpi01,,,P.A.,Parenteau,,Pierre-Alexandre,,72,198,R,20436,55024,parenpi01,2006,2011,,,L,1983,3,24,Canada,QC,Hull,,,,,,
nilsoma01,,,Marcus,Nilson,,Marcus,,74,189,R,14911,16605,nilsoma01,1998,2007,,,L,1978,3,1,Sweden,,Balsta,,,,,,
ehrhoch01,,,Christian,Ehrhoff,,,,74,200,L,20322,50831,ehrhoch01,2003,2011,,,D,1982,7,6,Germany,,Moers,,,,,,
,moorege01c,,Gerry,Moore,,Gerald,,,,,,12526,moorege99c,,,,,,1931,11,23,Canada,ON,Ottawa,,,,,,
