provider_no,provider_name,street,city,state_prov,mail_code,country,phone_no,issue_dt,expr_dt,region_no,provider_code
1,Prov. Apex Key, , ,,,,,13.10.1999 10:41,12.10.2000 10:41,8,
7,Prov. Apex Ques, , ,,,,,13.10.1999 10:41,12.10.2000 10:41,7,
9,Prov. Apex Sail, , ,,,,,13.10.1999 10:41,12.10.2000 10:41,7,
14,Prov. Boston Ne, , ,,,,,13.10.1999 10:41,12.10.2000 10:41,7,
15,Prov. Boston Op, , ,,,,,13.10.1999 10:41,12.10.2000 10:41,8,
16,Prov. Boston Pe, , ,,,,,13.10.1999 10:41,12.10.2000 10:41,6,
17,Prov. Boston Qu, , ,,,,,13.10.1999 10:41,12.10.2000 10:41,5,
21,Prov. Computer, , ,,,,,13.10.1999 10:41,12.10.2000 10:41,8,
22,Prov. Computer, , ,,,,,13.10.1999 10:41,12.10.2000 10:41,5,
23,Prov. Computer, , ,,,,,13.10.1999 10:41,12.10.2000 10:41,7,
25,Prov. Computer, , ,,,,,13.10.1999 10:41,12.10.2000 10:41,4,
27,Prov. Computer, , ,,,,,13.10.1999 10:41,12.10.2000 10:41,8,
29,Prov. Computer, , ,,,,,13.10.1999 10:41,12.10.2000 10:41,7,
31,Prov. Driven Ke, , ,,,,,13.10.1999 10:41,12.10.2000 10:41,6,
34,Prov. Driven Ne, , ,,,,,13.10.1999 10:41,12.10.2000 10:41,8,
37,Prov. Driven Qu, , ,,,,,13.10.1999 10:41,12.10.2000 10:41,7,
38,Prov. Driven Re, , ,,,,,13.10.1999 10:41,12.10.2000 10:41,8,
40,Prov. Driven Tr, , ,,,,,13.10.1999 10:41,12.10.2000 10:41,7,
41,Prov. Expert Ke, , ,,,,,13.10.1999 10:41,12.10.2000 10:41,7,
42,Prov. Expert Li, , ,,,,,13.10.1999 10:41,12.10.2000 10:41,7,
43,Prov. Expert Ma, , ,,,,,13.10.1999 10:41,12.10.2000 10:41,8,
44,Prov. Expert Ne, , ,,,,,13.10.1999 10:41,12.10.2000 10:41,4,
46,Prov. Expert Pe, , ,,,,,13.10.1999 10:41,12.10.2000 10:41,7,
47,Prov. Expert Qu, , ,,,,,13.10.1999 10:41,12.10.2000 10:41,7,
48,Prov. Expert Re, , ,,,,,13.10.1999 10:41,12.10.2000 10:41,7,
50,Prov. Expert Tr, , ,,,,,13.10.1999 10:41,12.10.2000 10:41,8,
