yearid,round,playerid,teamid,lgid,g,ab,r,h,2b,3b,hr,rbi,sb,cs,bb,so,ibb,hbp,sh,sf,gidp
1953,ws,wadebe01,BRO,NL,2,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1925,ws,marbefi01,WS1,AL,2,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,1.0,0.0,0.0
1964,ws,boyerke01,SLN,NL,7,27,5,6,1,0,2,6,0,0.0,1,5,0.0,0.0,0.0,1.0,1.0
1999,НЛКС,morame01,NYN,NL,6,14,3,6,0,0,1,2,2,0.0,2,2,0.0,0.0,0.0,0.0,0.0
1980,ws,bowala01,PHI,NL,6,24,3,9,1,0,0,2,3,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1993,ws,stockke01,PHI,NL,6,19,1,4,1,0,0,1,0,1.0,5,5,0.0,0.0,0.0,0.0,0.0
2002,NLDS2,kimby01,ARI,NL,1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1997,НЛДС-1,ariasal01,FLO,NL,1,1,0,1,0,0,0,1,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2012,АЛВЦ,sotoge01,TEX,AL,1,2,0,0,0,0,0,0,0,0.0,0,1,,,,,
1920,ws,evansjo01,CLE,AL,4,13,0,4,0,0,0,0,0,1.0,1,0,0.0,0.0,0.0,0.0,0.0
1934,ws,walkebi01,SLN,NL,2,2,0,0,0,0,0,0,0,0.0,0,2,0.0,0.0,0.0,0.0,0.0
1957,ws,turlebo01,NYA,AL,3,4,0,0,0,0,0,0,0,0.0,0,2,0.0,0.0,0.0,0.0,0.0
1981,ws,lopesda01,LAN,NL,6,22,6,5,1,0,0,2,4,0.0,4,3,0.0,0.0,1.0,0.0,0.0
1953,ws,gormato02,NYA,AL,1,1,0,0,0,0,0,0,0,0.0,0,1,0.0,0.0,0.0,0.0,0.0
2003,ALDS2,menecfr01,OAK,AL,1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1985,ws,smithoz01,SLN,NL,7,23,1,2,0,0,0,0,1,1.0,4,0,0.0,0.0,1.0,0.0,1.0
1991,ws,gantro01,ATL,NL,7,30,3,8,0,1,0,4,1,0.0,2,3,0.0,0.0,0.0,0.0,0.0
2011,НЛДС-1,blantjo01,PHI,NL,1,0,0,0,0,0,0,0,0,0.0,0,0,,,,,
