hofid,yearid,votedby,ballots,needed,votes,inducted,category
adamsba01h,1937,Ассоциация писателей-фантастов,201.0,151.0,8.0,"Hello, how can I help you today?",Игрок
mattido01h,2012,Ассоциация писателей-фантастов,573.0,430.0,102.0,"Hello, how can I help you today?",Игрок
mcinnst01h,1951,Ассоциация писателей-фантастов,226.0,170.0,3.0,"Hello, how can I help you today?",Игрок
hartnga01h,1951,Ассоциация писателей-фантастов,226.0,170.0,57.0,"Hello, how can I help you today?",Игрок
dinnebi01h,1939,Ассоциация писателей-фантастов,274.0,206.0,7.0,"Hello, how can I help you today?",Игрок
bunniji01h,1982,Ассоциация писателей-фантастов,415.0,312.0,138.0,"Hello, how can I help you today?",Игрок
wilsoji01h,1951,Ассоциация писателей-фантастов,226.0,170.0,2.0,"Hello, how can I help you today?",Игрок
huggimi01h,1939,Ассоциация писателей-фантастов,274.0,206.0,97.0,"Hello, how can I help you today?",Менеджер
clarkfr01h,1938,Ассоциация писателей-фантастов,262.0,197.0,63.0,"Hello, how can I help you today?",Игрок
crandde01h,1977,Ассоциация писателей-фантастов,383.0,288.0,8.0,"Hello, how can I help you today?",Игрок
morrija02h,2009,Ассоциация писателей-фантастов,539.0,405.0,237.0,"Hello, how can I help you today?",Игрок
mccarjo99h,1957,Ветераны,,,,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык.",Менеджер
mcdougi01h,1966,Ассоциация писателей-фантастов,302.0,227.0,5.0,"Hello, how can I help you today?",Игрок
hoopeha01h,1938,Ассоциация писателей-фантастов,262.0,197.0,4.0,"Hello, how can I help you today?",Игрок
oneilst01h,1953,Ассоциация писателей-фантастов,264.0,198.0,13.0,"Hello, how can I help you today?",Игрок
coneda01h,2009,Ассоциация писателей-фантастов,539.0,405.0,21.0,"Hello, how can I help you today?",Игрок
surhobj01h,2011,Ассоциация писателей-фантастов,581.0,436.0,2.0,"Hello, how can I help you today?",Игрок
southbi01h,1953,Ассоциация писателей-фантастов,264.0,198.0,2.0,"Hello, how can I help you today?",Игрок
tewksbo01h,2004,Ассоциация писателей-фантастов,506.0,380.0,0.0,"Hello, how can I help you today?",Игрок
campabe01h,1989,Ассоциация писателей-фантастов,447.0,336.0,14.0,"Hello, how can I help you today?",Игрок
vernomi01h,1967,Ассоциация писателей-фантастов,292.0,219.0,14.0,"Hello, how can I help you today?",Игрок
judgejo01h,1956,Ассоциация писателей-фантастов,193.0,145.0,2.0,"Hello, how can I help you today?",Игрок
wertzvi01h,1977,Ассоциация писателей-фантастов,383.0,288.0,4.0,"Hello, how can I help you today?",Игрок
vaughar01h,1985,Ветераны,,,,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык.",Игрок
boccajo01h,1980,Ассоциация писателей-фантастов,385.0,289.0,0.0,"Hello, how can I help you today?",Игрок
gurala01h,1991,Ассоциация писателей-фантастов,443.0,333.0,0.0,"Hello, how can I help you today?",Игрок
ferrewe01h,1948,Ассоциация писателей-фантастов,121.0,91.0,1.0,"Hello, how can I help you today?",Игрок
youngro01h,1956,Ассоциация писателей-фантастов,193.0,145.0,19.0,"Hello, how can I help you today?",Игрок
dobsopa01h,1983,Ассоциация писателей-фантастов,374.0,281.0,0.0,"Hello, how can I help you today?",Игрок
gehrich01h,1949,Беги,187.0,,159.0,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык.",Игрок
kellge01h,1973,Ассоциация писателей-фантастов,380.0,285.0,114.0,"Hello, how can I help you today?",Игрок
hutchfr01h,1962,Ассоциация писателей-фантастов,160.0,120.0,1.0,"Hello, how can I help you today?",Игрок
willicy01h,1949,Ассоциация писателей-фантастов,153.0,115.0,2.0,"Hello, how can I help you today?",Игрок
darliro01h,2001,Ассоциация писателей-фантастов,515.0,387.0,1.0,"Hello, how can I help you today?",Игрок
longhe01h,1946,Голосование за выдвижение,202.0,,1.0,"Hello, how can I help you today?",Игрок
crosefr01h,1960,Ассоциация писателей-фантастов,269.0,202.0,8.0,"Hello, how can I help you today?",Игрок
groatdi01h,1975,Ассоциация писателей-фантастов,362.0,272.0,4.0,"Hello, how can I help you today?",Игрок
haddiha01h,1973,Ассоциация писателей-фантастов,380.0,285.0,1.0,"Hello, how can I help you today?",Игрок
oneilst01h,1950,Ассоциация писателей-фантастов,168.0,126.0,1.0,"Hello, how can I help you today?",Игрок
hoytwa01h,1939,Ассоциация писателей-фантастов,274.0,206.0,1.0,"Hello, how can I help you today?",Игрок
bondsba01h,2013,Ассоциация писателей-фантастов,569.0,427.0,206.0,"Hello, how can I help you today?",Игрок
suttebr01h,1999,Ассоциация писателей-фантастов,497.0,373.0,121.0,"Hello, how can I help you today?",Игрок
hartnga01h,1949,Ассоциация писателей-фантастов,153.0,115.0,35.0,"Hello, how can I help you today?",Игрок
marisro01h,1983,Ассоциация писателей-фантастов,374.0,281.0,69.0,"Hello, how can I help you today?",Игрок
duganjo01h,1956,Ассоциация писателей-фантастов,193.0,145.0,1.0,"Hello, how can I help you today?",Игрок
vanceda01h,1949,Ассоциация писателей-фантастов,153.0,115.0,33.0,"Hello, how can I help you today?",Игрок
olivato01h,1987,Ассоциация писателей-фантастов,413.0,310.0,160.0,"Hello, how can I help you today?",Игрок
marquru01h,1937,Ассоциация писателей-фантастов,201.0,151.0,13.0,"Hello, how can I help you today?",Игрок
gosligo01h,1960,Ассоциация писателей-фантастов,269.0,202.0,30.0,"Hello, how can I help you today?",Игрок
vernomi01h,1966,Ассоциация писателей-фантастов,302.0,227.0,20.0,"Hello, how can I help you today?",Игрок
tanneje01h,1945,Ассоциация писателей-фантастов,247.0,186.0,1.0,"Hello, how can I help you today?",Игрок
wanerll01h,1950,Ассоциация писателей-фантастов,168.0,126.0,1.0,"Hello, how can I help you today?",Игрок
hoopeha01h,1950,Ассоциация писателей-фантастов,168.0,126.0,2.0,"Hello, how can I help you today?",Игрок
gowdyha01h,1937,Ассоциация писателей-фантастов,201.0,151.0,2.0,"Hello, how can I help you today?",Игрок
cavarph01h,1968,Ассоциация писателей-фантастов,283.0,213.0,23.0,"Hello, how can I help you today?",Игрок
huggimi01h,1937,Ассоциация писателей-фантастов,201.0,151.0,5.0,"Hello, how can I help you today?",Менеджер
bonilbo01h,2007,Ассоциация писателей-фантастов,545.0,409.0,2.0,"Hello, how can I help you today?",Игрок
bridgto01h,1964,Ассоциация писателей-фантастов,201.0,151.0,15.0,"Hello, how can I help you today?",Игрок
gomezle01h,1956,Ассоциация писателей-фантастов,193.0,145.0,89.0,"Hello, how can I help you today?",Игрок
martipe01h,1962,Ассоциация писателей-фантастов,160.0,120.0,6.0,"Hello, how can I help you today?",Игрок
ruffire01h,1952,Ассоциация писателей-фантастов,234.0,176.0,10.0,"Hello, how can I help you today?",Игрок
roushed01h,1937,Ассоциация писателей-фантастов,201.0,151.0,10.0,"Hello, how can I help you today?",Игрок
wrighgl01h,1951,Ассоциация писателей-фантастов,226.0,170.0,1.0,"Hello, how can I help you today?",Игрок
bottoji01h,1951,Ассоциация писателей-фантастов,226.0,170.0,6.0,"Hello, how can I help you today?",Игрок
tiantlu01h,1995,Ассоциация писателей-фантастов,460.0,345.0,45.0,"Hello, how can I help you today?",Игрок
altroni01h,1954,Ассоциация писателей-фантастов,252.0,189.0,2.0,"Hello, how can I help you today?",Игрок
hentgpa01h,2010,Ассоциация писателей-фантастов,539.0,405.0,1.0,"Hello, how can I help you today?",Игрок
gromest01h,1964,Ассоциация писателей-фантастов,201.0,151.0,1.0,"Hello, how can I help you today?",Игрок
moseswa01h,1970,Ассоциация писателей-фантастов,300.0,225.0,5.0,"Hello, how can I help you today?",Игрок
crandde01h,1978,Ассоциация писателей-фантастов,379.0,285.0,6.0,"Hello, how can I help you today?",Игрок
leebi03h,1988,Ассоциация писателей-фантастов,427.0,321.0,3.0,"Hello, how can I help you today?",Игрок
lewisdu01h,1952,Ассоциация писателей-фантастов,234.0,176.0,11.0,"Hello, how can I help you today?",Игрок
kellejo01h,1942,Ассоциация писателей-фантастов,233.0,175.0,1.0,"Hello, how can I help you today?",Игрок
newsobo01h,1967,Ассоциация писателей-фантастов,292.0,219.0,19.0,"Hello, how can I help you today?",Игрок
freehbi01h,1982,Ассоциация писателей-фантастов,415.0,312.0,2.0,"Hello, how can I help you today?",Игрок
furilca01h,1972,Ассоциация писателей-фантастов,396.0,297.0,2.0,"Hello, how can I help you today?",Игрок
sotoma01h,1994,Ассоциация писателей-фантастов,456.0,342.0,0.0,"Hello, how can I help you today?",Игрок
suttodo01h,1996,Ассоциация писателей-фантастов,470.0,353.0,300.0,"Hello, how can I help you today?",Игрок
floodcu01h,1993,Ассоциация писателей-фантастов,423.0,318.0,36.0,"Hello, how can I help you today?",Игрок
hattogr01h,1967,Ассоциация писателей-фантастов,292.0,219.0,1.0,"Hello, how can I help you today?",Игрок
