orderid,productid,unitprice,quantity,discount
10496,31,10.0,20,0.0
10954,16,17.45,28,0.0
10251,65,16.8,20,0.0
10990,61,28.5,66,0.0
10456,49,16.0,21,0.0
10958,7,30.0,6,0.0
10733,28,45.6,20,0.0
10861,21,10.0,40,0.0
10491,77,10.4,7,0.0
10969,46,12.0,9,0.0
10984,24,4.5,20,0.0
10797,11,21.0,20,0.0
10423,31,10.0,14,0.0
11038,40,18.4,5,0.0
10331,54,5.9,15,0.0
10964,18,62.5,6,0.0
10650,53,32.8,25,0.0
10315,34,11.2,14,0.0
10281,35,14.4,4,0.0
10364,71,17.2,5,0.0
10606,4,22.0,20,0.0
10561,51,53.0,50,0.0
10702,76,18.0,15,0.0
10843,51,53.0,4,0.0
10562,33,2.5,20,0.0
10715,10,31.0,21,0.0
10293,75,6.2,6,0.0
10568,10,31.0,5,0.0
10648,24,4.5,15,0.0
10472,51,42.4,18,0.0
10780,77,13.0,15,0.0
10796,26,31.23,21,0.0
10265,70,12.0,20,0.0
10333,71,17.2,40,0.0
10747,41,9.65,35,0.0
10757,62,49.3,30,0.0
10427,14,18.6,35,0.0
11001,22,21.0,25,0.0
10799,13,6.0,20,0.0
10986,11,21.0,30,0.0
11053,18,62.5,35,0.0
10451,55,19.2,120,0.0
10460,68,10.0,21,0.0
10342,36,15.2,40,0.0
10448,26,24.9,6,0.0
10875,49,20.0,15,0.0
10993,29,123.79,50,0.0
10610,36,19.0,21,0.0
10855,31,12.5,14,0.0
10675,53,32.8,10,0.0
10562,62,49.3,10,0.0
11013,45,9.5,20,0.0
10698,29,123.79,12,0.0
10886,10,31.0,70,0.0
10382,33,2.0,60,0.0
10524,30,25.89,10,0.0
10916,16,17.45,6,0.0
10694,70,15.0,50,0.0
10308,70,12.0,5,0.0
10698,11,21.0,15,0.0
10993,41,9.65,35,0.0
11018,12,38.0,20,0.0
10516,18,62.5,25,0.0
10904,58,13.25,15,0.0
10921,35,18.0,10,0.0
10465,50,13.0,25,0.0
10447,19,7.3,40,0.0
11031,64,33.25,20,0.0
10861,18,62.5,20,0.0
10527,4,22.0,50,0.0
10756,18,62.5,21,0.0
10720,35,18.0,21,0.0
10725,41,9.65,12,0.0
10902,55,24.0,30,0.0
10966,56,38.0,12,0.0
10291,13,4.8,20,0.0
10379,41,7.7,8,0.0
11077,46,12.0,3,0.0
10838,1,18.0,4,0.0
10502,53,32.8,6,0.0
10984,36,19.0,40,0.0
10932,72,34.8,16,0.0
10446,31,10.0,3,0.0
10591,54,7.45,50,0.0
10436,46,9.6,5,0.0
10405,3,8.0,50,0.0
10892,59,55.0,40,0.0
11041,2,19.0,30,0.0
10691,1,18.0,30,0.0
10372,60,27.2,70,0.0
10398,35,14.4,30,0.0
10846,70,15.0,30,0.0
