orderid,customerid,employeeid,orderdate,requireddate,shippeddate,shipvia,freight,shipname,shipaddress,shipcity,shipregion,shippostalcode,shipcountry
10251,VICTE,3,1996-07-08T00:00:00,1996-08-05T00:00:00,1996-07-15T00:00:00,1,41.34,Victuailles en stock,"2, rue du Commerce",Lyon,,69004,France
10265,BLONP,2,1996-07-25T00:00:00,1996-08-22T00:00:00,1996-08-12T00:00:00,1,55.28,Blondel pre et fils,"24, place Klber",Strasbourg,,67000,France
10281,ROMEY,4,1996-08-14T00:00:00,1996-08-28T00:00:00,1996-08-21T00:00:00,1,2.94,Romero y tomillo,"Gran Va, 1",Madrid,,28001,Spain
10291,QUEDE,6,1996-08-27T00:00:00,1996-09-24T00:00:00,1996-09-04T00:00:00,2,6.4,Que Delcia,"Rua da Panificadora, 12",Rio de Janeiro,RJ,02389-673,Brazil
10293,TORTU,1,1996-08-29T00:00:00,1996-09-26T00:00:00,1996-09-11T00:00:00,3,21.18,Tortuga Restaurante,Avda. Azteca 123,Mxico D.F.,,5033,Mexico
10308,ANATR,7,1996-09-18T00:00:00,1996-10-16T00:00:00,1996-09-24T00:00:00,3,1.61,Ana Trujillo Emparedados y helados,Avda. de la Constitucin 2222,Mxico D.F.,,5021,Mexico
10315,ISLAT,4,1996-09-26T00:00:00,1996-10-24T00:00:00,1996-10-03T00:00:00,2,41.76,Island Trading,Garden House Crowther Way,Cowes,Isle of Wight,PO31 7PJ,UK
10331,BONAP,9,1996-10-16T00:00:00,1996-11-27T00:00:00,1996-10-21T00:00:00,1,10.19,Bon app-,"12, rue des Bouchers",Marseille,,13008,France
10333,WARTH,5,1996-10-18T00:00:00,1996-11-15T00:00:00,1996-10-25T00:00:00,3,0.59,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland
10342,FRANK,4,1996-10-30T00:00:00,1996-11-13T00:00:00,1996-11-04T00:00:00,2,54.83,Frankenversand,Berliner Platz 43,Mnchen,,80805,Germany
10364,EASTC,1,1996-11-26T00:00:00,1997-01-07T00:00:00,1996-12-04T00:00:00,1,71.97,Eastern Connection,35 King George,London,,WX3 6FW,UK
10372,QUEEN,5,1996-12-04T00:00:00,1997-01-01T00:00:00,1996-12-09T00:00:00,2,890.78,Queen Cozinha,"Alameda dos Canrios, 891",Sao Paulo,SP,05487-020,Brazil
10379,QUEDE,2,1996-12-11T00:00:00,1997-01-08T00:00:00,1996-12-13T00:00:00,1,45.03,Que Delcia,"Rua da Panificadora, 12",Rio de Janeiro,RJ,02389-673,Brazil
10382,ERNSH,4,1996-12-13T00:00:00,1997-01-10T00:00:00,1996-12-16T00:00:00,1,94.77,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria
10398,SAVEA,2,1996-12-30T00:00:00,1997-01-27T00:00:00,1997-01-09T00:00:00,3,89.16,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
10405,LINOD,1,1997-01-06T00:00:00,1997-02-03T00:00:00,1997-01-22T00:00:00,1,34.82,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,4980,Venezuela
10423,GOURL,6,1997-01-23T00:00:00,1997-02-06T00:00:00,1997-02-24T00:00:00,3,24.5,Gourmet Lanchonetes,"Av. Brasil, 442",Campinas,SP,04876-786,Brazil
10427,PICCO,4,1997-01-27T00:00:00,1997-02-24T00:00:00,1997-03-03T00:00:00,2,31.29,Piccolo und mehr,Geislweg 14,Salzburg,,5020,Austria
10436,BLONP,3,1997-02-05T00:00:00,1997-03-05T00:00:00,1997-02-11T00:00:00,2,156.66,Blondel pre et fils,"24, place Klber",Strasbourg,,67000,France
10446,TOMSP,6,1997-02-14T00:00:00,1997-03-14T00:00:00,1997-02-19T00:00:00,1,14.68,Toms Spezialitten,Luisenstr. 48,Mnster,,44087,Germany
