File,Row,Column,Length_Orig,Length_Trans,Diff_%,Original,Translated
tourney_slots.csv,9,slot,4,113,2725.0,R2Z1,"I'm sorry, I don't understand your request. Could ..."
tourney_slots.csv,16,slot,4,103,2475.0,R2Z4,"I'm sorry, but I don't understand your request. Co..."
tourney_slots.csv,26,slot,4,113,2725.0,R2Z1,"I'm sorry, I don't understand your request. Could ..."
tourney_slots.csv,35,strongseed,4,113,2725.0,R2Z1,"I'm sorry, I don't understand your request. Could ..."
tourney_slots.csv,35,weakseed,4,103,2475.0,R2Z4,"I'm sorry, but I don't understand your request. Co..."
tourney_slots.csv,50,slot,4,103,2475.0,R2Z4,"I'm sorry, but I don't understand your request. Co..."
tourney_slots.csv,51,slot,4,113,2725.0,R2Z1,"I'm sorry, I don't understand your request. Could ..."
tourney_slots.csv,63,slot,4,15,275.0,R1X2,R1x2 = R^2 - 2R
tourney_slots.csv,94,slot,4,113,2725.0,R2Z1,"I'm sorry, I don't understand your request. Could ..."
tourney_slots.csv,106,slot,4,103,2475.0,R2Z4,"I'm sorry, but I don't understand your request. Co..."
tourney_slots.csv,127,slot,4,113,2725.0,R2Z1,"I'm sorry, I don't understand your request. Could ..."
tourney_slots.csv,132,strongseed,4,15,275.0,R1X2,R1x2 = R^2 - 2R
tourney_slots.csv,134,slot,4,15,275.0,R1X2,R1x2 = R^2 - 2R
tourney_slots.csv,164,slot,4,113,2725.0,R2Z1,"I'm sorry, I don't understand your request. Could ..."
tourney_seeds.csv,52,seed,4,93,2225.0,X16a,"Я не понимаю ваш запрос. Пожалуйста, уточните ваш ..."
tourney_seeds.csv,171,seed,4,99,2375.0,W12a,"I'm sorry, I don't understand your request. Could ..."
teams.csv,30,team_name,12,43,258.3,Cal Poly SLO,Калифорнийский политехнический институт Сло
teams.csv,124,team_name,10,41,310.0,NC Central,Центральный университет Северной Каролины
teams.csv,157,team_name,7,22,214.3,Rutgers,Рутгерский университет
teams.csv,191,team_name,8,30,275.0,Texas St,Техасский университет в Остине
teams.csv,192,team_name,10,37,270.0,Texas Tech,Техасский технологический университет
teams.csv,200,team_name,8,36,350.0,UC Davis,Калифорнийский университет в Дейвисе
teams.csv,206,team_name,14,43,207.1,UNC Wilmington,Университет Северной Каролины в Уилмингтоне
teams.csv,207,team_name,4,29,625.0,UNLV,"Университет Невады, Лас-Вегас"
