name,country,province,population,longitude,latitude
Орск,Р,Оренбургская область,275000.0,,
Бахир Дар,ЭТО,Эфиопия,115531.0,,
Райпур,СИН,Мадхья Прадеш,438639.0,,
Илаве Экити,ВАН,Нигерия,163000.0,,
Виктория,SY,Сейшельские Острова,24570.0,55.5,-4.65
Мбабан,УР,Свазиленд,,31.1,-25.0
Бёрджанд,IR,Хорасан,101177.0,,
Пеориа,США,Иллинойс,113513.0,-89.6833,40.6667
Соуэто,RSA,Гаутенг,597000.0,,
Цзяню,ТДж,Сычуань,175753.0,,
Ново Гамбурго,КР,Рио-Гранди-ду-Сул,225082.0,,
Кассель,D,Гессен,201789.0,,
Ляоян,ТДж,Ляонирование,492559.0,,
Петрков Трибунальский,PL,Петрковски,,,
Галифакс,КН,Новая Шотландия,114455.0,-63.4,44.4
Алворада,КР,Рио-Гранди-ду-Сул,160671.0,,
Мардин,ТR,Мардин,,,
Шай Шай,МПК,Газа,,34.0,-25.2
Куалаа Теренгану,ТЗА,Теренгану,228654.0,,
Севилья,E,Андалусия,714148.0,,
Камагия,C,Камагия,293961.0,,
Чжэньцзян,ТДж,Цзянсу,368316.0,,
Харбин,ТДж,Хейлонгцзян,2830000.0,126.4,45.4
Лхаса,ТДж,Тибет,106885.0,91.0,29.5
Итаджай,КР,Санта-Катарина,134797.0,,
Семей,KAZ,Семей,320200.0,,
Дадли,ГБ,Западные Мидленды,312200.0,,
Залив Колвин,ГБ,Аберконви и Колвин,,,
Куибдо,CO,Чоко,130921.0,,
Росарио,РЭ,Санта-Фе,1118984.0,-60.5,-33.0
Сан-Томе,ПДТ,Сан-Томе и Принсипи,,7.0,0.0
Тегеран,IR,Тегеран,6750043.0,51.4167,35.6833
Льюберти,Р,Московская область,166000.0,,
Краков,PL,Краковски,748000.0,19.95,50.0667
Арзам,Р,Нижегородская область,112000.0,,
Жанцзян,ТДж,Гуандун,400997.0,,
Феррара,I,Эмилия Романья,140600.0,,
Пасадена,США,Калифорния,131586.0,-118.15,34.15
Сянфан,ТДж,Хабэй,410407.0,,
Батам,РИ,Индонезия,106667.0,,
Буффало,США,Нью-Йорк,328175.0,-78.7333,42.9333
Хуайен,ТДж,Цзянсу,239675.0,,
Тонгхуа,ТДж,Джилин,324600.0,,
Каваратти,СИН,Лаксхадвип - это.,,72.6,10.6
Ливерпуль,ГБ,Мерсисайд,474000.0,,
Колн,D,Нордрхейн Вестфален,963817.0,,
Чичестер,ГБ,Западный Сассекс,102500.0,,
Рангпур,БД,Бангладеш,207000.0,,
Мальмо,И,Мальмохус,245699.0,13.0,55.3
Владивосток,Р,Приморский крей,632000.0,131.917,43.1167
Город Джерси,США,Нью-Джерси,228517.0,,
Наполи,I,Кампания,1206013.0,14.15,40.5
Курган,Р,Курганская область,363000.0,,
Китайндега,НИК,Никарагуа,101211.0,,
Картофель,I,Базиликата,,15.47,40.4
Хакодат,J,Хоккайдо,287691.0,140.7,41.8
Танта,ЕТ,Эль-Гарбия,374000.0,,
Даксиан,ТДж,Сычуань,188101.0,,
Блэкпуль,ГБ,Ланкашир,153600.0,,
Ханой,VN,Вьетнам,3056146.0,105.867,21.0333
Рио-Бранко,КР,Акре,228907.0,-67.5,-9.5
Мадугури,ВАН,Нигерия,282000.0,,
Лахти,SF,Хеме,94234.0,25.2,60.5
Лион,F,Рон-Алпес,415487.0,4.78333,45.7
Бутроп,D,Нордрхейн Вестфален,119669.0,,
Энугу,ВАН,Нигерия,279000.0,,
Нумеа,НКА,Новая Каледония,,166.27,-22.16
Кочабамба,БОЛ,Боливия,304000.0,-66.0,-17.1
Спрингфилд,США,Иллинойс,105417.0,-89.6667,39.8333
Ллейда,E,Каталония,114234.0,,
Измит,ТR,Коджали,275800.0,,
Градец Кралов,CZ,Виходосекский,164000.0,,
Лойкау,МЬЯ,Кая,,,
Урумчи,ТДж,Синьцзян Уйгур,1160000.0,88.0,44.0
Гуликтон,Юзеф,Сирдар,,,
Мэйкоп,Р,Репутация Адыгейи,165000.0,,
Ла-Лагуна,E,Канарские острова,125183.0,,
Раджамундри,СИН,Андхра Прадеш,324881.0,,
Карачи,ПК,Пакистан,9863000.0,66.98,24.8
Хаккари,ТR,Хаккари,,,
Батна,DZ,Алжир,181601.0,,
Гужат,ПК,Пакистан,155058.0,,
Чарджью,ТМ,Лебан,166400.0,,
Оребро,И,Оребро,119635.0,15.0,59.2
Дили,ТЛ,Тимор-Лешти,59069.0,125.6,-8.6
