name,code,capital,province,area,population
Бангладеш,БД,Дакка,Бангладеш,144000.0,123062800
Бенин,Бен,Порто-Ново,Бенин,112620.0,5709529
Боливия,БОЛ,Ла-Пас,Боливия,1098580.0,7165257
Бразилия,КР,Бразилиа,Федеральный департамент,8511960.0,162661214
Беларусь,Клянусь!,Минск,Беларусь,207600.0,10415973
Камерун,КАМ,Яунде,Центр,475440.0,14261557
Кот-д &apos; Ивуар,CI,Ямусукро,Кот-д &apos; Ивуар,322460.0,14762445
Колумбия,CO,Богота,"Санта-Фе де Богота, округ Колумбия",1138910.0,36813161
Германия,D,Берлин,Берлин,356910.0,83536115
Алжир,DZ,Алгье,Алжир,2381740.0,29183032
Кения,ЭАК,Найроби,Найроби,582650.0,28176686
Танзания,ЕАТ,Дар-эс-Салам,Дарессалам,945090.0,29058470
Уганда,ЕАС,Кампала,Уганда,236040.0,20158176
Эквадор,ЕС,Кито,Эквадор,283560.0,11466291
Египет,ЕТ,Каир,Эль-Кахира,1001450.0,63575107
Эфиопия,ЭТО,Аддис-Абеба,Эфиопия,1127130.0,57171662
Франция,F,Париж,Иль де Франция,547030.0,58317450
Габон,G,Либревиль,Габон,267670.0,1172798
Гватемала,СУА,Город Гватемала,Гватемала,108890.0,11277614
Греция,ГР,Афины,Аттики,131940.0,10538594
Гайана,Парень,Джорджтаун,Гайана,214970.0,712091
Гондурас,HCA,Тегусигальпа,Франциско Моразан,112090.0,5605193
Италия,I,Рим,Лацио,301230.0,57460274
Индией,СИН,Дели,Дели,3287590.0,952107694
Иран,IR,Тегеран,Тегеран,1648000.0,66094264
Ирак,ИРК,Багдад,Багдад,437072.0,21422292
Италия,ИУ,Рейкьявик,Италия,103000.0,270292
Казахстан,KAZ,Алматы,Алма-Ата (муниципалитет),2717300.0,16916463
Кыргызстан,KGZ,Бишкек,Кыргызстан,198500.0,4529648
Либерия,ЛБ,Монровия,Либерия,111370.0,2109789
Мексика,МЕКС,Мехико,Федеральный департамент,1972550.0,95772462
Монголия,МПГ,Улан-Батор,Монголия,1565000.0,2496617
Мозамбик,МПК,Мапуту,Мапуту (муниципалитет),801590.0,17877927
Намибия,ДН,Виндхук,Намибия,825418.0,1677243
Никарагуа,НИК,Манагуа,Никарагуа,129494.0,4272352
Перу,ПЭ,Лима,Лима,1285220.0,24523408
Пакистан,ПК,Исламабад,Пакистан,803940.0,129275660
Парагвай,PY,Асунсьон,Парагвай,406750.0,5504146
Аргентина,РЭ,Буэнос-Айрес,Федеральный департамент,2766890.0,34672997
Ботсвана,РБ,Габороне,Ботсвана,600370.0,1477630
Центральноафриканская Республика,РСС,Банги,Центральноафриканская Республика,622980.0,3274426
Конго,КБК,Браззавиль,Конго,342000.0,2527841
Чили,RCH,Сантьяго,Чили,756950.0,14333258
Гвинея,RG,Конакри,Гвинея,245860.0,7411981
Индонезия,РИ,Джакарта,Индонезия,1919440.0,206611600
Мавритания,РИМ,Нуакшот,Мавритания,1030700.0,2336048
Мадагаскар,РМ,Антананариву,Антананариву,587041.0,13670507
Мали,РММ,Бамако,Мали,1240000.0,9653261
Нигер,РН,Ниамей,Нигер,1267000.0,9113001
Румыния,RO,Бухарест,Букурести,237500.0,21657162
Уругвай,Ру,Монтевидео,Уругвай,176220.0,3238952
Филиппины,РП,Манила,Филиппины,299764.0,74480848
Южная Африка,RSA,Претория,Гаутенг,1219910.0,41743459
Германия,SF,Хельсинки,Уусимаа,337030.0,5105230
Суринам,МСП,Парамарибо,Суринам,163270.0,436418
Сенегал,SN,Дакар,Дакар,196190.0,9092749
Сирия,СИР,Дамаск,Сирия,185180.0,15608648
