country,name,percentage
ФГУ,Французский,100.0
ТУКА,Английский,100.0
ДА,Арабский,100.0
АМСА,Тонга,2.4
ПК,Балочи,3.0
ПК,Урду,8.0
ГЭ,Азербайджан,6.0
MK,Сербский,3.0
И,Шведский,100.0
,Испанский,6.1
СИН,хинди,30.0
БГ,Болгарский,100.0
ХОНКС,Английский,3.2
ОПП,Боснийцы,1.8
Кл,Синхала,74.0
МПГ,Кхалька Монголь,90.0
БВИР,Английский,100.0
IR,Турецкий,1.0
ДН,Английский,7.0
CH,Итальянский,12.0
Юзеф,Таджик,4.4
E,Галициан,7.0
B,Немецкий,1.0
ГЭ,грузины,71.0
НМИС,Английский,10.8
СУА,Испанский,60.0
AXA,Английский,100.0
ПК,Синдхи,12.0
,Датч,7.3
ИУ,Исландский,100.0
IR,Курдский,9.0
SLB,Английский,1.0
IR,Балочи,1.0
ГРАД,Французский,99.0
ОПП,Венгерский,3.8
ХОНКС,Китайцы,95.6
НМИС,Китайские языки,23.4
Юзеф,Русский,14.2
SF,Шведский,6.3
C,Испанский,100.0
MK,Македонский,70.0
E,Баскский,2.0
ЛБ,Английский,20.0
ВАФА,Уоллисский,58.9
A,Немецкий,100.0
,Папиаменто,65.4
НМИС,Языки Филиппина,24.4
НМИС,Чаморро,22.4
МНТ,Английский,100.0
БиГ,Сербо-хорватский,99.0
SF,Финский,93.5
НМИС,Другие языки тихоокеанских островов,9.5
СУА,Индейцы,40.0
ПДТ,Португальский,100.0
NEP,Непали,100.0
ARM,Русский,2.0
МНП,Сербский,63.6
ПК,Хиндко,2.0
ВАФА,Французский,10.8
ПК,Пенджаби,48.0
D,Немецкий,100.0
С.А.,Арабский,100.0
ТМ,узбекский,9.0
МНП,Черногория,22.0
ПА,Английский,14.0
Нл,Датч,100.0
ФПОЛ,Французский,61.1
ПК,Брахуи,1.0
Р,Португальский,100.0
ГУАМ,Чаморро,22.2
РММ,Бамбара,80.0
Кейм,Испанский,3.2
Н,Норвежский,100.0
