country,name,percentage
Новой Зеландии,Европейская,88.0
ЛБ,Америко-либерийцы,5.0
КАМ,Кирди,11.0
ЭАК,Камба,11.0
SN,Диола,9.0
LAO,Лаос,68.0
ЗРЕ,Мангбету-Азанде,45.0
NAU,Тихоокеанские острова,26.0
РИМ,Черный мавр,40.0
LAO,Лао Тён,22.0
MD,Украинский,13.8
Р,Украинский,3.0
МК,Итальянский,16.0
SK,Рома,1.5
IR,Лур,2.0
MD,Русский,13.0
ЭТО,Сидамо,9.0
Кл,Арабский,7.0
KAZ,Немецкий,4.7
KAZ,узбекский,2.1
МЬЯ,Ракхайн,4.0
CO,чёрно-индийский,3.0
ДЖА,Афро-китайский,1.2
SN,Тукулёр,9.0
КН,Азиатский,11.5
CZ,Рома,0.3
RL,Армянский,4.0
MK,Цыгане,3.0
К,Кхмерский,90.0
РИ,Санданы,14.0
D,Немецкий,95.1
ЕАС,Баганда,17.0
Q,Пакистан,18.0
ЧП,Тигре Кунама,40.0
SLB,Полинезийский,4.0
CI,Сенуфу,15.0
CV,Креольский,71.0
RG,Маклинке,30.0
SLB,Европейская,0.8
БГ,Турк,8.5
ЕС,Индейцы,25.0
AL,Греки,3.0
PL,Белорусский,0.5
